"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.734355991896749E9,"2024-12-16 14:33:11.897 UTC+01:00"
"PAUSE",1.376787774998229E1,1.734356005664605E9,"2024-12-16 14:33:25.665 UTC+01:00"
