"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.951505900E-2,-8.802568316E-1,-2.817615867E-1,-1.968513280E-1
3.123017400E-2,-9.046914577E-1,-3.048217595E-1,-1.919644028E-1
3.339968800E-2,-9.228646755E-1,-3.268128932E-1,-1.919644028E-1
3.554282600E-2,-9.422596693E-1,-3.510948122E-1,-1.895209402E-1
3.766876100E-2,-9.569203854E-1,-3.729332387E-1,-1.882992089E-1
3.979404700E-2,-9.714284539E-1,-3.949243724E-1,-1.870774776E-1
4.191468200E-2,-9.848675132E-1,-4.228714705E-1,-1.858557463E-1
4.404098500E-2,-9.981538057E-1,-4.460843503E-1,-1.869247705E-1
4.616724500E-2,-1.009149432E0,-4.691445231E-1,-1.905899495E-1
4.829221500E-2,-1.018770456E0,-4.874704778E-1,-1.942551434E-1
5.041343100E-2,-1.027322650E0,-5.045747161E-1,-1.979203373E-1
5.252711900E-2,-1.034653068E0,-5.154175758E-1,-2.003637999E-1
5.466984000E-2,-1.035874724E0,-5.276348591E-1,-2.014328092E-1
5.679545000E-2,-1.039387226E0,-5.398521423E-1,-2.038762718E-1
5.892075600E-2,-1.041830659E0,-5.531384945E-1,-2.050980031E-1
6.103038500E-2,-1.040609002E0,-5.690209866E-1,-2.063197345E-1
6.316743900E-2,-1.040609002E0,-5.836817622E-1,-2.099849284E-1
6.527452600E-2,-1.038165450E0,-5.981897712E-1,-2.147191316E-1
6.741798800E-2,-1.035722017E0,-6.079636216E-1,-2.196060568E-1
6.952835100E-2,-1.032056808E0,-6.165157557E-1,-2.281581759E-1
7.166411400E-2,-1.029613376E0,-6.226243973E-1,-2.391537428E-1
7.380235900E-2,-1.027169943E0,-6.238461137E-1,-2.525927722E-1
7.593047100E-2,-1.024726391E0,-6.203336716E-1,-2.672535479E-1
7.805683400E-2,-1.023352027E0,-6.117815375E-1,-2.868012190E-1
8.017891400E-2,-1.023352027E0,-5.997169614E-1,-3.087923825E-1
8.230412800E-2,-1.024573684E0,-5.827654600E-1,-3.320052624E-1
8.442965700E-2,-1.025642753E0,-5.572618246E-1,-3.601050675E-1
8.654724100E-2,-1.028086185E0,-5.293147564E-1,-3.882048726E-1
8.864410400E-2,-1.031598687E0,-4.915938079E-1,-4.189008474E-1
9.079480000E-2,-1.034042120E0,-4.466952085E-1,-4.482223690E-1
9.294909700E-2,-1.037554622E0,-4.016439021E-1,-4.789183438E-1
9.506664100E-2,-1.043663263E0,-3.469714522E-1,-5.108360648E-1
9.718787700E-2,-1.047175765E0,-2.849686444E-1,-5.427537560E-1
9.930288800E-2,-1.052062631E0,-2.182316035E-1,-5.708535910E-1
1.014350080E-1,-1.056949615E0,-1.464549452E-1,-5.966626406E-1
1.035612700E-1,-1.058171272E0,-6.856962293E-2,-6.201809645E-1
1.056838680E-1,-1.059240341E0,1.282817032E-2,-6.423248053E-1
1.077895820E-1,-1.055727839E0,9.804387391E-2,-6.583600044E-1
1.099121910E-1,-1.052062631E0,1.771509200E-1,-6.756169796E-1
1.120456040E-1,-1.044732332E0,2.513710558E-1,-6.892086864E-1
1.141645310E-1,-1.032514930E0,3.145956099E-1,-7.015787363E-1
1.163040980E-1,-1.018006921E0,3.704897761E-1,-7.162395120E-1
1.184268710E-1,-1.003346205E0,4.179845452E-1,-7.273877859E-1
1.205535800E-1,-9.863946438E-1,4.557054639E-1,-7.383833528E-1
1.226696080E-1,-9.668469429E-1,4.836525619E-1,-7.481572032E-1
1.248043230E-1,-9.462302923E-1,5.091561675E-1,-7.603744864E-1
1.269267290E-1,-9.266825914E-1,5.274821520E-1,-7.713701129E-1
1.290431020E-1,-9.060658813E-1,5.421429276E-1,-7.799221873E-1
1.311737580E-1,-8.840747476E-1,5.493205786E-1,-7.896960378E-1
1.333071100E-1,-8.622363210E-1,5.615378618E-1,-7.970264554E-1
