"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.829504000E-3,4.177882195E0,8.439860344E0,3.409343243E0
1.882950400E-2,3.885789394E0,8.873210907E0,3.509899616E0
2.882950400E-2,4.522646904E0,8.688857079E0,3.292027235E0
3.882950400E-2,5.095160484E0,8.327332497E0,3.732560396E0
4.882950400E-2,5.049670696E0,8.140584946E0,3.711012602E0
5.882950400E-2,5.004180908E0,8.221987724E0,3.303998232E0
6.882950400E-2,4.663905144E0,8.336909294E0,3.675099611E0
7.882950400E-2,4.371812344E0,8.365639687E0,3.603273630E0
8.882950400E-2,4.264073372E0,8.420706749E0,3.505111217E0
9.882950400E-2,4.050989151E0,8.583512306E0,3.581725836E0
1.088295040E-1,3.976768970E0,8.573935509E0,3.488351822E0
1.188295040E-1,3.981557369E0,8.578723907E0,3.270479441E0
1.288295040E-1,3.902548790E0,8.652944565E0,3.308786631E0
1.388295040E-1,3.629609823E0,8.657732964E0,3.315969467E0
1.488295040E-1,3.423708439E0,8.729558945E0,3.296815634E0
1.588295040E-1,3.141192675E0,8.743924141E0,3.452438831E0
1.688295040E-1,3.129221678E0,8.913911819E0,3.421314240E0
1.788295040E-1,3.509899616E0,9.507674217E0,3.201047659E0
1.888295040E-1,3.679888010E0,9.598653793E0,3.090914488E0
1.988295040E-1,3.938461781E0,9.562741280E0,2.985569477E0
2.088295040E-1,3.981557369E0,9.591471672E0,2.925714493E0
2.188295040E-1,4.082113743E0,9.715970039E0,2.861071110E0
2.288295510E-1,4.072536945E0,9.847650528E0,2.916137695E0
2.388295510E-1,3.991134167E0,9.850045204E0,3.026270866E0
2.488295510E-1,3.804386616E0,9.560346603E0,3.165134668E0
2.588295510E-1,3.591302633E0,9.069535255E0,3.469198227E0
2.688295510E-1,3.507505417E0,8.961795807E0,3.878606796E0
2.788295510E-1,3.497928619E0,9.014469147E0,4.513070107E0
2.888295510E-1,3.421314240E0,8.607454300E0,4.627991676E0
2.988295510E-1,3.739742994E0,8.736741066E0,4.458003521E0
3.088295510E-1,3.919308186E0,9.067141533E0,4.266467571E0
3.188295510E-1,4.084507942E0,8.952219009E0,4.364629745E0
3.288295510E-1,4.187458992E0,8.880393028E0,4.376600742E0
3.388295510E-1,4.161122322E0,8.667309761E0,4.295197964E0
3.488295510E-1,4.070142746E0,8.535628319E0,4.043806553E0
3.588295510E-1,4.352658749E0,8.758289337E0,3.869029999E0
3.688295510E-1,4.678270340E0,9.287407875E0,3.876212597E0
3.788295510E-1,4.661510944E0,9.957783699E0,3.557783842E0
3.888295510E-1,4.335899353E0,1.064492035E1,3.198653460E0
3.988295510E-1,3.708618402E0,1.130811405E1,2.607285738E0
4.088295510E-1,3.270479441E0,1.130571938E1,2.221819162E0
4.188295510E-1,2.583343744E0,1.099686813E1,1.898601890E0
4.288295510E-1,2.154781580E0,1.065689087E1,1.654393315E0
4.388295510E-1,2.018311977E0,1.016607952E1,1.702277422E0
4.488295510E-1,2.322375536E0,1.038634586E1,1.917755604E0
4.588295510E-1,2.607285738E0,1.095137787E1,2.126051188E0
4.688295510E-1,2.461239338E0,1.120516300E1,2.013523579E0
4.788295840E-1,1.996764183E0,1.124107647E1,1.812410712E0
4.888295840E-1,1.637633920E0,1.121473980E1,1.742978811E0
4.988295840E-1,1.374271750E0,1.142782402E1,1.541865945E0
5.088295840E-1,1.335964561E0,1.148767948E1,1.280897856E0
5.188295840E-1,1.398213744E0,1.121473980E1,9.385270476E-1
5.288295500E-1,1.381454349E0,1.079336071E1,9.457096457E-1
5.388295500E-1,1.103726983E0,1.006552315E1,7.422025204E-1
5.488295500E-1,8.188169599E-1,9.802161217E0,5.434837937E-1
5.588295500E-1,6.655880809E-1,9.885957718E0,3.902548850E-1
5.688295500E-1,8.092401624E-1,1.007031155E1,3.950432837E-1
5.788295500E-1,1.012747288E0,1.021156979E1,4.908113480E-1
5.888295500E-1,1.101332784E0,1.031691456E1,4.261679053E-1
5.988295500E-1,9.840168953E-1,1.033846188E1,3.208230138E-1
6.088295500E-1,6.991068721E-1,1.032409668E1,1.292868853E-1
6.188295500E-1,1.580173075E-1,1.002482224E1,-3.040636182E-1
6.288295500E-1,-1.364694983E-1,9.737517357E0,-4.908113480E-1
6.388295500E-1,-7.326257229E-1,9.404723167E0,-8.595184088E-1
6.488295500E-1,-1.283292055E0,9.074323654E0,-1.213860273E0
6.588295500E-1,-2.015917778E0,8.619425774E0,-1.345541358E0
6.688295500E-1,-2.434903145E0,8.408735275E0,-1.127668977E0
6.788295500E-1,-2.772485495E0,8.693645477E0,-9.121908545E-1
6.888295500E-1,-2.681505919E0,9.081506729E0,-8.355764151E-1
6.988295500E-1,-2.657563925E0,9.689633369E0,-7.685387731E-1
7.088295500E-1,-2.885013103E0,9.589076996E0,-9.911994934E-1
7.188295500E-1,-3.366247654E0,8.976161003E0,-1.357512355E0
7.288295830E-1,-3.744531393E0,8.456619263E0,-1.522712231E0
7.388295830E-1,-4.137180328E0,8.001721382E0,-1.534683347E0
7.488295830E-1,-4.299986362E0,7.884405613E0,-1.345541358E0
7.588295830E-1,-4.429273129E0,7.805397034E0,-8.499416113E-1
7.688295830E-1,-4.407725334E0,7.944260597E0,-6.679822803E-1
7.788295490E-1,-4.541800499E0,8.286631584E0,-4.572925270E-1
7.888295490E-1,-4.666299343E0,8.480561256E0,-5.243301988E-1
7.988295490E-1,-4.460397720E0,8.813355446E0,-9.720458984E-1
8.088295490E-1,-4.335899353E0,8.856451035E0,-1.170764685E0
8.188295490E-1,-4.194641590E0,8.576330185E0,-1.604115129E0
8.288295490E-1,-4.108449936E0,8.281843185E0,-1.829170108E0
8.388295490E-1,-3.950432777E0,7.920318604E0,-1.951274395E0
8.488295490E-1,-3.873818398E0,7.735964775E0,-1.968033791E0
8.588295490E-1,-4.084507942E0,7.585130215E0,-1.675941229E0
8.688295490E-1,-4.247313976E0,7.767089367E0,-1.410184860E0
8.788295490E-1,-4.441244125E0,8.097489357E0,-1.120486379E0
8.888295490E-1,-4.474762917E0,8.217199326E0,-9.768342972E-1
8.988295490E-1,-4.489128113E0,8.166921616E0,-1.046266198E0
9.088295490E-1,-4.448426723E0,7.982567787E0,-1.154005170E0
9.188295490E-1,-4.283226967E0,7.666532993E0,-1.422155857E0
9.288295490E-1,-4.285621166E0,7.451055050E0,-1.517923832E0
9.388295490E-1,-4.335899353E0,7.161356449E0,-1.505952835E0
9.488295490E-1,-4.501099110E0,7.135020256E0,-1.388636947E0
9.588295490E-1,-4.845864296E0,7.247547626E0,-1.345541358E0
9.688295490E-1,-5.028122902E0,7.451055050E0,-1.288080573E0
9.788295820E-1,-5.250783443E0,7.506121635E0,-1.292868972E0
9.888295820E-1,-5.384859085E0,7.357681274E0,-1.242590666E0
9.988295820E-1,-5.540482044E0,7.168539047E0,-1.156399369E0
1.008829582E0,-5.621884823E0,7.242759228E0,-1.139639974E0
1.018829582E0,-5.928342819E0,7.508515835E0,-1.151610970E0
1.028829548E0,-6.139032364E0,7.654561996E0,-1.165976286E0
1.038829548E0,-6.565200329E0,7.791031837E0,-1.307234168E0
1.048829548E0,-6.778284073E0,7.712022781E0,-1.362300754E0
1.058829548E0,-6.871658325E0,7.527669430E0,-1.441309452E0
1.068829548E0,-6.912359715E0,7.221211433E0,-1.458068848E0
1.078829548E0,-6.929119110E0,6.914753914E0,-1.410184860E0
1.088829548E0,-6.941090107E0,6.771101475E0,-1.307234168E0
1.098829548E0,-6.962637901E0,6.941090107E0,-1.230619669E0
1.108829548E0,-7.053617477E0,7.087136269E0,-1.221042871E0
1.118829548E0,-7.077559471E0,7.108684063E0,-1.273715258E0
