"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
9.987121000E-3,2.504547499E-2,-7.406741381E-2,1.172097698E-1
2.426335000E-2,2.504547499E-2,-7.406741381E-2,1.172097698E-1
3.426335000E-2,2.504547499E-2,-7.406741381E-2,1.172097698E-1
4.426335000E-2,2.504547499E-2,-7.406741381E-2,1.172097698E-1
5.426335000E-2,-2.932153046E-1,-1.542434748E-2,1.056033298E-1
6.426335000E-2,-3.182607889E-1,-1.895209402E-1,7.078400999E-2
7.426335000E-2,-2.467895597E-1,-3.049744666E-1,6.834054738E-2
8.426335000E-2,-9.040805697E-2,-4.882340431E-1,8.605564386E-2
9.426335000E-2,8.429940045E-2,-7.283040881E-1,9.949467331E-2
1.042633500E-1,1.832595766E-1,-7.417431474E-1,2.106721550E-1
1.142633500E-1,1.814269722E-1,-4.723515511E-1,2.815325260E-1
1.242633500E-1,1.759291887E-1,-1.907426715E-1,2.723695338E-1
1.342633500E-1,1.783726513E-1,-1.985311974E-3,2.680934966E-1
1.442633500E-1,1.551597714E-1,2.000583708E-2,2.754238546E-1
1.542633500E-1,1.130100712E-1,-1.614211351E-1,2.650391459E-1
1.642633500E-1,8.429940045E-2,-4.833471179E-1,2.253329158E-1
1.742633500E-1,1.233947799E-1,-8.217664957E-1,1.679115891E-1
1.842633500E-1,2.052507252E-1,-1.089936256E0,1.288162023E-1
1.942633500E-1,2.724458873E-1,-1.268919826E0,7.383833826E-2
2.042633500E-1,3.207042515E-1,-1.378264666E0,-5.574145354E-3
2.142633500E-1,3.243694305E-1,-1.457066298E0,-5.749769136E-2
2.242633500E-1,2.211332172E-1,-1.519985437E0,-5.810855702E-2
2.342633500E-1,2.809980139E-2,-1.528537512E0,-4.352414981E-3
2.442633500E-1,-3.243694305E-1,-1.387427688E0,1.269836128E-1
2.542633500E-1,-5.662720799E-1,-1.209665895E0,1.282053441E-1
2.642633500E-1,-7.959573865E-1,-1.220050573E0,9.460775554E-2
2.742633500E-1,-9.309586287E-1,-1.351997495E0,1.227075532E-1
2.842633500E-1,-9.327912331E-1,-1.563356876E0,2.033417672E-1
2.942633500E-1,-8.258898258E-1,-1.898110986E0,2.662608922E-1
3.042633500E-1,-6.798930168E-1,-2.190715551E0,3.230713606E-1
3.142633500E-1,-5.962044597E-1,-2.377029419E0,3.969860375E-1
3.242633500E-1,-6.224716902E-1,-2.536465168E0,4.782311320E-1
3.342633500E-1,-7.238753438E-1,-2.575560570E0,5.661957264E-1
3.442633500E-1,-8.717046976E-1,-2.530356646E0,6.608798504E-1
3.542633500E-1,-1.047023058E0,-2.547460794E0,7.378488779E-1
3.642633500E-1,-1.182024240E0,-2.705674887E0,8.117635250E-1
3.742633500E-1,-1.200961113E0,-3.052646399E0,8.820130825E-1
3.842633500E-1,-1.057407737E0,-3.521790743E0,9.626472592E-1
3.942633500E-1,-5.894849896E-1,-4.014759064E0,1.073213935E0
4.042633500E-1,-2.559525371E-1,-4.208403587E0,1.180115342E0
4.142633500E-1,-1.527163107E-2,-4.306752682E0,1.345048904E0
4.242633500E-1,1.343903542E-1,-4.378223896E0,1.546023607E0
4.342633500E-1,2.083050460E-1,-4.466188431E0,1.731115699E0
4.442633500E-1,2.498438805E-1,-4.614017963E0,1.920483947E0
4.542633500E-1,3.023782969E-1,-4.670217514E0,2.147114992E0
4.642633500E-1,3.543018401E-1,-4.538881302E0,2.398791552E0
4.742633500E-1,3.567453027E-1,-4.255440235E0,2.637028933E0
4.842633500E-1,2.773328125E-1,-3.818060398E0,2.814790726E0
4.942632500E-1,8.491026610E-2,-3.243847132E0,2.927800655E0
5.042632500E-1,-2.419026345E-1,-2.476600409E0,3.012711048E0
5.142632500E-1,-6.933320761E-1,-1.592067599E0,3.151988268E0
