"event","experiment time","system time","system time text"
"START",0.000000000E0,1734353259.666,"2024-12-16 13:47:39.666 UTC+01:00"
"PAUSE",1.150353453E1,1734353271.169,"2024-12-16 13:47:51.169 UTC+01:00"
