"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-1.539166551E-4,7.753875732E-2,1.036190231E1,-1.624122620E-1
9.799083346E-3,9.999206543E-2,9.996063080E0,1.422042847E-1
1.975308335E-2,2.095642090E-1,9.610914001E0,2.323168945E-1
2.970708336E-2,1.356179810E-1,9.571246490E0,1.318757629E-1
3.966008336E-2,-3.802093506E-2,9.770931244E0,2.814147949E-2
4.961408331E-2,4.490661621E-2,9.802365875E0,-1.541793823E-2
5.956808332E-2,2.477348328E-1,9.771380310E0,7.918533325E-2
6.952108332E-2,3.860472107E-1,9.876162415E0,1.630110168E-1
7.947508333E-2,3.508703613E-1,1.000609222E1,1.731898499E-1
8.942908334E-2,2.457888794E-1,9.904004517E0,1.839674377E-1
9.938208334E-2,1.459465027E-1,9.839937744E0,8.771759033E-2
1.093360833E-1,1.594184875E-1,9.812395020E0,2.649490356E-2
1.192900834E-1,3.180885315E-1,9.842183075E0,1.040336609E-1
1.292430834E-1,3.782633972E-1,9.800270233E0,1.377136230E-1
1.391970834E-1,2.809657288E-1,9.808203735E0,1.236428833E-1
1.491510833E-1,2.662962341E-1,9.849667511E0,1.496887207E-3
1.591040833E-1,3.116519165E-1,9.801318054E0,-8.831634521E-2
1.690584167E-1,3.815565491E-1,9.755513306E0,3.817062378E-2
1.790124167E-1,3.246748352E-1,9.790390778E0,3.173400879E-2
1.889654167E-1,2.616558838E-1,9.799970856E0,-4.340972900E-3
1.989194167E-1,1.143621826E-1,9.792785797E0,6.481521606E-2
2.088734166E-1,1.609153748E-1,9.908046112E0,2.769241333E-2
2.188264166E-1,7.918533325E-2,9.916129303E0,8.382568359E-2
2.287804167E-1,1.175056458E-1,9.861792297E0,8.666976929E-2
2.387344167E-1,1.731898499E-1,9.900861053E0,1.149609375E-1
2.486874167E-1,2.478845215E-1,9.902208252E0,1.841171265E-1
2.586414167E-1,3.465293884E-1,9.960137787E0,1.827699280E-1
2.685954167E-1,3.077600098E-1,1.007150620E1,1.893562317E-1
2.785484167E-1,3.147953796E-1,1.002854553E1,2.189945984E-1
2.885024167E-1,4.626878357E-1,9.942175140E0,9.280700684E-2
2.984564167E-1,2.484832764E-1,9.966724091E0,2.933898926E-2
3.084094166E-1,-8.532257080E-2,9.980345764E0,-6.451583862E-2
3.183634166E-1,-2.260299683E-2,9.920470276E0,7.484436035E-4
