"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.776667195E-4,-3.869303741E0,3.295097809E0,9.445358276E0
1.013166667E-2,-3.667074280E0,3.697161713E0,1.022403900E1
2.008466667E-2,-3.636986847E0,4.259392548E0,1.058838135E1
3.003866668E-2,-3.653602295E0,4.827311554E0,1.086425766E1
3.999266669E-2,-3.482508087E0,4.819527740E0,1.109477829E1
4.994666670E-2,-3.717818756E0,4.002676392E0,1.076321777E1
5.990066670E-2,-3.569926300E0,3.549718323E0,1.067130890E1
6.985466671E-2,-3.050057373E0,3.366199951E0,1.105062012E1
7.980766671E-2,-3.042872314E0,3.160677338E0,1.118623810E1
8.976166672E-2,-3.163671112E0,3.433260498E0,1.135014725E1
9.971566667E-2,-3.377576294E0,4.083657990E0,1.168395309E1
1.096696667E-1,-3.912114716E0,4.569098511E0,1.174352921E1
1.196236667E-1,-4.437971191E0,4.643942871E0,1.192465256E1
1.295776667E-1,-4.649331665E0,4.384981384E0,1.212703171E1
1.395306667E-1,-4.459077301E0,4.077969818E0,1.226639191E1
1.494846667E-1,-4.105213165E0,3.763473816E0,1.253523285E1
1.594386667E-1,-3.643423462E0,3.465443573E0,1.264465530E1
1.693926667E-1,-3.187920685E0,3.144510956E0,1.263253052E1
1.793466667E-1,-2.962938538E0,2.822829895E0,1.259585678E1
1.893006667E-1,-3.247646484E0,2.670446777E0,1.232896179E1
1.992536667E-1,-3.229534149E0,2.859503632E0,1.200069443E1
2.092076667E-1,-3.032992859E0,3.121907959E0,1.175460617E1
2.191616667E-1,-2.916385345E0,3.197500763E0,1.129087051E1
2.291156667E-1,-2.793790283E0,3.163072357E0,1.050680099E1
2.390696667E-1,-2.332150269E0,3.146905975E0,1.003363495E1
2.490236667E-1,-1.997895355E0,3.056194611E0,9.564510498E0
2.589776667E-1,-1.816622314E0,2.942281494E0,9.048533478E0
2.689306667E-1,-1.823058929E0,2.898273010E0,8.558302917E0
2.788846667E-1,-1.814975739E0,2.859803009E0,8.114775238E0
2.888386667E-1,-1.926643524E0,2.666554871E0,7.528594208E0
2.987926667E-1,-1.997895355E0,2.449206848E0,7.072342987E0
3.087466667E-1,-1.892065430E0,2.385439453E0,6.743925934E0
3.187006667E-1,-1.915566559E0,2.314636688E0,6.288872223E0
3.286536667E-1,-2.077230377E0,2.087259521E0,5.915548553E0
3.386076667E-1,-1.966011658E0,1.631457367E0,5.624254303E0
3.485616667E-1,-1.822460175E0,9.651928711E-1,5.455704803E0
3.585156667E-1,-2.043400726E0,9.648934937E-1,5.250481567E0
3.684696667E-1,-2.090552673E0,1.114582214E0,4.884492645E0
3.784236667E-1,-2.006128235E0,1.243164825E0,4.401596832E0
3.883766667E-1,-1.740879822E0,1.260079651E0,4.179009705E0
3.983306667E-1,-1.928439789E0,1.093027039E0,4.056414642E0
4.082846667E-1,-2.072440338E0,8.054750061E-1,3.841761017E0
4.182386667E-1,-2.039957886E0,5.035528564E-1,3.808081055E0
4.281926667E-1,-2.004481659E0,3.947291565E-1,4.366719360E0
4.381466667E-1,-1.609902191E0,6.143225098E-1,5.638025665E0
4.480996667E-1,-1.585353241E0,1.006806335E0,7.465874634E0
4.580536667E-1,-1.998194733E0,1.342408447E0,9.019194489E0
4.680076667E-1,-2.535726929E0,1.460363159E0,9.316176910E0
4.779616667E-1,-2.874173126E0,1.470991058E0,8.971294098E0
4.879156667E-1,-3.077300720E0,1.171613617E0,9.360484772E0
4.978696667E-1,-3.304977264E0,9.765692139E-1,9.828711090E0
5.078226667E-1,-3.223696289E0,8.231382751E-1,9.441765747E0
5.177766667E-1,-3.267255707E0,4.110452271E-1,9.014853516E0
5.277306667E-1,-3.378025360E0,-1.287322998E-2,9.179062042E0
5.376846667E-1,-3.417094116E0,-3.180885315E-1,9.723479919E0
5.476386667E-1,-3.370840302E0,-2.885998535E-1,1.037507492E1
5.575926667E-1,-3.302582245E0,2.324665833E-1,1.084464844E1
5.675466667E-1,-3.226690063E0,8.328680420E-1,1.128383514E1
5.774996667E-1,-3.226839752E0,1.079704742E0,1.177690979E1
5.874536667E-1,-3.175646210E0,1.080752563E0,1.211086533E1
5.974076667E-1,-2.981499939E0,1.074914703E0,1.198063614E1
6.073616667E-1,-2.630928955E0,1.115031281E0,1.177526321E1
6.173156667E-1,-2.236648865E0,1.154249725E0,1.179996185E1
6.272696667E-1,-1.872456207E0,1.244811401E0,1.176463531E1
6.372226667E-1,-1.698368225E0,1.018931122E0,1.176703033E1
6.471766667E-1,-1.603764954E0,6.264472961E-1,1.236114487E1
6.571306667E-1,-1.728455658E0,1.895059204E-1,1.350461700E1
6.670846667E-1,-1.929487610E0,-2.284249878E-1,1.492920456E1
6.770386667E-1,-2.077978821E0,-4.776567078E-1,1.589649307E1
6.869926667E-1,-1.888472900E0,-2.543211365E-1,1.607462265E1
6.969456667E-1,-1.347946930E0,3.656895447E-1,1.552915695E1
7.068996667E-1,-1.078357544E0,9.629475403E-1,1.464988541E1
7.168536667E-1,-9.095086670E-1,1.325792999E0,1.384964951E1
7.268076667E-1,-8.756790161E-1,1.466799774E0,1.274150391E1
7.367616667E-1,-9.506730652E-1,1.266216888E0,1.154115005E1
7.467156667E-1,-1.074914703E0,6.797364807E-1,1.094239517E1
7.566686667E-1,-1.470092926E0,-2.549198914E-1,1.132978958E1
7.666226667E-1,-2.102976837E0,-1.207688599E0,1.234482880E1
7.765766667E-1,-2.575993195E0,-1.745969238E0,1.388288040E1
7.865306667E-1,-2.764151917E0,-1.406026154E0,1.506033188E1
7.964846667E-1,-2.599344635E0,-8.681945801E-3,1.483984039E1
8.064386667E-1,-1.913021851E0,1.520088959E0,1.465108292E1
8.163916667E-1,-8.479866028E-1,2.167941742E0,1.367675903E1
8.263456667E-1,2.272274780E-1,1.660197601E0,1.241473343E1
8.362996667E-1,1.405277710E0,3.285667419E-1,1.150088379E1
8.462536667E-1,2.217189331E0,-8.592132568E-1,1.041100021E1
8.562076667E-1,2.600392456E0,-1.127455444E0,8.671766968E0
8.661616667E-1,2.746189270E0,-8.153544617E-1,6.813980255E0
8.761156667E-1,2.548749847E0,-6.709048462E-1,5.260061646E0
8.860686667E-1,1.900897064E0,-7.831713867E-1,4.322112122E0
8.960226667E-1,1.132993927E0,-9.789642334E-1,3.837869110E0
9.059766667E-1,5.164260864E-1,-9.611512756E-1,3.105591888E0
9.159306667E-1,1.196012878E-1,-8.340655518E-1,2.530038757E0
9.258846667E-1,-1.254391479E-1,-8.681945801E-1,2.700833588E0
9.358386667E-1,-4.697232056E-1,-1.130748596E0,3.631448364E0
9.457923750E-1,-9.425898743E-1,-1.323996735E0,4.398303680E0
9.557463750E-1,-1.592089233E0,-1.261277161E0,4.539909210E0
9.657003750E-1,-2.001637573E0,-8.720864868E-1,4.323159943E0
9.756543750E-1,-1.620380402E0,-4.923262024E-1,3.901786194E0
9.856083750E-1,-1.852846985E0,-2.621049500E-1,3.562741241E0
9.955623750E-1,-9.928852844E-1,-5.435197449E-1,3.923640747E0
1.005515375E0,-3.691323853E-1,-4.920268250E-1,5.328170013E0
1.015469375E0,-3.528163147E-1,1.064586182E0,6.568640442E0
1.025423375E0,-3.932322693E-1,2.288890228E0,7.443720703E0
1.035377375E0,-7.454498291E-1,2.215991821E0,8.093070374E0
1.045331375E0,-1.179696808E0,1.817969513E0,8.826245728E0
1.055285375E0,-2.038011932E0,1.767524414E0,9.985285492E0
1.065238375E0,-3.367098083E0,1.987566833E0,1.155791519E1
1.075192375E0,-2.366878052E0,2.863245850E0,1.074929672E1
1.085146375E0,-7.357200623E-1,3.287763062E0,9.567055206E0
1.095100375E0,-3.098556519E-2,2.476899261E0,9.956096191E0
1.105054375E0,8.532257080E-2,1.692081299E0,1.092607910E1
1.115008375E0,1.049317932E-1,1.620979156E0,1.145163620E1
1.124962375E0,-8.547225952E-2,1.924847260E0,1.183034866E1
1.134915375E0,-4.402345276E-1,2.075284424E0,1.274419830E1
1.144869375E0,-6.292913818E-1,2.087858276E0,1.302202057E1
1.154823375E0,-4.858895874E-1,1.963616638E0,1.331346451E1
1.164777375E0,-2.387535095E-1,1.588796082E0,1.383453094E1
1.174731375E0,-2.618055725E-1,1.181493073E0,1.393512177E1
1.184685375E0,-4.052073669E-1,1.059347076E0,1.369532043E1
1.194638375E0,-5.415737915E-1,1.063238983E0,1.365879639E1
1.204592375E0,-5.601351929E-1,9.779164124E-1,1.394739624E1
1.214546375E0,-2.113604736E-1,9.529183960E-1,1.417881500E1
1.224500375E0,2.953358459E-1,8.872050476E-1,1.421354279E1
1.234454375E0,7.358697510E-1,5.562432861E-1,1.418779633E1
1.244408375E0,1.073417816E0,1.814227295E-1,1.417402496E1
1.254361375E0,1.113684082E0,-4.790039063E-2,1.363604370E1
1.264315375E0,8.891510010E-1,-2.050735474E-1,1.331271606E1
1.274269375E0,5.685177612E-1,-2.160008240E-1,1.297082703E1
1.284223375E0,2.011816406E-1,-1.085243225E-1,1.236653366E1
1.294177375E0,-2.619552612E-2,-2.514770508E-2,1.189905579E1
1.304131375E0,1.945953369E-3,-1.167572021E-2,1.155986115E1
1.314084375E0,1.071771240E-1,1.317260742E-2,1.128293701E1
1.324038375E0,3.095562744E-1,7.738906860E-2,1.094523926E1
1.333992375E0,4.764591980E-1,1.550775146E-1,1.065050217E1
1.343946375E0,5.322930908E-1,1.965412903E-1,1.047072601E1
1.353900375E0,5.090913391E-1,1.922003174E-1,1.022927811E1
1.363854375E0,3.263214111E-1,1.321751404E-1,9.788594513E0
1.373808375E0,1.213975525E-1,6.032455444E-2,9.286538544E0
1.383761375E0,-8.741821289E-2,3.622467041E-2,8.742270355E0
1.393715375E0,-3.167413330E-1,1.613644409E-1,8.059091034E0
1.403669375E0,-3.987707520E-1,4.439767456E-1,7.473508759E0
1.413623375E0,-3.305126953E-1,9.163943481E-1,6.924151154E0
1.423577375E0,-2.522254944E-1,1.355730743E0,6.477929077E0
1.433531375E0,-1.914518738E-1,1.763782196E0,6.017037506E0
1.443484375E0,-9.235794067E-2,2.087708588E0,5.653892670E0
1.453438375E0,4.864883423E-2,2.263892212E0,5.574407959E0
1.463392375E0,4.595443726E-2,2.406096497E0,5.614075470E0
1.473346375E0,-2.103126526E-1,2.511627045E0,5.809269562E0
1.483300375E0,-5.141807556E-1,2.417323151E0,5.965245209E0
1.493254375E0,-7.696994019E-1,2.360291748E0,5.750142517E0
1.503207375E0,-8.726852417E-1,2.233954468E0,5.588778076E0
1.513161375E0,-1.072968750E0,2.023342438E0,5.657036133E0
1.523115375E0,-1.203197937E0,2.383194122E0,5.438789978E0
1.533069375E0,-1.161584473E0,2.710713043E0,5.452112274E0
1.543023375E0,-1.181792450E0,2.748883667E0,5.672753448E0
1.552977375E0,-1.111588440E0,2.681224365E0,5.624403992E0
1.562930375E0,-9.639953613E-1,2.687660980E0,5.563031616E0
1.572884375E0,-8.634045410E-1,2.857258301E0,5.770051117E0
1.582838375E0,-8.074209595E-1,3.068768463E0,6.556815033E0
1.592792375E0,-4.926255798E-1,3.034340057E0,7.127578125E0
1.602746375E0,-6.004014587E-1,3.154091034E0,6.894512787E0
1.612700375E0,-1.000220032E0,3.187022552E0,7.518265686E0
1.622653375E0,-1.264570312E0,3.358865204E0,8.560548248E0
1.632607375E0,-1.286424866E0,3.617377625E0,9.262887726E0
1.642561375E0,-1.457818451E0,3.946992188E0,9.376052399E0
1.652515375E0,-1.492695923E0,3.760629730E0,9.815089417E0
