"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.909666673E-3,3.231659830E-1,-1.307679892E0,-4.067584872E-1
1.386366668E-2,2.357819304E-2,-1.433113098E0,-3.286035061E-1
2.381666668E-2,-2.518299818E-1,-1.431467652E0,-2.132676691E-1
3.377066669E-2,-4.763179421E-1,-1.335097671E0,-8.739097416E-2
4.372466670E-2,-5.622742176E-1,-9.767199159E-1,-7.494065166E-2
5.367866671E-2,-5.060958862E-1,-4.982063174E-1,-1.728682816E-1
6.363266672E-2,-3.725669086E-1,-1.775525361E-1,-3.098450899E-1
7.358666672E-2,-2.793125808E-1,5.526473001E-2,-4.713237286E-1
8.353966667E-2,-3.092348576E-1,2.090947628E-1,-6.082372069E-1
9.349366667E-2,-4.273442030E-1,2.301893979E-1,-6.998859048E-1
1.034476667E-1,-5.848307014E-1,1.635210812E-1,-7.680379748E-1
1.134016667E-1,-7.162385583E-1,-8.514855057E-3,-8.338901997E-1
1.233556667E-1,-7.528471947E-1,-2.160646617E-1,-8.901337385E-1
1.333096667E-1,-6.749614477E-1,-3.117930591E-1,-9.123048186E-1
1.432626667E-1,-5.194677711E-1,-2.744522095E-1,-8.678715229E-1
1.532166667E-1,-3.310507238E-1,-1.381143481E-1,-7.732957006E-1
1.631706667E-1,-1.807781905E-1,1.436758228E-2,-6.454269886E-1
1.731246667E-1,-9.127307683E-2,7.044389844E-2,-5.212101936E-1
1.830786667E-1,-7.787444443E-2,1.058324575E-1,-4.484725595E-1
1.930326667E-1,-9.623268247E-2,9.549327195E-2,-3.915456235E-1
2.029856667E-1,-1.123849154E-1,1.166883111E-2,-3.476849198E-1
2.129396667E-1,-1.038276479E-1,-8.669102192E-2,-3.495323360E-1
2.228936667E-1,-3.948786110E-2,-8.074973524E-2,-3.929709196E-1
2.328476667E-1,7.288156450E-2,-1.108956560E-1,-4.242596030E-1
2.428016667E-1,1.924376786E-1,-1.914642751E-1,-4.385418892E-1
2.527556667E-1,3.042733967E-1,-2.677094936E-1,-4.484600127E-1
2.627096667E-1,3.975685537E-1,-3.487483561E-1,-4.822664857E-1
2.726626667E-1,4.886254966E-1,-4.795148671E-1,-5.275644660E-1
2.826166667E-1,5.586876869E-1,-6.041673422E-1,-5.901902914E-1
2.925706667E-1,5.308651328E-1,-7.241533995E-1,-6.963220835E-1
3.025246667E-1,3.967291117E-1,-8.367993832E-1,-8.513776064E-1
3.124786667E-1,2.045631558E-1,-8.993775249E-1,-1.028591037E0
3.224326667E-1,-3.609824181E-2,-9.332509637E-1,-1.212033272E0
3.323856667E-1,-3.230626285E-1,-9.977236986E-1,-1.341204762E0
3.423396667E-1,-6.385129690E-1,-1.200014114E0,-1.445092082E0
3.522936667E-1,-9.496948123E-1,-1.408080578E0,-1.558380008E0
3.622476667E-1,-1.219727159E0,-1.495267034E0,-1.672676921E0
3.722016667E-1,-1.455609441E0,-1.371160269E0,-1.764843106E0
3.821556667E-1,-1.667216897E0,-1.105888844E0,-1.791172624E0
3.921086667E-1,-1.914364576E0,-6.184883118E-1,-1.806306601E0
4.020626667E-1,-2.193034172E0,1.060074046E-1,-1.793891430E0
4.120166667E-1,-2.460152864E0,9.257363677E-1,-1.766525269E0
4.219706667E-1,-2.660776615E0,1.615342259E0,-1.720221996E0
4.319246667E-1,-2.763292789E0,1.901668072E0,-1.628239632E0
4.418786667E-1,-2.719903946E0,1.605570316E0,-1.510447979E0
4.518316667E-1,-2.548170805E0,7.942441702E-1,-1.376289725E0
4.617856667E-1,-2.292428970E0,-7.739632577E-2,-1.179891229E0
4.717396667E-1,-1.978716254E0,-6.835871935E-1,-9.083626270E-1
4.816936667E-1,-1.612139106E0,-1.149608493E0,-6.506302357E-1
4.916476667E-1,-1.173695683E0,-1.589429617E0,-3.460063636E-1
5.016016667E-1,-7.209430337E-1,-1.722908020E0,-2.129768580E-2
5.115546667E-1,-3.188630044E-1,-1.477082014E0,2.709416449E-1
5.215086667E-1,-1.156594604E-2,-1.111164212E0,4.858982861E-1
5.314626667E-1,1.800751239E-1,-8.236664534E-1,6.134647727E-1
5.414166667E-1,2.513167262E-1,-6.707062125E-1,6.955732703E-1
5.513706667E-1,2.101860493E-1,-6.027618051E-1,8.225061893E-1
5.613246667E-1,1.078442857E-1,-6.161477566E-1,1.000826240E0
5.712786667E-1,8.935282007E-3,-7.275992036E-1,1.179040909E0
5.812316667E-1,-8.908428252E-3,-9.315335155E-1,1.320580244E0
5.911856667E-1,9.927956015E-2,-1.078889132E0,1.423373461E0
6.011396667E-1,3.247693181E-1,-1.150140047E0,1.516120434E0
6.110936667E-1,6.096755862E-1,-1.182922721E0,1.608327866E0
6.210476667E-1,8.497367501E-1,-1.118825912E0,1.695518255E0
6.310016667E-1,9.440134764E-1,-9.263326526E-1,1.721187115E0
6.409546667E-1,8.412945271E-1,-6.886268854E-1,1.645170093E0
6.509086667E-1,5.560148358E-1,-5.450369716E-1,1.474920034E0
6.608626667E-1,1.414977461E-1,-6.128678322E-1,1.218736172E0
6.708166667E-1,-3.251043260E-1,-8.216947913E-1,9.362857342E-1
6.807706667E-1,-7.126070857E-1,-1.009871364E0,7.385133505E-1
6.907246667E-1,-8.797047138E-1,-1.071531892E0,7.193159461E-1
7.006776667E-1,-7.967158556E-1,-9.854437709E-1,9.116877913E-1
7.106316667E-1,-4.519224763E-1,-8.714112043E-1,1.230203867E0
7.205856667E-1,4.094173759E-2,-6.803382039E-1,1.588319182E0
7.305396667E-1,5.254910588E-1,-3.381917775E-1,1.889497757E0
7.404936667E-1,8.729490042E-1,4.581776261E-2,2.072422743E0
7.504476667E-1,1.002241254E0,2.755936980E-1,2.032852411E0
7.604006667E-1,9.304794073E-1,2.405357659E-1,1.749266863E0
7.703546667E-1,7.721188068E-1,-1.635661721E-1,1.283889771E0
7.803086667E-1,7.167818546E-1,-8.643969297E-1,7.488790154E-1
7.902626667E-1,7.646732330E-1,-1.348750830E0,3.739565313E-1
8.002166667E-1,1.000440598E0,-1.648198605E0,2.603399456E-1
8.101706667E-1,1.327262163E0,-1.532915115E0,3.477792442E-1
