"event","experiment time","system time","system time text"
"START",0.000000000E0,1734353464.121,"2024-12-16 13:51:04.121 UTC+01:00"
"PAUSE",1.011419611E1,1734353474.235,"2024-12-16 13:51:14.235 UTC+01:00"
