"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.961666699E-3,-5.038616657E-1,-1.044241905E0,-2.103205919E-1
1.591466670E-2,-5.688423514E-1,-1.077809572E0,-1.985434890E-1
2.586866671E-2,-5.754067302E-1,-1.087495446E0,-2.294553369E-1
3.582166671E-2,-5.281078815E-1,-1.103286386E0,-2.632814646E-1
4.577566666E-2,-4.375929534E-1,-1.084770203E0,-2.831377387E-1
5.572866666E-2,-3.598144054E-1,-1.059076309E0,-3.148902655E-1
6.568266667E-2,-3.352464437E-1,-1.002386689E0,-3.492341042E-1
7.563666668E-2,-3.640536070E-1,-8.615062237E-1,-3.886029422E-1
8.558966668E-2,-4.364449680E-1,-7.222597003E-1,-4.244469702E-1
9.554366668E-2,-5.405064821E-1,-4.919289351E-1,-4.636737406E-1
1.054966667E-1,-6.348955631E-1,-2.571766376E-1,-5.038432479E-1
1.154506667E-1,-6.918075681E-1,-1.303365976E-1,-5.252138376E-1
1.254036667E-1,-7.633786798E-1,2.561837435E-2,-5.996822119E-1
1.353576667E-1,-8.201097846E-1,1.146699339E-1,-6.248288155E-1
1.453106667E-1,-8.517656922E-1,8.305954188E-2,-5.680305362E-1
1.552646667E-1,-8.764814138E-1,6.571224332E-2,-5.071938038E-1
1.652176667E-1,-8.690999150E-1,7.322102785E-2,-4.495640993E-1
1.751716667E-1,-8.160969615E-1,9.958973527E-2,-3.958779275E-1
1.851246667E-1,-7.177517414E-1,1.145306006E-1,-3.739060462E-1
1.950786667E-1,-5.862534046E-1,9.594678134E-2,-3.965675235E-1
2.050316667E-1,-4.374175668E-1,6.630286574E-2,-4.211096466E-1
2.149856667E-1,-3.102156222E-1,-2.104019932E-2,-4.163320959E-1
2.249396667E-1,-2.325115204E-1,-5.940969288E-2,-4.029875398E-1
2.348926667E-1,-2.395060360E-1,-4.565209150E-2,-3.439851999E-1
2.448466667E-1,-2.901401818E-1,-6.768788397E-2,-2.234313339E-1
2.547996667E-1,-3.701797426E-1,-6.172209978E-2,-1.083628312E-1
2.647536667E-1,-4.710046053E-1,4.418276250E-2,-2.361198887E-2
2.747066667E-1,-5.408023596E-1,7.952945679E-2,8.444824070E-2
2.846606667E-1,-5.590524673E-1,8.431942016E-2,1.686930805E-1
2.946136667E-1,-5.345735550E-1,3.836199641E-2,2.325389087E-1
3.045676667E-1,-5.174041390E-1,-1.387271099E-2,2.718687654E-1
3.145206667E-1,-5.009589791E-1,-7.239430398E-2,2.722602189E-1
3.244746667E-1,-4.634529054E-1,-1.848630607E-1,2.648933828E-1
3.344276667E-1,-4.283719063E-1,-3.297180533E-1,2.104423940E-1
3.443816667E-1,-3.849773109E-1,-4.464052618E-1,1.163931265E-1
3.543356667E-1,-3.658652604E-1,-5.619526505E-1,1.175879128E-2
3.642886667E-1,-3.849444091E-1,-6.634355783E-1,-8.621811122E-2
3.742426667E-1,-4.393630624E-1,-7.179033756E-1,-2.000393569E-1
3.841956667E-1,-5.408316255E-1,-8.370151520E-1,-3.263528347E-1
3.941496667E-1,-6.533307433E-1,-1.059431911E0,-4.122184515E-1
4.041026667E-1,-7.755045891E-1,-1.133007884E0,-5.222855806E-1
4.140566667E-1,-9.633623958E-1,-1.237080932E0,-6.110909581E-1
4.240096667E-1,-1.247176886E0,-1.394786119E0,-6.493163705E-1
4.339636667E-1,-1.573903203E0,-1.446284413E0,-6.101985574E-1
4.439166667E-1,-1.885183573E0,-1.481672049E0,-5.058497787E-1
4.538706667E-1,-2.139830828E0,-1.455589771E0,-3.449507058E-1
4.638236667E-1,-2.343723774E0,-1.419307947E0,-1.780520082E-1
4.737776667E-1,-2.437132835E0,-1.513675094E0,-8.844754659E-3
4.837306667E-1,-2.379493713E0,-1.654358149E0,1.491747051E-1
4.936846667E-1,-2.164016962E0,-1.736126184E0,2.641353309E-1
5.036386667E-1,-1.832872033E0,-1.664935112E0,3.436783552E-1
5.135916667E-1,-1.460576653E0,-1.367166638E0,3.375459611E-1
5.235456667E-1,-1.097230196E0,-1.035210252E0,2.798717320E-1
5.334986667E-1,-7.572886348E-1,-8.079271913E-1,2.152701765E-1
5.434526667E-1,-4.990581870E-1,-6.270865798E-1,1.777145416E-1
5.534056667E-1,-3.433015645E-1,-4.776749313E-1,1.934545040E-1
5.633596667E-1,-2.884420455E-1,-3.993907869E-1,3.130682409E-1
5.733126667E-1,-3.092317879E-1,-3.278471529E-1,5.342379212E-1
5.832666667E-1,-3.559641242E-1,-3.073227108E-1,8.109334111E-1
5.932196667E-1,-4.281044006E-1,-4.165432155E-1,1.158998251E0
6.031736667E-1,-5.087787509E-1,-4.238301516E-1,1.425593972E0
6.131266667E-1,-5.263985991E-1,-4.792805612E-1,1.654785752E0
6.230806667E-1,-4.959839582E-1,-4.468493760E-1,1.775049567E0
6.330336667E-1,-4.307823479E-1,-3.559377491E-1,1.772252202E0
6.429876667E-1,-3.657833934E-1,-2.252961248E-1,1.668032527E0
6.529416667E-1,-3.369493783E-1,-2.579852007E-2,1.465066433E0
6.628946667E-1,-3.338167071E-1,8.329041302E-2,1.241866112E0
6.728486667E-1,-3.542147279E-1,1.437615603E-1,1.027844191E0
6.828016667E-1,-3.982271850E-1,2.229908705E-1,8.792001605E-1
6.927556667E-1,-4.351247251E-1,3.111602068E-1,8.442569375E-1
7.027086667E-1,-4.106540084E-1,3.469096720E-1,9.315220714E-1
7.126626667E-1,-3.254628778E-1,4.853798449E-1,1.099628687E0
7.226156667E-1,-2.314341068E-1,8.198614120E-1,1.327652693E0
7.325696667E-1,-1.585026830E-1,1.195865870E0,1.548388600E0
7.425226667E-1,-1.552091539E-1,1.424278855E0,1.681568980E0
7.524766667E-1,-2.054407448E-1,1.511777759E0,1.688601136E0
7.624296667E-1,-3.649031222E-1,1.602918386E0,1.574007511E0
7.723836667E-1,-6.734558344E-1,1.651381016E0,1.322252631E0
7.823366667E-1,-1.041133761E0,1.466407537E0,9.478484392E-1
7.922906667E-1,-1.314366579E0,1.082997441E0,5.346080065E-1
8.022446667E-1,-1.377958655E0,6.090973020E-1,2.296369523E-1
8.121976667E-1,-1.170286298E0,7.086094469E-2,1.695397943E-1
8.221516667E-1,-7.666403055E-1,-3.138872683E-1,4.291386306E-1
8.321046667E-1,-2.500869632E-1,-4.352777302E-1,9.030208588E-1
8.420586667E-1,2.797028422E-1,-4.159637094E-1,1.406436682E0
8.520116667E-1,7.309752703E-1,-3.565687537E-1,1.784668446E0
8.619656667E-1,1.100678563E0,-2.772286534E-1,1.981893182E0
8.719186667E-1,1.401157856E0,-1.723326594E-1,1.984305620E0
8.818726667E-1,1.675931096E0,-1.318046749E-1,1.834717393E0
8.918256667E-1,1.886077046E0,-3.106135875E-2,1.595683217E0
9.017796667E-1,2.041236162E0,1.399159878E-1,1.329909563E0
9.117326667E-1,2.139119387E0,3.210574985E-1,1.068917990E0
9.216866667E-1,2.143634319E0,4.956686795E-1,8.753134012E-1
9.316396667E-1,2.063886881E0,6.912869811E-1,7.835347652E-1
9.415936667E-1,1.922950149E0,8.506715894E-1,8.069828153E-1
9.515476667E-1,1.764595628E0,8.513256907E-1,8.864596486E-1
9.615004584E-1,1.582006335E0,5.573286414E-1,8.496710062E-1
9.714544584E-1,1.261957049E0,3.599517513E-3,1.157604977E-1
