"event","experiment time","system time","system time text"
"START",0.000000000E0,1734352517.231,"2024-12-16 13:35:17.231 UTC+01:00"
"PAUSE",1.162522986E1,1734352528.856,"2024-12-16 13:35:28.856 UTC+01:00"
