"event","experiment time","system time","system time text"
"START",0.000000000E0,1734350754.633,"2024-12-16 13:05:54.633 UTC+01:00"
"PAUSE",1.550773219E1,1734350770.141,"2024-12-16 13:06:10.141 UTC+01:00"
