"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.334580000E-3,-6.165368557E0,5.760748386E0,6.720823288E0
1.734758000E-2,-6.378452778E0,5.674557209E0,6.821380138E0
2.734658000E-2,-6.404788971E0,5.533299446E0,6.955455303E0
3.734608000E-2,-6.179733753E0,5.365705490E0,7.027281284E0
4.734574600E-2,-5.902006626E0,5.188534260E0,7.032069683E0
5.734549600E-2,-5.593154430E0,5.121496677E0,7.154173851E0
6.734529600E-2,-5.348946095E0,5.169380665E0,7.518092632E0
7.734512900E-2,-4.850652695E0,5.119102478E0,8.102277756E0
8.734498600E-2,-4.036623955E0,5.073612690E0,8.672098160E0
9.734486100E-2,-3.014299870E0,5.076006889E0,8.719982147E0
1.073447490E-1,-2.410961151E0,5.011363506E0,8.248324394E0
1.173446490E-1,-2.240972757E0,5.054459095E0,6.857293129E0
1.273445580E-1,-2.173935175E0,5.267542839E0,5.571606636E0
1.373444740E-1,-2.449268341E0,5.566818237E0,4.606443882E0
1.473444740E-1,-2.765302896E0,6.237194538E0,3.737348795E0
1.573444020E-1,-3.119644880E0,6.902782917E0,2.801215887E0
1.673443350E-1,-3.181894064E0,7.611466408E0,2.066195965E0
1.773442720E-1,-3.095702887E0,8.174103737E0,1.692700624E0
1.873449770E-1,-2.894589901E0,8.430283546E0,1.549048543E0
1.973449210E-1,-1.872265697E0,8.334515572E0,4.046200752E0
2.073448680E-1,-7.422025204E-1,8.131008148E0,5.212476254E0
2.173448180E-1,-2.394201756E-1,8.020874977E0,5.696105003E0
2.273447700E-1,3.998316824E-1,7.752724171E0,6.471826553E0
2.373447240E-1,1.060631394E0,7.319374084E0,6.936301708E0
2.473446800E-1,1.486799240E0,6.984185696E0,7.039252281E0
2.573446380E-1,1.762132406E0,6.804620743E0,6.886023521E0
2.673446380E-1,1.963245392E0,6.711246490E0,6.718429089E0
2.773445990E-1,2.013523579E0,6.718429089E0,6.522104740E0
2.873445610E-1,2.121262789E0,6.790255070E0,6.500556946E0
2.973445250E-1,2.250549555E0,7.041646481E0,6.550835133E0
3.073444900E-1,2.312798738E0,7.343316078E0,6.538864136E0
3.173444560E-1,2.159569979E0,7.573159218E0,6.361693382E0
3.273444560E-1,1.970427990E0,7.795820236E0,6.050446987E0
3.373444560E-1,1.685518026E0,7.889194012E0,5.693710804E0
3.473444560E-1,1.426944256E0,7.822156429E0,5.435137272E0
3.573444560E-1,1.285686255E0,7.628225803E0,5.368099689E0
3.673444560E-1,1.197100878E0,7.364863873E0,5.380070686E0
3.773444560E-1,1.154005170E0,6.974608898E0,5.475838661E0
3.873444560E-1,1.132457376E0,6.608295918E0,5.614702225E0
3.973444560E-1,1.122880578E0,6.277895927E0,5.878064632E0
4.073444560E-1,1.098938584E0,6.024110794E0,6.253953934E0
4.173444560E-1,1.086967587E0,5.856516838E0,6.787860870E0
4.273444560E-1,9.648633003E-1,5.787084579E0,7.486968040E0
4.373444560E-1,-3.687070608E-1,6.155791759E0,8.423100471E0
4.473444220E-1,-2.013523579E0,6.704063892E0,9.079112053E0
4.573444220E-1,-2.209848166E0,6.428730965E0,8.868422508E0
