"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.734354394596147E9,"2024-12-16 14:06:34.596 UTC+01:00"
"PAUSE",1.681810033333022E1,1.734354411414221E9,"2024-12-16 14:06:51.414 UTC+01:00"
