"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.153200800E-2,2.231185287E-1,-2.229658142E-2,-2.733621933E-2
3.529235200E-2,2.231185287E-1,-2.229658142E-2,-2.733621933E-2
4.529235200E-2,2.231185287E-1,-2.229658142E-2,-2.733621933E-2
5.529235200E-2,2.231185287E-1,-2.229658142E-2,-2.733621933E-2
6.529235200E-2,-1.855503172E-1,3.851505518E-1,1.864666194E-1
7.529235200E-2,-2.057088763E-1,3.491095006E-1,1.864666194E-1
8.529235200E-2,-2.240348309E-1,3.106249869E-1,1.718058437E-1
9.529235200E-2,-2.142609805E-1,2.745839357E-1,1.333213449E-1
1.052924940E-1,-1.824959964E-1,2.214386463E-1,7.956519723E-2
1.152926190E-1,-1.488984078E-1,1.731802970E-1,1.298088674E-2
1.252926190E-1,-1.256855279E-1,1.218676195E-1,-6.459899992E-2
1.352926190E-1,-1.232420653E-1,8.888089657E-2,-1.397354305E-1
1.452926190E-1,-1.311833113E-1,5.345070735E-2,-1.983784884E-1
1.552926190E-1,-1.391245574E-1,1.374446787E-2,-2.295326144E-1
1.652926190E-1,-1.269072592E-1,-1.679879427E-2,-2.374738604E-1
1.752926190E-1,-1.006400511E-1,-3.970623948E-3,-2.307543457E-1
1.852926190E-1,-5.421429127E-2,1.130100712E-2,-2.099849284E-1
1.952926190E-1,-5.345070735E-3,1.557706390E-2,-1.763873398E-1
2.052926190E-1,3.619376570E-2,3.084869497E-2,-1.391245574E-1
2.152926190E-1,6.979135424E-2,3.268129006E-2,-1.049161032E-1
2.252926190E-1,9.300423414E-2,1.740965992E-2,-7.437284291E-2
2.352926190E-1,1.119410545E-1,-1.435533352E-2,-6.398813426E-2
2.452926190E-1,1.278235465E-1,-4.367686436E-2,-8.536841720E-2
2.552926190E-1,1.424843222E-1,-6.750060618E-2,-1.262963861E-1
2.652926190E-1,1.467603743E-1,-8.704829961E-2,-1.690569520E-1
2.752926190E-1,1.296561509E-1,-1.090394482E-1,-1.996002197E-1
2.852926190E-1,1.003346145E-1,-1.090394482E-1,-2.124283910E-1
2.952926190E-1,6.490442902E-2,-9.132435173E-2,-2.050980031E-1
3.052926190E-1,3.558290005E-2,-6.811147183E-2,-1.721112877E-1
3.152926190E-1,9.315694682E-3,-3.084869497E-2,-9.758572280E-2
3.252926190E-1,-4.734205548E-3,1.007927675E-2,-4.627304152E-2
3.352926190E-1,-1.817324013E-2,3.390302137E-2,-5.955935922E-3
3.452926190E-1,-2.977968007E-2,6.200282276E-2,1.481348183E-2
3.552926190E-1,-4.993823543E-2,9.682214260E-2,1.970040426E-2
3.652926520E-1,-7.620543987E-2,1.194241568E-1,2.458732575E-2
3.752926520E-1,-9.758572280E-2,1.072068512E-1,2.641992271E-2
3.852926520E-1,-1.055269688E-1,9.437867999E-2,1.298088674E-2
3.952926520E-1,-1.061378345E-1,7.849618047E-2,-1.634064503E-2
