"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.041208340E-3,3.246583641E-1,-5.297001600E-1,-1.597815752E-1
1.599420834E-2,1.443578452E-1,-2.134327292E-1,-1.566363722E-1
2.594820835E-2,-2.459421381E-2,1.145911366E-1,-1.370293200E-1
3.590220836E-2,-1.366738826E-1,3.612243533E-1,-1.065712720E-1
4.585620837E-2,-1.880949438E-1,4.618414640E-1,-8.436159045E-2
5.581020837E-2,-1.760321558E-1,4.804364443E-1,-6.310264021E-2
6.576420838E-2,-1.422962844E-1,4.428986609E-1,-2.779003978E-2
7.571820833E-2,-1.160271317E-1,3.853136599E-1,2.683979459E-3
8.567220834E-2,-1.065197885E-1,3.227840662E-1,1.215482131E-2
9.562604170E-2,-9.808769077E-2,2.325479239E-1,2.252389211E-3
1.055800417E-1,-7.738246024E-2,1.214017421E-1,1.052178256E-2
1.155340417E-1,-4.088516906E-2,4.249653965E-2,1.426352374E-2
1.254880417E-1,4.740582779E-2,-2.463135868E-2,-3.131829901E-3
1.354420417E-1,1.163137853E-1,-6.258992851E-2,-6.968555599E-2
1.453950417E-1,1.381878108E-1,-6.680973619E-2,-1.485383809E-1
1.553490417E-1,1.341930628E-1,-7.848156989E-2,-2.064762563E-1
1.653030417E-1,1.097882017E-1,-9.062543511E-2,-2.508382797E-1
1.752570417E-1,9.314583987E-2,-1.232020259E-1,-3.265966773E-1
1.852110417E-1,8.675745875E-2,-2.692017555E-1,-4.213808179E-1
1.951650417E-1,1.096720919E-1,-4.723522067E-1,-5.436545014E-1
2.051190417E-1,1.363343149E-1,-6.757596135E-1,-7.046038508E-1
2.150730417E-1,1.813518554E-1,-8.227199912E-1,-7.696483731E-1
2.250270417E-1,2.376772463E-1,-8.984876871E-1,-8.006434441E-1
2.349810417E-1,2.819315493E-1,-9.988776445E-1,-6.962054372E-1
2.449350417E-1,2.269215286E-1,-8.810733557E-1,-5.445761681E-1
2.548890417E-1,1.312626451E-1,-7.323678136E-1,-4.621796310E-1
2.648420417E-1,2.531831153E-2,-6.857994795E-1,-4.577628970E-1
2.747960417E-1,-7.006599754E-2,-7.657209039E-1,-4.955563247E-1
2.847500417E-1,-1.020618230E-1,-9.623786807E-1,-5.385403633E-1
2.947040417E-1,-7.612636685E-2,-1.066875100E0,-5.760225058E-1
3.046580417E-1,-1.266703475E-3,-1.138863206E0,-5.865264535E-1
3.146120417E-1,1.087559387E-1,-1.192943215E0,-5.890170336E-1
3.245660417E-1,2.320592701E-1,-1.126352549E0,-6.105536819E-1
3.345200417E-1,3.822644949E-1,-1.058645368E0,-6.704782844E-1
3.444740417E-1,5.343828201E-1,-1.062553406E0,-7.838270664E-1
3.544280417E-1,6.507754922E-1,-1.077914715E0,-9.901586175E-1
3.643820417E-1,6.923487782E-1,-1.028975964E0,-1.221068263E0
3.743360417E-1,6.066793799E-1,-1.102221489E0,-1.385114431E0
3.842900417E-1,4.656867385E-1,-1.290828466E0,-1.595906615E0
3.942430417E-1,3.171494603E-1,-1.634897709E0,-1.922260523E0
4.041970417E-1,1.852476299E-1,-2.087822914E0,-2.262850046E0
4.141510417E-1,1.844403446E-1,-2.520849943E0,-2.517061710E0
4.241050417E-1,3.129551411E-1,-2.774361372E0,-2.760090590E0
4.340590417E-1,6.877948642E-1,-2.756524324E0,-2.890629292E0
4.440130417E-1,1.031517982E0,-2.518823624E0,-2.921627283E0
4.539670417E-1,1.203907251E0,-2.269634962E0,-2.831054449E0
4.639210417E-1,1.281109691E0,-2.334115267E0,-2.636130095E0
4.738750417E-1,1.191297531E0,-2.566979647E0,-2.523254633E0
4.838290417E-1,9.005586505E-1,-2.885133028E0,-2.547671556E0
4.937830417E-1,4.242472053E-1,-3.345878124E0,-2.566207409E0
5.037370417E-1,-1.086395085E-1,-3.835412741E0,-2.646535873E0
5.136910417E-1,-5.026081204E-1,-4.089292049E0,-2.736721516E0
5.236440417E-1,-8.046566844E-1,-4.074883461E0,-2.824161053E0
5.335980417E-1,-9.948197007E-1,-3.942728519E0,-2.924455881E0
5.435520417E-1,-9.872370958E-1,-3.866685152E0,-3.019942045E0
5.535060417E-1,-7.643898726E-1,-3.890687466E0,-2.993039846E0
5.634600417E-1,-4.706028402E-1,-3.690933704E0,-3.014862061E0
5.734140417E-1,-1.073996052E-1,-3.427467108E0,-2.993477583E0
5.833680417E-1,2.903076410E-1,-3.187048912E0,-2.873588800E0
5.933220417E-1,5.887358785E-1,-2.843667030E0,-2.868447304E0
6.032760417E-1,8.534309864E-1,-2.688829899E0,-2.905651808E0
6.132300417E-1,1.017049789E0,-2.558746338E0,-2.945791483E0
6.231840417E-1,1.014634490E0,-2.345057011E0,-3.010568380E0
6.331380417E-1,1.084702492E0,-2.410262108E0,-3.066801071E0
6.430920417E-1,1.152485847E0,-2.360669374E0,-3.068167448E0
6.530450417E-1,1.286909223E0,-2.153816462E0,-3.019451857E0
6.629990417E-1,1.486550093E0,-1.840905309E0,-2.911693335E0
6.729530417E-1,1.682534575E0,-1.616679430E0,-2.714308977E0
6.829070417E-1,1.863301396E0,-1.440610647E0,-2.453362942E0
6.928610417E-1,1.835610628E0,-1.171082497E0,-2.283394575E0
7.028150417E-1,1.618255377E0,-1.187525988E0,-2.237713099E0
7.127690417E-1,1.231096148E0,-1.094424486E0,-2.248854637E0
7.227230417E-1,9.164748788E-1,-1.027020931E0,-2.242942810E0
7.326770417E-1,7.598487735E-1,-1.063678861E0,-2.210424423E0
7.426310417E-1,6.532815695E-1,-1.165423393E0,-2.175519228E0
7.525850417E-1,6.417812109E-1,-1.283798218E0,-2.169978380E0
7.625390417E-1,6.702100635E-1,-1.189383268E0,-2.152056932E0
7.724930417E-1,6.285979152E-1,-9.892211556E-1,-2.051762104E0
7.824470417E-1,5.381408930E-1,-8.516221046E-1,-1.830992222E0
7.924000417E-1,3.710027635E-1,-8.245092630E-1,-1.591085315E0
8.023540417E-1,7.672198862E-2,-7.900826335E-1,-1.478433251E0
8.123080417E-1,-3.122284114E-1,-7.962308526E-1,-1.449220777E0
8.222620417E-1,-6.063668132E-1,-7.415134907E-1,-1.405103207E0
8.322160417E-1,-7.690907717E-1,-7.498148084E-1,-1.351198435E0
8.421700417E-1,-7.744098306E-1,-8.157158494E-1,-1.349083304E0
8.521240417E-1,-6.461338997E-1,-9.242396951E-1,-1.424568295E0
