"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.200633333E-2,-5.886954665E-1,-5.204551816E-1,-3.689351678E-1
2.196033334E-2,-5.193523169E-1,-4.264000654E-1,-2.436134666E-1
3.191333334E-2,-3.819413185E-1,-3.841916323E-1,-1.242224798E-1
4.186733329E-2,-2.256875634E-1,-3.499998450E-1,-5.628710240E-2
5.182133330E-2,-9.800154716E-2,-3.579370081E-1,-3.348038346E-2
6.177533331E-2,-1.133349910E-2,-4.285975993E-1,-6.885515153E-2
7.172833331E-2,2.954133600E-2,-4.979514778E-1,-1.643098444E-1
8.168233332E-2,2.711892128E-2,-5.409484506E-1,-2.836101651E-1
9.163633332E-2,7.216054015E-3,-5.496832132E-1,-4.212735593E-1
1.015903333E-1,-2.887180075E-3,-5.159159303E-1,-5.408992767E-1
1.115433333E-1,2.659305185E-2,-4.162431955E-1,-6.153565645E-1
1.214973333E-1,8.012871444E-2,-2.822417319E-1,-6.312659979E-1
1.314513333E-1,1.259859055E-1,-1.478665620E-1,-6.094685793E-1
1.414053333E-1,1.544700116E-1,-2.293820307E-2,-5.475940108E-1
1.513593333E-1,1.611567289E-1,6.804896146E-2,-4.578889608E-1
1.613123333E-1,1.453516632E-1,1.159078330E-1,-3.427863419E-1
1.712663333E-1,1.285395026E-1,1.115954146E-1,-2.417012751E-1
1.812203333E-1,1.340408027E-1,5.190331861E-2,-1.781550497E-1
1.911743333E-1,1.534970105E-1,-3.415428475E-2,-1.554468423E-1
2.011273333E-1,1.973110586E-1,-1.265241653E-1,-1.827695370E-1
2.110813333E-1,2.546673417E-1,-2.202207893E-1,-2.395145893E-1
2.210353333E-1,3.057760596E-1,-3.029215336E-1,-3.131062388E-1
2.309893333E-1,3.553508818E-1,-3.778414428E-1,-3.512989879E-1
2.409423333E-1,3.915573657E-1,-4.098821878E-1,-3.472003639E-1
2.508963333E-1,4.143486321E-1,-3.957766294E-1,-3.163287938E-1
2.608503333E-1,4.145912528E-1,-3.735448420E-1,-2.622213662E-1
2.708043333E-1,3.977848291E-1,-3.533030450E-1,-2.100192457E-1
2.807583333E-1,3.542962074E-1,-3.478121459E-1,-1.807827950E-1
