"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.203625039E-3,-6.822357774E-1,7.268670201E-1,1.050851792E-1
1.815662504E-2,-7.976735234E-1,8.076011539E-1,4.370245337E-2
2.811062499E-2,-8.088129759E-1,8.671352863E-1,-1.711562462E-2
3.806462500E-2,-7.015898824E-1,8.963502645E-1,1.958711538E-3
4.801762500E-2,-4.804883599E-1,8.721799254E-1,1.213319749E-1
5.797162501E-2,-2.324345261E-1,7.754859924E-1,2.818252146E-1
6.792462501E-2,-4.541324079E-2,6.879372597E-1,4.238387942E-1
7.787862502E-2,1.560172811E-2,5.872878432E-1,5.123813152E-1
8.783262502E-2,3.896510601E-2,4.586987197E-1,4.772938788E-1
9.778562502E-2,2.411762811E-2,4.540981650E-1,4.249775410E-1
1.077396250E-1,7.987241261E-4,3.540075123E-1,4.114137888E-1
1.176926250E-1,-6.941915303E-2,2.734923065E-1,4.020979702E-1
1.276466250E-1,-1.651938856E-1,1.672902554E-1,3.808427453E-1
1.376006250E-1,-2.446953505E-1,8.207949996E-2,3.314974010E-1
1.475536250E-1,-2.830323577E-1,1.167977974E-1,2.827722132E-1
1.575076250E-1,-2.897018492E-1,1.874871105E-1,2.433353662E-1
1.674616250E-1,-2.660796046E-1,2.924292386E-1,1.944956481E-1
1.774146250E-1,-2.093811035E-1,4.246722162E-1,1.170952767E-1
1.873686250E-1,-1.338842213E-1,5.507726073E-1,3.878102824E-2
1.973216250E-1,-8.860953897E-2,6.507511139E-1,-3.913519531E-2
2.072756250E-1,-8.953072876E-2,7.339488268E-1,-1.014699414E-1
2.172296250E-1,-1.216539666E-1,8.074328899E-1,-1.454173326E-1
2.271826250E-1,-1.625321656E-1,8.474271894E-1,-1.677287519E-1
2.371366250E-1,-1.932528317E-1,8.571482897E-1,-1.568790078E-1
2.470896250E-1,-2.293469310E-1,8.497287035E-1,-1.139643043E-1
2.570436250E-1,-2.554188371E-1,8.034830093E-1,-4.663072154E-2
2.669976250E-1,-2.534592748E-1,7.955923080E-1,-5.484085530E-3
2.769506250E-1,-2.025644332E-1,7.927290797E-1,3.043706343E-2
2.869042500E-1,-1.707385927E-1,9.168773890E-1,5.133303814E-3
2.968572500E-1,-2.497314364E-1,8.171976209E-1,2.136197314E-2
3.068112500E-1,-3.726735711E-1,8.455304503E-1,-4.904252477E-3
3.167652500E-1,-4.869024158E-1,1.043980002E0,-6.949353218E-2
3.267182500E-1,-6.215358377E-1,1.176464319E0,-1.463060230E-1
3.366722500E-1,-7.633420825E-1,1.267706871E0,-2.241319865E-1
3.466252500E-1,-8.521726727E-1,1.188979864E0,-2.512483001E-1
3.565792500E-1,-8.773346543E-1,1.044836283E0,-2.565375566E-1
3.665332500E-1,-8.357709646E-1,8.646024466E-1,-2.769386768E-1
3.764862500E-1,-6.949989200E-1,7.192304730E-1,-3.353971541E-1
3.864402500E-1,-4.891394973E-1,7.199431658E-1,-4.120868742E-1
3.963932500E-1,-2.773056924E-1,7.114788294E-1,-4.617459178E-1
4.063472500E-1,-1.080793962E-1,7.637889385E-1,-4.906305671E-1
4.163012500E-1,2.059082687E-2,8.831707239E-1,-5.015180111E-1
4.262542500E-1,1.021850258E-1,1.024455428E0,-5.038788915E-1
4.362082500E-1,1.303284913E-1,1.075671315E0,-5.097799897E-1
4.461622500E-1,1.089393124E-1,1.035361409E0,-5.075842142E-1
4.561152500E-1,7.677174360E-2,9.764121175E-1,-5.061482191E-1
4.660692500E-1,4.193386808E-2,9.288299680E-1,-5.001206994E-1
4.760222500E-1,1.297822595E-2,8.907214403E-1,-5.055404902E-1
4.859762500E-1,-2.394197509E-2,8.529967070E-1,-5.119965076E-1
4.959302500E-1,-9.199348092E-2,7.632737756E-1,-4.952224493E-1
5.058832500E-1,-2.387893200E-1,6.104453206E-1,-4.764125645E-1
5.158372500E-1,-4.228491485E-1,7.328588367E-1,-4.838391542E-1
5.257902500E-1,-4.869642258E-1,9.241641164E-1,-4.935325384E-1
5.357442500E-1,-4.745399356E-1,1.002621055E0,-5.256036520E-1
5.456982500E-1,-4.477652907E-1,9.973431826E-1,-5.933898687E-1
5.556512500E-1,-4.160809517E-1,8.137201667E-1,-6.764637828E-1
5.656052500E-1,-3.548007905E-1,4.727950990E-1,-7.293757200E-1
5.755582500E-1,-2.770459652E-1,7.282097638E-2,-7.657182813E-1
5.855122500E-1,-2.030849308E-1,-9.341540188E-2,-7.995875478E-1
5.954662500E-1,-1.243753955E-1,-1.850632764E-2,-8.375174403E-1
6.054192500E-1,-6.820373237E-2,1.368273348E-1,-8.783458471E-1
