"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.203625039E-3,3.628422430E-1,1.727495545E-1,-1.631683069E-1
1.815662504E-2,3.173371643E-2,-4.841611505E-2,2.506525934E-1
2.811062499E-2,-2.406640872E-1,-1.542764461E-1,4.922612983E-1
3.806462500E-2,-2.956475025E-1,-2.211972445E-1,1.100709110E-1
4.801762500E-2,-2.168404841E-1,9.989266276E-2,-9.851856709E-2
5.797162501E-2,-9.749910504E-2,4.570575517E-1,1.591144323E-1
6.792462501E-2,1.115283296E-1,4.073135340E-1,5.693276006E-1
7.787862502E-2,5.884544277E-1,1.079793620E-1,6.202498323E-1
8.783262502E-2,1.025637586E0,-1.234288752E-2,4.130151540E-1
9.778562502E-2,7.243764639E-1,-3.699977732E-1,-3.704620421E-2
1.077396250E-1,3.880718091E-1,-3.033465314E-1,-5.399500197E-1
1.176926250E-1,3.246426755E-1,2.340815842E-2,-4.190605903E-1
1.276466250E-1,1.096987358E-1,3.540535855E-1,-2.887840408E-1
1.376006250E-1,2.177023637E-1,5.685610306E-1,-3.685535109E-1
1.475536250E-1,5.141620445E-1,5.876679772E-1,-5.979251629E-1
1.575076250E-1,9.960249469E-1,4.593356270E-1,-8.779588455E-1
1.674616250E-1,1.444953992E0,2.261071515E-1,-7.975023276E-1
1.774146250E-1,1.767794263E0,2.147337323E-1,-7.376765406E-1
1.873686250E-1,1.867372930E0,2.465770841E-1,-8.355413890E-1
1.973216250E-1,1.820551936E0,3.712677884E-1,-8.046289140E-1
2.072756250E-1,1.728441917E0,4.888488632E-1,-6.883313030E-1
2.172296250E-1,1.570817940E0,5.778054786E-1,-5.833229113E-1
2.271826250E-1,1.463926745E0,7.326543671E-1,-5.387571877E-1
2.371366250E-1,1.267219394E0,8.442736208E-1,-5.502931595E-1
2.470896250E-1,1.142716531E0,9.874538058E-1,-5.515953344E-1
2.570436250E-1,1.098015591E0,1.146462988E0,-5.353125930E-1
2.669976250E-1,1.249681840E0,1.279874230E0,-4.350591570E-1
2.769506250E-1,1.074255137E0,1.209571987E0,-4.513588554E-1
2.869042500E-1,1.016564023E0,1.118594574E0,-6.018515682E-1
2.968572500E-1,9.579857393E-1,4.430113703E-1,-1.081271796E0
3.068112500E-1,1.006994616E0,7.448212534E-1,-3.350366861E-1
3.167652500E-1,7.495294315E-1,8.262507480E-1,-2.082403994E-1
3.267182500E-1,4.893701425E-1,7.256166583E-1,-1.356310787E0
3.366722500E-1,4.085081202E-1,8.192165476E-1,-1.304255365E0
3.466252500E-1,3.965235208E-1,9.594549984E-1,-9.503134614E-1
3.565792500E-1,5.527310099E-1,1.236842231E0,-4.605027312E-1
3.665332500E-1,7.280590403E-1,1.385829286E0,-2.805154932E-1
3.764862500E-1,7.687913293E-1,1.515228753E0,-2.485534430E-2
3.864402500E-1,6.490921006E-1,1.324676181E0,-1.074063349E-1
3.963932500E-1,5.532982629E-1,1.045378663E0,-5.623682445E-1
4.063472500E-1,1.033822591E0,1.010781857E0,-5.961037552E-1
4.163012500E-1,1.405128606E0,1.080705786E0,-5.397079450E-1
4.262542500E-1,1.575720099E0,1.133744709E0,-5.573571807E-1
4.362082500E-1,1.679272534E0,1.102080867E0,-7.308785677E-1
4.461622500E-1,1.726317331E0,1.162762687E0,-6.368939316E-1
4.561152500E-1,1.690054362E0,1.285663558E0,-5.233655620E-1
4.660692500E-1,1.588979246E0,1.422400112E0,-6.748300821E-1
4.760222500E-1,1.508191044E0,1.528560405E0,-9.330899030E-1
4.859762500E-1,1.491625005E0,1.595080084E0,-1.054319640E0
4.959302500E-1,1.568320302E0,1.616635260E0,-9.790987194E-1
5.058832500E-1,1.725524887E0,1.260828679E0,-5.961774302E-1
5.158372500E-1,2.019564113E0,1.156672227E0,-3.475526512E-2
5.257902500E-1,2.271081217E0,1.575114766E0,-1.765549225E-1
5.357442500E-1,2.722880807E0,1.804344331E0,-9.898119879E-1
5.456982500E-1,2.907294679E0,1.712169993E0,-1.069812423E0
5.556512500E-1,2.765669854E0,1.447306911E0,-8.963857609E-1
5.656052500E-1,2.694926146E0,1.162206909E0,-4.744863474E-1
5.755582500E-1,2.834723132E0,1.046199904E0,-3.110268492E-1
5.855122500E-1,2.935485275E0,1.039353400E0,-4.250814682E-1
5.954662500E-1,2.648759747E0,1.129742290E0,-1.141840180E0
6.054192500E-1,2.307778781E0,1.251253279E0,-1.886859069E0
6.153732500E-1,2.132799391E0,1.328654042E0,-2.167634763E0
6.253262500E-1,2.065531268E0,1.328521310E0,-2.102527771E0
6.352802500E-1,2.030742674E0,1.203148820E0,-1.949683308E0
6.452342500E-1,2.044791048E0,9.829412171E-1,-1.852264602E0
6.551872500E-1,2.100568661E0,8.351753533E-1,-1.747336317E0
6.651412500E-1,2.185833929E0,7.970748961E-1,-1.613687679E0
6.750952500E-1,2.181692347E0,9.026922753E-1,-1.381597656E0
6.850482500E-1,1.988590535E0,1.084863156E0,-1.169099899E0
6.950022500E-1,1.605656236E0,1.203937025E0,-1.208037677E0
7.049552500E-1,1.206476032E0,1.319530047E0,-1.196686478E0
7.149092500E-1,7.418140304E-1,1.492188677E0,-8.965190774E-1
7.248632500E-1,3.617311259E-1,1.662774469E0,-5.095988774E-1
7.348162500E-1,5.445892006E-1,1.715731824E0,-4.764369786E-1
7.447702500E-1,8.609837937E-1,1.409957821E0,-4.533925170E-1
7.547232500E-1,1.152017551E0,1.040436304E0,3.895064235E-2
7.646772500E-1,1.616264693E0,3.729778066E-1,1.408334634E0
7.746312500E-1,1.781225025E0,2.081433356E-2,2.176260576E0
7.845842500E-1,1.665582595E0,9.018160701E-3,2.511590792E0
7.945382500E-1,1.348117230E0,3.271218950E-1,3.171157887E0
8.044912500E-1,9.885717934E-1,8.158386111E-1,3.627256495E0
8.144452500E-1,8.495139686E-1,9.310881087E-1,3.837519447E0
8.243992500E-1,3.975043912E-1,1.053972023E0,4.162652119E0
8.343522500E-1,4.874772526E-2,1.529355041E0,3.763727585E0
8.443062500E-1,2.579543039E-2,1.667805998E0,3.513029968E0
8.542592500E-1,-2.111583062E-2,1.300388601E0,3.534785703E0
8.642132500E-1,-2.756033935E-2,8.303309351E-1,3.231055595E0
8.741672500E-1,-3.413136721E-2,5.806595045E-1,2.514272910E0
8.841202500E-1,-3.387577079E-2,5.276343217E-1,1.687516962E0
8.940742500E-1,-1.114625484E-1,4.979798752E-1,9.741794568E-1
9.040282500E-1,-3.672647115E-1,4.301527584E-1,3.538232052E-1
9.139812500E-1,-7.039932163E-1,3.800561535E-1,-1.974405921E-1
9.239352500E-1,-9.220689248E-1,3.426509303E-1,-6.343375289E-1
9.338882500E-1,-1.123780177E0,2.791893446E-1,-1.001224583E0
9.438422500E-1,-1.355790385E0,2.186998987E-1,-1.237950863E0
9.537962500E-1,-1.520338489E0,1.668482521E-1,-1.275477709E0
9.637492500E-1,-1.589328324E0,1.624800897E-1,-1.141543141E0
9.737032500E-1,-1.613508461E0,1.145367220E-1,-9.522670162E-1
9.836562500E-1,-1.570663427E0,-3.674273372E-2,-6.715661663E-1
9.936102500E-1,-1.395690908E0,-3.686254317E-1,-2.385710764E-1
1.003564250E0,-1.269998575E0,-7.825814027E-1,8.888703346E-2
1.013517250E0,-1.148874599E0,-1.072446594E0,3.016321278E-1
1.023471250E0,-1.083630198E0,-1.236981103E0,5.751087427E-1
1.033424250E0,-9.035604407E-1,-1.414424509E0,7.207389110E-1
1.043378250E0,-7.441081124E-1,-1.631645063E0,6.623094392E-1
1.053332250E0,-6.361065309E-1,-1.825287303E0,6.241943640E-1
1.063285250E0,-4.774469754E-1,-1.977682408E0,5.473099101E-1
1.073239250E0,-3.492210445E-1,-2.020835152E0,3.628501368E-1
1.083192250E0,-3.606440554E-1,-1.926907818E0,1.695610678E-1
1.093146250E0,-4.124906953E-1,-1.748297600E0,-1.635741037E-1
1.103100250E0,-4.829321023E-1,-1.559558249E0,-6.378897125E-1
1.113053250E0,-5.666462502E-1,-1.370150854E0,-1.142443027E0
1.123007250E0,-6.477633208E-1,-1.210223074E0,-1.736507859E0
1.132960250E0,-7.315878350E-1,-1.116680488E0,-2.336422829E0
1.142914250E0,-7.289665282E-1,-1.030826113E0,-2.811753514E0
1.152868250E0,-6.457906164E-1,-8.999484694E-1,-3.046888182E0
1.162821250E0,-6.248292985E-1,-7.619144189E-1,-3.112607378E0
1.172775250E0,-6.030261642E-1,-6.771350545E-1,-3.183345239E0
1.182729250E0,-5.705661871E-1,-5.994390070E-1,-3.247444755E0
1.192682250E0,-5.256383016E-1,-5.528057081E-1,-3.329979374E0
1.202636250E0,-4.515093846E-1,-5.466678858E-1,-3.327694867E0
