"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.161145832E-2,-6.282925010E-1,4.953454435E-1,-8.231157809E-2
2.156445832E-2,-7.684778571E-1,6.107886434E-1,-9.442096949E-2
3.151845833E-2,-8.115008473E-1,7.403319478E-1,-1.082618907E-1
4.147145833E-2,-7.731782198E-1,9.232240319E-1,-1.148345694E-1
5.142545834E-2,-6.748214960E-1,1.097776651E0,-1.105148196E-1
6.137945835E-2,-5.548543334E-1,1.239208579E0,-1.052790508E-1
7.133245835E-2,-4.492937028E-1,1.387283802E0,-1.123808920E-1
8.128645830E-2,-4.193699062E-1,1.564018965E0,-1.458773166E-1
9.124045831E-2,-5.035731196E-1,1.731292486E0,-1.298513860E-1
1.011934583E-1,-6.964266896E-1,1.930728912E0,-1.245759279E-1
1.111474583E-1,-9.628385901E-1,2.163533688E0,-1.146028265E-1
1.211014583E-1,-1.243485451E0,2.320022583E0,-1.143626049E-1
1.310544583E-1,-1.543298841E0,2.523584127E0,-1.684924811E-1
1.410084583E-1,-1.781107664E0,2.789837360E0,-2.843649983E-1
1.509624583E-1,-1.866209388E0,2.868294239E0,-4.963056743E-1
1.609154583E-1,-1.904667854E0,2.505339384E0,-5.733980536E-1
1.708694583E-1,-1.953069448E0,2.453715086E0,-5.411389470E-1
1.808234583E-1,-1.917059422E0,2.475075245E0,-5.142173171E-1
1.907764583E-1,-1.904619217E0,2.603984594E0,-5.549690723E-1
2.007304583E-1,-1.841325760E0,2.843311548E0,-7.181699872E-1
2.106844583E-1,-1.789731741E0,3.334647894E0,-1.103351831E0
2.206374583E-1,-1.811406493E0,4.009962082E0,-1.629937768E0
2.305914583E-1,-1.903015018E0,4.498054504E0,-2.081398964E0
2.405454583E-1,-2.030472517E0,4.496911049E0,-2.380001068E0
2.504984583E-1,-2.140211344E0,4.015631676E0,-2.526879072E0
2.604524583E-1,-2.155954599E0,3.146513939E0,-2.504151106E0
2.704064583E-1,-2.147478819E0,2.250238895E0,-2.275786161E0
2.803594583E-1,-2.225856304E0,1.524873614E0,-1.934287190E0
