"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.785262500E-2,-4.210388660E-1,-1.429730058E0,6.635523438E-1
4.636916600E-2,-5.131267905E-1,-1.387733102E0,6.644686460E-1
5.636916600E-2,-5.876523852E-1,-1.267850757E0,6.658431292E-1
6.636916600E-2,-6.409503818E-1,-1.052368045E0,6.588181853E-1
7.636916600E-2,-6.646214128E-1,-7.509061098E-1,6.476698518E-1
8.636916600E-2,-6.684392691E-1,-4.790710807E-1,6.212499738E-1
9.636916600E-2,-6.698137522E-1,-3.156646192E-1,5.771149397E-1
1.063691660E-1,-6.210972667E-1,-1.835650057E-1,5.375614166E-1
1.163691660E-1,-5.775730610E-1,-1.615738571E-1,5.424483418E-1
1.263691660E-1,-5.221370459E-1,-2.011273801E-1,5.604688525E-1
1.363691660E-1,-4.503603876E-1,-1.412625909E-1,6.220135093E-1
1.463691660E-1,-4.017966092E-1,-1.298088580E-1,6.629415154E-1
1.563691660E-1,-3.543018401E-1,-2.573269904E-1,6.717990637E-1
1.663691660E-1,-2.806925774E-1,-4.204280078E-1,7.247915864E-1
1.763691660E-1,-2.527455091E-1,-4.993823469E-1,7.657195926E-1
1.863691660E-1,-3.257438838E-1,-6.678284407E-1,7.573201656E-1
1.963691660E-1,-4.192062616E-1,-9.214902520E-1,7.348709106E-1
2.063691660E-1,-3.510948122E-1,-1.091616154E0,7.791585922E-1
2.163691660E-1,-2.238821089E-1,-1.003804326E0,8.281805515E-1
2.263691660E-1,-2.015855350E-2,-5.342016816E-1,7.811439037E-1
2.363691660E-1,5.222897977E-2,-4.233296216E-1,7.313584089E-1
2.463691660E-1,9.483683109E-2,-3.892738819E-1,7.055493593E-1
2.563691660E-1,1.128573567E-1,-3.865249753E-1,7.090618610E-1
2.663691660E-1,1.211040318E-1,-3.652974069E-1,7.354817390E-1
2.763691660E-1,6.154467165E-2,-2.093740702E-1,7.794640660E-1
2.863691660E-1,-3.054326167E-3,-1.372919679E-1,7.852672935E-1
2.963691660E-1,-8.979719132E-2,-1.027780771E-1,7.979426980E-1
3.063691660E-1,-1.988366395E-1,-8.811730891E-2,8.138252497E-1
3.163691660E-1,-3.228422701E-1,-8.017606288E-2,8.191702962E-1
3.263691660E-1,-4.422664344E-1,-6.948592514E-2,7.977899909E-1
3.363691660E-1,-6.296493411E-1,-2.596177394E-3,6.556110978E-1
3.463691660E-1,-6.669121385E-1,-1.466076635E-2,5.569564104E-1
3.563691660E-1,-6.743952036E-1,-2.168571576E-2,4.518875778E-1
3.663691660E-1,-6.151412725E-1,1.237002108E-2,3.652974069E-1
3.763691660E-1,-5.276348591E-1,-2.275473066E-2,2.854267955E-1
3.863691660E-1,-4.518875778E-1,-1.153008118E-1,1.834122837E-1
3.963691660E-1,-3.286454976E-1,-8.750644326E-2,-1.603521220E-2
4.063691660E-1,-2.515237629E-1,2.779436857E-2,-1.281289905E-1
4.163691660E-1,-1.550070494E-1,1.342376322E-1,-2.550362349E-1
4.263691660E-1,-4.245513305E-2,2.385428846E-1,-3.865249753E-1
4.363691660E-1,6.429356337E-2,3.341432810E-1,-4.993823469E-1
4.463691660E-1,1.230893433E-1,1.802052408E-1,-5.433646441E-1
4.563691660E-1,1.230893433E-1,1.802052408E-1,-5.433646441E-1
4.663691660E-1,1.053742543E-1,-1.134682223E-1,-5.123631954E-1
4.763691660E-1,9.728029370E-2,-1.362229437E-1,-5.316054821E-1
4.863691660E-1,4.932736978E-2,-1.760819107E-1,-5.531384945E-1
4.963691660E-1,-2.855795063E-2,-2.399173230E-1,-5.719226003E-1
5.063691660E-1,-2.084577680E-1,-2.631302178E-1,-6.285803318E-1
5.163691660E-1,-2.919935882E-1,-2.354885489E-1,-6.678284407E-1
5.263691660E-1,-3.692680299E-1,-1.568396538E-1,-7.133378983E-1
5.363691660E-1,-4.189008474E-1,-1.824959964E-1,-7.941248417E-1
5.463691660E-1,-3.895792961E-1,-2.021963894E-1,-8.457429409E-1
5.563691660E-1,-3.914119005E-1,-1.379028261E-1,-9.295842052E-1
5.663691660E-1,-2.909245789E-1,-2.003637999E-1,-9.892962575E-1
5.763691660E-1,-3.220787048E-1,-3.110831380E-1,-9.586002827E-1
5.863691660E-1,-4.143193662E-1,-4.350887835E-1,-9.378308654E-1
5.963691660E-1,-5.114469528E-1,-5.134322643E-1,-9.127854109E-1
6.063691660E-1,-5.636758804E-1,-5.320636034E-1,-8.918632865E-1
6.163691660E-1,-5.493205786E-1,-4.882340431E-1,-7.754934430E-1
6.263691660E-1,-5.152648091E-1,-4.593706727E-1,-6.840163469E-1
6.363691660E-1,-4.809036553E-1,-4.138612151E-1,-5.736024380E-1
6.463691660E-1,-4.564690590E-1,-3.515529633E-1,-4.489859641E-1
6.563691660E-1,-4.444044530E-1,-2.927571833E-1,-3.466660380E-1
6.663691660E-1,-4.537201524E-1,-2.466368377E-1,-3.074179292E-1
6.763691660E-1,-5.655084848E-1,-2.565633953E-1,-4.673119187E-1
6.863691660E-1,-6.743952036E-1,-2.965750694E-1,-5.748242140E-1
6.963691660E-1,-8.080220222E-1,-3.303253949E-1,-6.869179606E-1
7.063691660E-1,-9.364564419E-1,-3.132211566E-1,-7.741189599E-1
7.163691660E-1,-1.026558995E0,-2.533563673E-1,-8.200865984E-1
7.263691660E-1,-1.052062631E0,-1.693623960E-1,-8.226827979E-1
7.363691660E-1,-8.599455357E-1,5.390885845E-2,-7.067710757E-1
7.463691660E-1,-6.678284407E-1,1.754710376E-1,-6.039929986E-1
7.563691660E-1,-4.543310404E-1,2.832887471E-1,-5.129740834E-1
7.663691660E-1,-2.463314086E-1,4.069889784E-1,-4.470006526E-1
7.763691660E-1,-7.880161703E-2,5.410739183E-1,-3.407101035E-1
7.863691660E-1,7.330382615E-2,7.099781036E-1,-2.364048511E-1
7.963691660E-1,1.029307917E-1,8.006916046E-1,-2.037235647E-1
8.063691660E-1,1.191187203E-1,8.891143799E-1,-1.811215430E-1
8.163691660E-1,1.295034289E-1,9.613491893E-1,-1.589776874E-1
8.263691660E-1,1.427897513E-1,1.005178809E0,-1.284344196E-1
8.363691660E-1,1.601994038E-1,1.034347534E0,-8.246681094E-2
8.463691660E-1,1.802052408E-1,9.888381362E-1,3.436116874E-2
8.563691660E-1,1.881465018E-1,9.022479653E-1,7.987063378E-2
8.663691660E-1,2.072360367E-1,7.965682745E-1,9.651670605E-2
8.763691660E-1,2.325869352E-1,7.046330571E-1,8.109235764E-2
8.863691660E-1,2.516764700E-1,6.149885654E-1,4.260785133E-2
8.963691660E-1,2.464841306E-1,5.117523670E-1,-7.024950348E-3
9.063691660E-1,1.430951804E-1,2.467895597E-1,-1.122464910E-1
9.163691660E-1,7.391469181E-2,1.259909570E-1,-1.623374373E-1
9.263691660E-1,1.328631863E-2,3.787364438E-2,-1.966986060E-1
9.363691660E-1,-2.855795063E-2,-1.374446787E-2,-2.029599845E-1
9.463691660E-1,-4.825835302E-2,-2.794708498E-2,-1.782199293E-1
9.563691660E-1,-1.114829071E-2,5.085453019E-2,-6.627888232E-2
9.663691660E-1,3.145955876E-2,1.372919679E-1,8.552113548E-3
9.763691660E-1,7.620543987E-2,2.455678284E-1,9.529497474E-2
9.863691660E-1,1.122464910E-1,3.622430861E-1,1.847867370E-1
9.963691660E-1,1.371392459E-1,4.634940028E-1,2.722931802E-1
1.006369166E0,1.589776874E-1,5.450445414E-1,3.497203588E-1
1.016369166E0,2.159408629E-1,6.481280327E-1,4.398229718E-1
1.026369166E0,2.444988191E-1,6.688974500E-1,4.567744732E-1
1.036369166E0,2.597704530E-1,6.768386960E-1,4.572326243E-1
1.046369166E0,2.570215464E-1,6.777549982E-1,4.457789063E-1
1.056369166E0,2.345722616E-1,6.789767146E-1,4.245513380E-1
1.066369166E0,1.879937798E-1,6.690501571E-1,4.027129114E-1
1.076369166E0,7.971791178E-2,6.323982477E-1,3.727805018E-1
1.086369166E0,4.428773001E-2,6.137668490E-1,3.573561609E-1
1.096369166E0,3.008511290E-2,5.911648273E-1,3.335324228E-1
1.106369166E0,4.627304152E-2,5.532912016E-1,3.029891551E-1
1.116369166E0,9.850201756E-2,5.100724697E-1,2.571742535E-1
1.126369166E0,2.286163121E-1,4.783074856E-1,1.046106741E-1
1.136369166E0,2.415972054E-1,4.853324294E-1,1.649336144E-2
1.146369166E0,1.966986060E-1,5.103778839E-1,-5.940664560E-2
1.156369166E0,1.102611795E-1,5.638286471E-1,-1.043052375E-1
1.166369166E0,1.496619824E-2,6.383541822E-1,-1.098030284E-1
1.176369166E0,-5.818491429E-2,7.302893996E-1,-7.941248268E-2
1.186369166E0,-7.651086897E-2,8.996517658E-1,4.276056588E-2
1.196369166E0,-3.451388702E-2,9.198103547E-1,1.018617824E-1
1.206369166E0,1.496619824E-2,8.797986507E-1,1.397354305E-1
1.216369166E0,5.681046844E-2,7.832819819E-1,1.595885456E-1
1.226369166E0,8.796459436E-2,6.378960609E-1,1.704314053E-1
1.236369166E0,1.127046347E-1,4.651738703E-1,1.711949855E-1
1.246369166E0,1.547016203E-1,1.637118906E-1,1.756237596E-1
