"event","experiment time","system time","system time text"
"START",0.000000000E0,1734352542.513,"2024-12-16 13:35:42.513 UTC+01:00"
"PAUSE",1.221739568E1,1734352554.731,"2024-12-16 13:35:54.731 UTC+01:00"
