"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.915916673E-3,-1.996865571E-1,-9.733306766E-1,-2.667956054E-1
1.286991662E-2,-3.063077927E-1,-7.384190559E-1,-1.124132201E-1
2.282291662E-2,-2.896636128E-1,-3.871334195E-1,3.987456113E-2
3.277691663E-2,-1.683158726E-1,-3.345470876E-2,1.268579215E-1
4.273091664E-2,7.777526509E-3,2.376210988E-1,1.569817066E-1
5.268491665E-2,1.427806169E-1,3.598713577E-1,1.405611783E-1
6.263370829E-2,1.823971272E-1,3.733648658E-1,9.319110960E-2
7.258770830E-2,1.272800714E-1,3.071762621E-1,3.865756094E-2
8.254170831E-2,1.945299283E-2,1.849279106E-1,-1.414364111E-2
9.249470831E-2,-8.758504689E-2,4.720440507E-2,-7.284716517E-2
1.024487083E-1,-1.542615294E-1,-9.095320106E-2,-1.123314574E-1
1.124027083E-1,-1.611990631E-1,-1.966226399E-1,-1.184820309E-1
1.223557083E-1,-1.272459328E-1,-2.440199852E-1,-7.830651850E-2
1.323097083E-1,-6.118329614E-2,-2.271070480E-1,1.169634610E-2
1.422637083E-1,4.096561298E-2,-1.483018249E-1,1.286114305E-1
1.522167083E-1,1.463951021E-1,-2.213563584E-2,2.496986985E-1
1.621707083E-1,2.389961779E-1,9.451136738E-2,3.476482928E-1
1.721247083E-1,3.039783835E-1,1.667248458E-1,3.989327848E-1
1.820777083E-1,3.209887743E-1,1.704960763E-1,3.765498996E-1
1.920317083E-1,2.767970860E-1,1.088076904E-1,2.795122862E-1
2.019857083E-1,1.955330074E-1,-1.742753200E-3,1.477438509E-1
2.119397083E-1,1.163585633E-1,-1.515261233E-1,-8.569318801E-3
2.218927083E-1,-1.390046254E-2,-3.578711152E-1,-1.411831081E-1
2.318467083E-1,-1.487685293E-1,-4.324579835E-1,-2.352459580E-1
2.418007083E-1,-2.623496354E-1,-4.661253691E-1,-3.041683435E-1
2.517537083E-1,-3.208587468E-1,-4.569355845E-1,-3.255346119E-1
2.617077083E-1,-3.047027886E-1,-3.605328500E-1,-2.920525968E-1
2.716617083E-1,-2.407110333E-1,-2.294901311E-1,-2.172811329E-1
2.816147083E-1,-1.478333175E-1,-1.113749370E-1,-1.428786665E-1
2.915687083E-1,-5.698598176E-2,-5.374786258E-2,-1.114906594E-1
3.015227083E-1,-1.070593670E-2,-9.422889352E-2,-1.501093209E-1
3.114757083E-1,-6.658598036E-2,-1.974152029E-1,-2.201978713E-1
3.214297083E-1,-2.593430281E-1,-3.529059887E-1,-3.365307152E-1
3.313837083E-1,-5.402503014E-1,-4.771400690E-1,-5.106415749E-1
3.413377083E-1,-8.479651809E-1,-7.000141144E-1,-6.546736956E-1
3.512907083E-1,-1.054167032E0,-9.115769863E-1,-6.751526594E-1
3.612447083E-1,-1.095286131E0,-1.012654543E0,-5.983299017E-1
3.711987083E-1,-1.060203314E0,-9.760512710E-1,-5.120898485E-1
3.811517083E-1,-1.058050156E0,-9.636717439E-1,-4.171576202E-1
3.911057083E-1,-1.182647228E0,-9.659801722E-1,-3.258423507E-1
4.010597083E-1,-1.412407637E0,-9.470160007E-1,-3.130743802E-1
4.110127083E-1,-1.710142374E0,-1.058426380E0,-3.658179939E-1
4.209667083E-1,-2.021716595E0,-1.159889221E0,-5.057801008E-1
4.309207083E-1,-2.346149921E0,-1.289616585E0,-7.009110451E-1
4.408737083E-1,-2.700714588E0,-1.488789201E0,-8.694685102E-1
4.508277083E-1,-3.069269180E0,-1.654676437E0,-9.596197009E-1
4.607817083E-1,-3.440983772E0,-1.946303844E0,-9.943876266E-1
4.707357083E-1,-3.807180882E0,-2.116882324E0,-9.245254397E-1
4.806887083E-1,-4.111246586E0,-2.181963682E0,-7.038831711E-1
4.906427083E-1,-4.293147087E0,-2.408921242E0,-4.260547757E-1
5.005967083E-1,-4.412150383E0,-2.788834572E0,-2.141300291E-1
5.105497083E-1,-4.456302166E0,-2.427455902E0,-1.389556527E-1
5.205037083E-1,-4.335772038E0,-1.937567949E0,-1.854362488E-1
5.304577083E-1,-4.011930466E0,-1.508648515E0,-3.519229591E-1
5.404107083E-1,-3.503539562E0,-1.036816955E0,-5.377976298E-1
5.503647083E-1,-2.854789495E0,-5.287010074E-1,-6.812338829E-1
5.603187083E-1,-2.131375551E0,-1.829501688E-1,-7.321491241E-1
5.702727083E-1,-1.393488646E0,-7.814812660E-2,-6.855387092E-1
5.802257083E-1,-6.831557155E-1,-1.855640560E-1,-5.614737868E-1
5.901797083E-1,-5.774404854E-2,-4.305895269E-1,-3.836994767E-1
6.001337083E-1,5.033769608E-1,-6.369907856E-1,-1.610478163E-1
6.100867083E-1,1.007794023E0,-7.616733313E-1,9.549927711E-2
6.200407083E-1,1.424855232E0,-7.039150596E-1,3.597920835E-1
6.299947083E-1,1.735379815E0,-5.790218115E-1,6.279239655E-1
6.399477083E-1,1.917741537E0,-5.331851840E-1,8.966711760E-1
6.499017083E-1,2.004018784E0,-6.348708272E-1,1.166657686E0
