"event","experiment time","system time","system time text"
"START",0.000000000E0,1734012197.364,"2024-12-12 15:03:17.364 UTC+01:00"
"PAUSE",1.146159799E1,1734012208.826,"2024-12-12 15:03:28.826 UTC+01:00"
