"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.161145832E-2,6.702517122E-1,3.446471697E-1,-1.852772141E-1
2.156445832E-2,6.875077227E-1,3.598598707E-1,-5.228293723E-1
3.151845833E-2,7.483211043E-1,4.856592071E-1,-7.895635629E-1
4.147145833E-2,8.206175405E-1,5.744597018E-1,-1.060055759E0
5.142545834E-2,8.095227411E-1,6.156053889E-1,-1.153233479E0
6.137945835E-2,7.591577491E-1,7.056466627E-1,-1.032614776E0
7.133245835E-2,6.687875694E-1,6.925483149E-1,-8.675332600E-1
8.128645830E-2,3.070729619E-1,2.473109096E-1,-9.353580379E-1
9.124045831E-2,-3.280404925E-2,-1.772291064E-3,-1.037434051E0
1.011934583E-1,-8.663936377E-2,-1.759579217E-1,-9.591258001E-1
1.111474583E-1,-3.602890563E-1,-2.701705992E-1,-1.106844009E0
1.211014583E-1,-1.616515392E-1,2.678352213E-1,-1.240453472E0
1.310544583E-1,2.813659707E-1,4.295656979E-1,-1.225006297E0
1.410084583E-1,5.924837440E-1,2.078743637E-2,-1.875954012E0
1.509624583E-1,6.665670893E-1,-5.951138216E-1,-2.143681644E0
1.609154583E-1,1.093425965E0,-8.475942546E-1,-9.791940290E-1
1.708694583E-1,1.524281997E0,-7.943927783E-1,-2.430102825E-2
1.808234583E-1,2.081410259E0,-3.869839346E-1,-4.705219352E-1
1.907764583E-1,2.023829218E0,-8.453366446E-1,-9.821030188E-1
2.007304583E-1,1.345941627E0,-1.010849393E0,-1.924856030E0
2.106844583E-1,9.716848885E-1,-5.467158329E-1,-2.936115021E0
2.206374583E-1,5.637215095E-1,-3.385154870E-1,-3.259528027E0
2.305914583E-1,6.496433468E-1,-8.782319105E-1,-2.772744400E0
2.405454583E-1,7.522372039E-1,-1.401610044E0,-1.723503651E0
2.504984583E-1,1.179658289E0,-1.405386176E0,-3.553165841E-1
2.604524583E-1,1.499807745E0,-1.148987231E0,5.116886723E-1
2.704064583E-1,1.407292660E0,-5.679011723E-1,6.196212566E-1
2.803594583E-1,1.506583206E0,-8.752726346E-2,8.378831989E-1
2.903134583E-1,1.298496296E0,2.077220437E-1,1.131264321E0
3.002674583E-1,1.097515654E0,6.983300418E-2,1.052857252E0
3.102204583E-1,9.887966189E-1,-5.528951705E-1,8.505511916E-1
3.201744583E-1,2.405361063E0,-5.430564992E-1,6.147400010E-1
3.301284583E-1,3.079285850E0,-3.162995759E-1,2.758347970E-1
3.400814583E-1,2.839769571E0,-5.046027240E-1,3.638541037E-1
3.500354583E-1,2.207354607E0,2.920448868E-1,2.962930351E-1
3.599884583E-1,1.097913264E0,1.360793263E0,-2.554525727E-1
3.699424583E-1,-2.290874773E-1,2.313338899E0,-1.058802116E0
3.798964583E-1,1.856379288E0,2.886958063E0,-2.033648155E0
3.898494583E-1,1.114575636E0,1.550700448E0,-3.886243125E0
3.998034583E-1,1.005406658E0,-2.200722402E-1,-5.976409298E0
4.097574583E-1,4.805136573E-1,-1.411440675E0,-7.049524813E0
4.197104583E-1,-1.440694880E0,-2.949209860E0,-5.726873522E0
4.296644583E-1,-2.529079814E0,-2.483004632E0,-3.108237169E0
4.396184583E-1,-1.876942776E0,7.185741256E-1,-1.350481698E0
4.495714583E-1,-4.761580664E-1,1.229758768E0,-4.630030006E-1
4.595254583E-1,2.191188517E-1,7.331124964E-1,6.249177230E0
4.694794583E-1,6.728993315E-1,2.017259579E0,9.208078265E-2
4.794324583E-1,5.519327188E-1,1.531032461E0,-5.510783236E0
4.893864583E-1,-5.127996433E-1,1.599881379E0,-2.806441904E0
4.993404583E-1,-8.712598367E-1,7.307127991E-1,-2.528557658E0
5.092934583E-1,3.521916566E0,4.618277103E-2,-3.235454455E0
5.192474583E-1,4.815085611E0,-2.423601452E-1,-3.166711079E0
5.292014583E-1,2.887090210E0,-1.195768684E0,-4.162372622E0
5.391544583E-1,1.807581203E0,-1.211649941E0,-2.793952836E0
5.491084583E-1,1.047777191E-2,-3.933220971E-1,-1.624257106E-1
