"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.076249977E-3,-1.081116004E-1,4.015423322E-1,-1.920058975E-1
1.202924998E-2,-5.981454933E-2,2.806493944E-1,-1.258288649E-1
2.198324999E-2,-1.451302131E-1,1.852877390E-1,1.069110757E-1
3.193724999E-2,-2.118694738E-1,2.392856061E-2,1.785713348E-1
4.189125000E-2,-2.365442487E-1,-8.538104296E-2,1.679814425E-1
5.184525001E-2,-2.087454709E-1,-1.128547704E-1,8.185692608E-2
6.179925002E-2,-1.774708522E-2,-6.705703855E-2,2.033538812E-1
7.175325003E-2,4.911820119E-2,-2.876888573E-2,2.199895021E-1
8.170625003E-2,6.824963300E-2,-2.485066652E-2,6.955087602E-2
9.166024998E-2,6.778101521E-2,4.153335750E-2,-1.107334006E-1
1.016142500E-1,7.672124349E-2,2.491206229E-1,2.411888748E-2
1.115682500E-1,1.094745316E-1,1.939579904E-1,-9.257779598E-2
1.215222500E-1,2.578948268E-1,8.462850630E-2,-8.792925954E-2
1.314762500E-1,4.146087395E-1,3.278709233E-2,-1.103249726E-1
1.414292500E-1,5.352111803E-1,-1.989105821E-2,-1.118969965E-1
1.513832500E-1,4.657737768E-1,-6.438369155E-3,1.048171878E-2
1.613372500E-1,3.190379731E-1,9.644397497E-3,8.765122443E-2
1.712912500E-1,1.358445606E-1,7.131848931E-3,1.413666710E-1
1.812452500E-1,1.885438342E-2,-1.020631492E-2,1.874421456E-1
1.911992500E-1,2.362805028E-1,1.646663636E-1,3.038125545E-2
2.011522500E-1,5.888717362E-1,4.775116968E-1,-1.169498679E-1
2.111062500E-1,7.755167967E-1,6.964899230E-1,-1.694990873E-1
2.210602500E-1,8.219531176E-1,6.018609238E-1,-1.981065899E-1
2.310142500E-1,6.430109963E-1,2.810698092E-1,-2.194267076E-1
2.409682500E-1,3.931705081E-1,7.412807643E-2,-2.734564421E-1
2.509222500E-1,3.787034733E-1,-2.136221766E-2,-2.889898628E-1
2.608762500E-1,5.115162525E-1,-1.922389090E-1,1.090669441E-1
2.708292500E-1,4.987404518E-1,3.013549697E-1,3.885778856E-1
2.807832500E-1,3.105665271E-1,7.417023486E-1,4.706377101E-1
2.907372500E-1,1.499563039E-1,6.268530929E-1,1.680451772E-1
3.006912500E-1,1.476942354E-1,6.948948026E-1,-3.059956124E-1
3.106452500E-1,6.286562280E-1,5.891367978E-1,-4.571771273E-1
3.205992500E-1,8.453791831E-1,5.136533368E-1,-2.352773398E-1
3.305522500E-1,7.260628740E-1,3.600393802E-1,5.240157723E-2
3.405062500E-1,5.254644931E-1,5.763541996E-2,3.622168833E-1
3.504602500E-1,7.986170992E-2,-1.418008268E-2,6.585131344E-1
3.604142500E-1,-4.620373330E-1,1.019596535E-1,7.014849070E-1
3.703682500E-1,-4.588598098E-1,7.372900397E-1,4.302799353E-1
3.803222500E-1,-7.323111355E-1,1.341309171E0,1.201032713E-1
3.902762500E-1,-9.041035008E-1,1.594779537E0,-4.466957009E-1
4.002292500E-1,-7.756827845E-1,1.806347587E0,-6.958476064E-1
4.101832500E-1,-6.542262483E-1,1.622003004E0,-6.226816893E-1
4.201372500E-1,-5.197206635E-1,1.038599986E0,-4.252090837E-1
4.300912500E-1,-4.235624347E-1,7.682457840E-1,-1.027808949E-1
4.400452500E-1,-2.253816034E-1,4.337429488E-1,-4.447509170E-2
4.499992500E-1,1.324194809E-1,8.077928424E-3,3.315371275E-3
4.599522500E-1,2.351804039E-1,-1.724033993E-1,3.742826128E-1
4.699062500E-1,-2.296386870E-1,3.152994096E-2,5.809161973E-1
4.798602500E-1,-7.305489309E-1,7.955505270E-1,3.705303083E-1
4.898142500E-1,-8.125841971E-1,1.815212551E0,-1.568176460E-1
4.997682500E-1,-5.832721501E-1,2.285560239E0,-6.834273894E-1
5.097222500E-1,-2.938251995E-1,2.028939393E0,-1.232890683E0
5.196752500E-1,2.393066196E-2,1.398688483E0,-1.357482569E0
5.296292500E-1,1.463621392E-1,6.443134636E-1,-8.557920510E-1
5.395832500E-1,-2.555804257E-2,-1.289504009E-1,-3.771705526E-1
5.495372500E-1,-9.390181574E-2,-7.306546193E-1,2.314389351E-1
5.594912500E-1,-1.768088013E-1,-8.090698743E-1,9.769536683E-1
5.694452500E-1,-2.955036976E-1,-3.729617268E-1,1.038316981E0
5.793992500E-1,-1.158896215E-1,7.567308623E-1,3.568637574E-1
5.893522500E-1,6.311293810E-1,2.050784006E0,-7.023478098E-1
5.993062500E-1,1.744045066E0,2.694374753E0,-1.687965736E0
6.092602500E-1,2.441242063E0,2.771946255E0,-2.396892394E0
6.192142500E-1,2.277975816E0,2.213810225E0,-2.369712343E0
6.291682500E-1,1.194089802E0,1.292422355E0,-1.830444548E0
6.391222500E-1,3.524375613E-1,2.077960110E-1,-1.172496693E0
6.490752500E-1,-2.891782711E-1,-5.334163409E-1,-2.944599330E-1
6.590292500E-1,-5.042292331E-1,-9.204488075E-1,3.252352908E-1
6.689832500E-1,-3.181491964E-1,-1.035411499E0,5.453519699E-1
6.789372500E-1,-4.233995897E-1,-3.462265027E-1,-4.991504878E-2
6.888912500E-1,6.250388481E-2,6.203287697E-1,-6.117830640E-1
6.988452500E-1,1.815784482E-1,1.590940256E0,-1.152628292E0
7.087992500E-1,6.273123186E-2,2.068454876E0,-1.341526980E0
7.187521250E-1,-2.707089085E-2,1.276236677E0,-1.052896136E0
7.287061250E-1,5.039894242E-2,6.370880592E-1,-7.731831729E-1
7.386601250E-1,1.674168573E-1,1.327762341E-1,-2.639438993E-1
7.486141250E-1,6.684834776E-2,-4.929998016E-1,2.409617105E-1
7.585681250E-1,-3.623450104E-2,-7.658992964E-1,6.952853966E-1
7.685221250E-1,-2.150752463E-1,-8.488005352E-1,8.358773115E-1
7.784751250E-1,-2.654075304E-1,-5.816096771E-1,7.130468988E-1
7.884291250E-1,-1.792844393E-1,8.478462696E-5,4.157569134E-1
7.983831250E-1,7.973884530E-3,6.132244027E-1,2.715417713E-2
8.083371250E-1,3.797651815E-1,1.091012088E0,-1.507429737E-1
8.182911250E-1,-2.137787724E-3,8.927903080E-1,-5.435951740E-1
8.282451250E-1,-3.404781780E-1,5.544131076E-1,-4.837348884E-1
8.381981250E-1,-6.716714162E-1,2.511455137E-1,-3.074857754E-1
