"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.334041900E-1,2.851754427E-1,-5.571079254E-2,1.321002960E0
1.504125830E-1,3.131822348E-1,-1.910562515E-1,1.591097832E0
1.674192770E-1,2.303193212E-1,-4.446105957E-1,1.480177879E0
1.844076710E-1,7.700055838E-2,-7.613179684E-1,1.006516457E0
2.014308440E-1,-2.893500924E-1,-8.088815212E-1,5.597658157E-1
2.184332350E-1,-6.545356512E-1,-6.780490875E-1,5.733699799E-1
2.354364190E-1,-7.308743000E-1,-7.750518322E-1,7.836503983E-1
2.524489010E-1,-9.510215521E-1,-1.157876015E0,8.694362640E-1
2.694586060E-1,-1.019253492E0,-1.359367609E0,7.665634155E-1
2.864509170E-1,-8.720294237E-1,-1.301081657E0,3.697671890E-1
3.034595740E-1,-9.378589392E-1,-1.460720062E0,-4.419851303E-1
3.204697260E-1,-1.200763464E0,-1.492890120E0,-1.257661819E0
3.374589440E-1,-1.474672198E0,-1.323547840E0,-1.870413780E0
3.544736030E-1,-1.557595968E0,-1.168343544E0,-2.181272984E0
3.714797070E-1,-1.461220384E0,-1.062971592E0,-2.139360428E0
3.884865120E-1,-1.181111217E0,-1.097796917E0,-2.042214394E0
4.054889240E-1,-8.599643111E-1,-1.115154982E0,-1.794260979E0
4.224937660E-1,-7.923713923E-1,-1.074457407E0,-1.507278442E0
4.395002880E-1,-9.467130303E-1,-1.084405422E0,-1.116258621E0
4.564908790E-1,-1.092771292E0,-1.157194376E0,-8.238754272E-1
4.735075310E-1,-1.225560546E0,-9.498550892E-1,-5.567045212E-1
4.905140320E-1,-1.336547732E0,-8.158624172E-1,-4.507207870E-1
5.075037590E-1,-1.204224110E0,-1.041147709E0,-5.134038925E-1
5.245260470E-1,-1.215718865E0,-8.230249882E-1,-7.488698959E-1
5.415291490E-1,-1.024541736E0,-4.488492012E-1,-7.406911850E-1
5.585210320E-1,-6.221704483E-1,-2.697582245E-1,-6.608095169E-1
5.755402490E-1,-1.276396811E-1,-1.298286915E-1,-5.784292221E-1
5.925442260E-1,4.322818518E-1,-2.410888672E-2,-4.308929443E-1
6.095319080E-1,3.107596338E-1,4.322059155E-1,-2.355566025E-1
6.265544100E-1,5.924869180E-1,6.240737438E-1,7.338523865E-2
6.435603810E-1,7.229148149E-1,8.582048416E-1,1.526327133E-1
6.605644610E-1,1.162852049E0,7.458288670E-1,8.058681488E-1
6.775692840E-1,1.027352095E0,1.080663919E0,8.300933838E-1
6.945745440E-1,8.594532609E-1,1.236594677E0,6.340761185E-1
7.115809210E-1,1.088023067E0,1.001415014E0,7.178554535E-1
7.285877780E-1,1.276204348E0,9.176061153E-1,8.995246887E-1
7.455896210E-1,1.444664121E0,9.616348743E-1,9.364843369E-1
7.625815840E-1,1.664652944E0,1.105912924E0,9.158573151E-1
7.796008100E-1,1.671133399E0,1.161122561E0,8.570261002E-1
7.966049210E-1,1.622101307E0,9.753675461E-1,8.886795044E-1
8.136119610E-1,1.617748260E0,8.715178967E-1,1.172496796E0
8.306148700E-1,1.644014955E0,7.757177353E-1,1.480939865E0
8.476096520E-1,1.581257582E0,7.179594040E-1,1.625002861E0
8.646236000E-1,1.388056993E0,6.489155293E-1,1.192564964E0
8.816332640E-1,1.178660870E0,4.255428314E-1,7.320775986E-1
8.986279030E-1,1.021000862E0,2.086472511E-1,5.813045502E-1
9.156418810E-1,9.793213606E-1,-5.632305145E-2,5.323400497E-1
