"event","experiment time","system time","system time text"
"START",0.000000000E0,1734350680.921,"2024-12-16 13:04:40.921 UTC+01:00"
"PAUSE",1.026538992E1,1734350691.187,"2024-12-16 13:04:51.187 UTC+01:00"
