"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
9.636196000E-3,-7.696902007E-2,-3.410155177E-1,2.723695338E-1
2.374057900E-2,-7.696902007E-2,-3.410155177E-1,2.723695338E-1
3.374057900E-2,-7.696902007E-2,-3.410155177E-1,2.723695338E-1
4.374057900E-2,-7.696902007E-2,-3.410155177E-1,2.723695338E-1
5.374057900E-2,7.904596329E-1,-2.609158278E0,1.123228446E-1
6.374057900E-2,8.631525636E-1,-3.338531256E0,1.049924642E-1
7.374057900E-2,8.906415105E-1,-4.096004009E0,1.954005212E-1
8.374057900E-2,9.242390990E-1,-4.457025528E0,3.853796124E-1
9.373672100E-2,8.753699064E-1,-4.222453117E0,6.859253049E-1
1.037367210E-1,6.456845403E-1,-3.818671465E0,9.962448478E-1
1.137367210E-1,2.596177161E-1,-3.494912863E0,1.188667417E0
1.237367210E-1,-1.826487035E-1,-3.348305225E0,1.275410295E0
1.337367210E-1,-5.583308339E-1,-3.493690968E0,1.319392562E0
1.437367210E-1,-7.568620443E-1,-3.932292223E0,1.360320568E0
1.537367210E-1,-7.666358948E-1,-4.524220943E0,1.487991333E0
1.637367210E-1,-6.957755089E-1,-4.858974934E0,1.752496004E0
1.737367210E-1,-7.275404930E-1,-4.932278633E0,2.087250233E0
1.837367210E-1,-1.026864529E0,-4.688543320E0,2.547231674E0
1.937367210E-1,-1.259604096E0,-4.264603138E0,2.820899248E0
2.037367210E-1,-1.424537778E0,-3.749032736E0,3.020652294E0
2.137367210E-1,-1.493565559E0,-3.351970434E0,3.054860830E0
2.237367210E-1,-1.415985584E0,-3.236516714E0,2.971783161E0
2.337367210E-1,-1.141096234E0,-3.425884962E0,2.844722986E0
2.437367210E-1,-7.202101350E-1,-3.609755516E0,2.712165356E0
2.537367210E-1,-3.756821156E-1,-3.477808475E0,2.685898066E0
2.637367210E-1,-2.645046413E-1,-3.119230747E0,2.734156370E0
2.737367210E-1,-3.176499307E-1,-2.615266800E0,2.748817205E0
2.837367210E-1,-4.459316432E-1,-2.044107914E0,2.761645317E0
2.937367210E-1,-5.693264008E-1,-1.512044191E0,2.839836121E0
3.037367210E-1,-6.554583907E-1,-1.171792269E0,2.965674400E0
3.137367210E-1,-6.927211881E-1,-1.061836481E0,3.028593540E0
3.237367210E-1,-7.837401032E-1,-9.860892296E-1,3.120223284E0
3.337367210E-1,-1.134376764E0,-8.119926453E-1,3.259500504E0
3.437367210E-1,-1.436144233E0,-6.067419052E-1,3.297985077E0
3.537367210E-1,-1.698205352E0,-3.556762934E-1,3.357239008E0
3.637367210E-1,-1.828319669E0,-1.266018152E-1,3.398166895E0
3.737367210E-1,-1.824654460E0,-3.207042580E-3,3.377397537E0
3.837367210E-1,-1.722029090E0,-1.114829071E-2,3.332193613E0
3.937376210E-1,-1.546099901E0,-1.052215397E-1,3.258278847E0
4.037377870E-1,-1.329242826E0,-1.632537395E-1,3.110449553E0
4.137377870E-1,-1.149648428E0,-1.931861341E-1,2.920470476E0
4.237377870E-1,-1.057407737E0,-1.773036420E-1,2.739654303E0
4.337377870E-1,-1.044579625E0,-9.300423414E-2,2.588770628E0
4.437377870E-1,-1.094059706E0,4.138612002E-2,2.455601931E0
4.537377870E-1,-1.183856845E0,1.873829067E-1,2.335261583E0
4.637377870E-1,-1.285871387E0,3.272710443E-1,2.249740362E0
4.737377870E-1,-1.339627504E0,4.048509300E-1,2.214920998E0
4.837377870E-1,-1.346346974E0,3.559817076E-1,2.221029758E0
4.937377870E-1,-1.312138557E0,3.071125150E-1,2.233857870E0
5.037377870E-1,-1.259604096E0,2.735149264E-1,2.255238056E0
5.137377870E-1,-1.197906733E0,2.368630022E-1,2.283948898E0
5.237377870E-1,-1.097113967E0,1.641700417E-1,2.305939913E0
5.337377870E-1,-9.560040832E-1,2.428189293E-2,2.294944286E0
5.437377870E-1,-7.996225953E-1,-1.437060535E-1,2.231414318E0
5.537377870E-1,-6.298020482E-1,-2.909245789E-1,2.130621672E0
5.637377870E-1,-4.373795092E-1,-4.552473128E-1,2.019444227E0
5.737377870E-1,-2.247984111E-1,-5.988006592E-1,1.940031648E0
5.837377870E-1,-2.504547499E-2,-6.812674403E-1,1.888108134E0
5.937377870E-1,1.252273768E-1,-7.423539758E-1,1.880777717E0
6.037377870E-1,2.046398520E-1,-7.570147514E-1,1.902158022E0
6.137377870E-1,2.095267773E-1,-6.965391040E-1,1.908266664E0
6.237377870E-1,1.588249654E-1,-5.572618246E-1,1.866117001E0
6.337377870E-1,4.337143153E-2,-3.459024429E-1,1.744554758E0
