"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.734355340825227E9,"2024-12-16 14:22:20.825 UTC+01:00"
"PAUSE",1.193526295828633E1,1.734355352760471E9,"2024-12-16 14:22:32.760 UTC+01:00"
