"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.250625032E-3,-2.056267709E-1,-1.740454882E-1,-1.372237951E-1
1.420462498E-2,-3.094085753E-1,-1.932130605E-1,-1.430686265E-1
2.415862499E-2,-3.998357952E-1,-1.609655619E-1,-1.054896489E-1
3.411262500E-2,-4.477692246E-1,-7.238163799E-2,-4.109734297E-2
4.406662501E-2,-4.613696635E-1,2.481572703E-2,2.944294363E-2
5.402062502E-2,-4.289297163E-1,1.001541540E-1,8.559729159E-2
6.397462502E-2,-3.791053593E-1,1.379106045E-1,1.026700810E-1
7.392862503E-2,-3.361536264E-1,1.581237316E-1,9.634055197E-2
8.388262498E-2,-3.218759596E-1,1.555609256E-1,7.713530213E-2
9.383662499E-2,-3.450395763E-1,1.442190558E-1,5.064271018E-2
1.037906250E-1,-3.776037097E-1,1.083171815E-1,4.596954584E-2
1.137436250E-1,-4.172779024E-1,-7.949000597E-2,4.957013577E-2
1.236976250E-1,-4.953979552E-1,-1.328475177E-1,-8.757619560E-2
1.336516250E-1,-5.879856944E-1,-2.442201227E-1,-1.990550458E-1
1.436056250E-1,-6.242203116E-1,-4.477042258E-1,-2.399277985E-1
1.535596250E-1,-6.090730429E-1,-6.429626942E-1,-3.033842742E-1
1.635136250E-1,-6.044176221E-1,-6.952415705E-1,-4.237286448E-1
1.734676250E-1,-6.143080592E-1,-6.953963041E-1,-4.825059474E-1
1.834216250E-1,-6.236345172E-1,-6.474632025E-1,-5.040001273E-1
1.933756250E-1,-6.530379653E-1,-4.440493286E-1,-5.693703294E-1
2.033296250E-1,-7.008345127E-1,-2.459900826E-1,-6.506718993E-1
2.132826250E-1,-7.791935205E-1,-1.694700122E-1,-7.449406385E-1
2.232366250E-1,-9.386916757E-1,-1.709115505E-1,-8.249966502E-1
2.331906250E-1,-1.250183463E0,-2.342702746E-1,-8.664564490E-1
2.431446250E-1,-1.644284010E0,-2.837119102E-1,-9.966728687E-1
2.530986250E-1,-2.055731535E0,-6.877440214E-1,-1.108850121E0
2.630526250E-1,-2.420314789E0,-1.104314446E0,-1.244581342E0
2.730066250E-1,-2.738568783E0,-1.302911758E0,-1.417224169E0
2.829606250E-1,-3.018282652E0,-1.373629570E0,-1.602642655E0
2.929146250E-1,-3.225746632E0,-1.389316678E0,-1.704393983E0
3.028686250E-1,-3.296616793E0,-1.435879230E0,-1.674199820E0
3.128226250E-1,-3.219131470E0,-1.764326572E0,-1.472247720E0
3.227756250E-1,-3.190504074E0,-2.485866308E0,-1.105727077E0
3.327296250E-1,-3.262387037E0,-2.841788769E0,-8.058019876E-1
3.426836250E-1,-3.303215027E0,-2.897061348E0,-5.288013220E-1
3.526376250E-1,-3.218713760E0,-2.820474625E0,-2.037854642E-1
3.625916250E-1,-3.087701559E0,-2.296915293E0,1.132563129E-1
3.725456250E-1,-2.992198229E0,-1.033682823E0,3.919750154E-1
3.824996250E-1,-2.790684938E0,-1.678136736E-1,7.350870371E-1
3.924536250E-1,-2.667219877E0,6.342790127E-1,1.056780934E0
4.024076250E-1,-2.596781969E0,1.020749927E0,1.344874024E0
4.123616250E-1,-2.518825293E0,1.037366986E0,1.594177842E0
4.223156250E-1,-2.374328136E0,9.773362875E-1,1.812211037E0
4.322686250E-1,-2.114479303E0,8.376644254E-1,2.007428885E0
4.422226250E-1,-1.698321581E0,6.508718133E-1,2.084084749E0
4.521766250E-1,-1.154697418E0,4.322411716E-1,1.985115886E0
