"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.262439100E-2,1.656152129E0,6.750806808E0,-1.240874290E0
4.262439100E-2,1.682198524E0,6.758884430E0,-1.185516357E0
5.262439100E-2,1.744171977E0,6.709479809E0,-1.154080391E0
6.262439100E-2,1.664772153E0,6.651549339E0,-1.121240616E0
7.262439100E-2,1.636507630E0,6.458576202E0,-1.046552658E0
8.262439100E-2,1.793765306E0,6.736818314E0,-7.710895538E-1
9.262439100E-2,1.721841097E0,6.967554092E0,-4.868812561E-1
1.026243910E-1,1.597332835E0,6.853379250E0,-3.893451691E-1
1.126243910E-1,1.487536430E0,6.688513756E0,-3.377017975E-1
1.226243910E-1,1.505169988E0,6.623995781E0,-3.500795364E-1
1.326243910E-1,1.431085587E0,6.630356789E0,-3.261613846E-1
1.426243910E-1,1.333732367E0,6.512119293E0,-3.229188919E-1
1.526243910E-1,1.249742508E0,6.335962296E0,-3.511247635E-1
1.626243910E-1,1.323792815E0,6.411353111E0,-3.081674576E-1
1.726243910E-1,1.304008245E0,6.557216167E0,-2.214593887E-1
1.826243910E-1,1.306455135E0,6.671238899E0,-3.088226318E-1
1.926243910E-1,1.350751162E0,6.740569115E0,-3.857288361E-1
2.026243910E-1,1.340589046E0,6.738366127E0,-2.779998779E-1
2.126243910E-1,1.327299714E0,6.726173401E0,-9.397888184E-2
2.226243910E-1,1.357312322E0,6.684503555E0,1.089487076E-1
2.326243910E-1,1.418242455E0,6.446347237E0,2.151527405E-1
2.426243910E-1,1.343544006E0,6.530335903E0,2.443256378E-1
2.526243910E-1,1.243153930E0,6.368729591E0,6.093215942E-1
2.626243910E-1,1.116570950E0,6.450451374E0,8.965930939E-1
2.726243910E-1,9.606448412E-1,6.477654457E0,1.078049660E0
2.826243910E-1,8.175023794E-1,6.493062019E0,1.198246002E0
2.926243910E-1,7.275018096E-1,6.496778488E0,1.132982254E0
3.026243910E-1,6.603828669E-1,6.367958546E0,8.661251068E-1
3.126243910E-1,5.984361172E-1,6.203235149E0,5.084896088E-1
3.226243910E-1,5.009146929E-1,6.041833878E0,6.792449951E-2
3.326243910E-1,3.304475546E-1,5.937026978E0,-2.878627777E-1
3.426243910E-1,3.921103477E-2,5.969064236E0,-4.014091492E-1
3.526243910E-1,-3.135200739E-1,6.077823639E0,-3.328638077E-1
3.626244240E-1,-7.020034790E-1,6.259278297E0,-1.734046936E-1
