"event","experiment time","system time","system time text"
"START",0.000000000E0,1734012446.715,"2024-12-12 15:07:26.715 UTC+01:00"
"PAUSE",1.665310287E1,1734012463.368,"2024-12-12 15:07:43.368 UTC+01:00"
