"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.261696700E-2,-2.658664703E0,-1.317792416E0,1.461905956E0
4.261696700E-2,-2.686848164E0,-1.325011492E0,1.474328518E0
5.261696700E-2,-2.710247517E0,-1.334606886E0,1.522656918E0
6.261696700E-2,-2.672671795E0,-1.341426611E0,1.587932587E0
7.261696700E-2,-2.644745350E0,-1.327548742E0,1.636578083E0
8.261696700E-2,-2.664898396E0,-1.318845510E0,1.653050423E0
9.261696700E-2,-2.691950798E0,-1.331553221E0,1.655846596E0
1.026169670E-1,-2.726715803E0,-1.348913431E0,1.648519993E0
1.126169670E-1,-2.747778177E0,-1.354330778E0,1.632010460E0
1.226169670E-1,-2.775728226E0,-1.344488859E0,1.581233025E0
1.326169670E-1,-2.795585632E0,-1.338883162E0,1.520041466E0
1.426169670E-1,-2.800216198E0,-1.353313684E0,1.493303299E0
1.526169670E-1,-2.797647953E0,-1.364336252E0,1.490631104E0
1.626169670E-1,-2.762943268E0,-1.348798513E0,1.490501881E0
1.726169670E-1,-2.719239712E0,-1.334186316E0,1.517240524E0
1.826169670E-1,-2.668665409E0,-1.326348543E0,1.575080872E0
1.926169670E-1,-2.616516113E0,-1.328914404E0,1.618803978E0
2.026169670E-1,-2.600935459E0,-1.322015524E0,1.615879536E0
2.126169670E-1,-2.600365400E0,-1.319411993E0,1.577845573E0
2.226169670E-1,-2.624549150E0,-1.299719095E0,1.374012947E0
2.326169670E-1,-2.644107342E0,-1.258127928E0,1.195202827E0
2.426169670E-1,-2.639827728E0,-1.217314959E0,1.038646221E0
2.526169670E-1,-2.617905617E0,-1.180335760E0,8.986091614E-1
2.626169670E-1,-2.577499628E0,-1.163925409E0,7.606878281E-1
2.726169670E-1,-2.527696609E0,-1.145256281E0,6.286315918E-1
2.826169670E-1,-2.469968796E0,-1.101669788E0,5.084581375E-1
2.926169670E-1,-2.415717363E0,-1.054625988E0,4.082183838E-1
3.026169670E-1,-2.355634928E0,-1.000506878E0,3.108434677E-1
3.126169670E-1,-2.312105179E0,-9.401459694E-1,2.257380486E-1
3.226169670E-1,-2.317805290E0,-9.761352539E-1,1.119112968E-1
