"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.734354823040063E9,"2024-12-16 14:13:43.040 UTC+01:00"
"PAUSE",1.276841370831244E1,1.734354835808456E9,"2024-12-16 14:13:55.808 UTC+01:00"
