"event","experiment time","system time","system time text"
"START",0.000000000E0,1734012513.354,"2024-12-12 15:08:33.354 UTC+01:00"
"PAUSE",1.286037216E1,1734012526.214,"2024-12-12 15:08:46.214 UTC+01:00"
