"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.734354669869865E9,"2024-12-16 14:11:09.870 UTC+01:00"
"PAUSE",1.493819920835085E1,1.734354684808040E9,"2024-12-16 14:11:24.808 UTC+01:00"
