"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.688124998E-3,-1.697021027E0,9.489516449E0,1.403930511E0
1.364112500E-2,-1.515747986E0,9.470655670E0,1.432371368E0
2.359512501E-2,-1.260828094E0,9.477241974E0,1.574425964E0
3.354912502E-2,-9.277706909E-1,9.540709991E0,1.496887207E0
4.350212502E-2,-7.135661316E-1,9.823621674E0,1.410367126E0
5.345612502E-2,-6.722520447E-1,9.971663818E0,1.199006653E0
6.341012497E-2,-6.625222778E-1,1.000983444E1,1.124761047E0
7.336412498E-2,-7.973918152E-1,9.980645142E0,5.819897461E-1
8.331712498E-2,-1.138831787E0,9.807006226E0,1.357377319E0
9.327112499E-2,-1.159937897E0,9.930499420E0,1.365759888E0
1.032251250E-1,-1.176852722E0,9.940678253E0,1.575024719E0
1.131781250E-1,-1.200952606E0,9.706565094E0,1.407373352E0
1.231321250E-1,-1.107247467E0,9.693841553E0,1.377884674E0
1.330861250E-1,-9.635462952E-1,9.765841827E0,1.133143616E0
1.430401250E-1,-7.839198303E-1,9.756860504E0,1.099763031E0
1.529931250E-1,-6.551875305E-1,9.797126770E0,1.007704468E0
1.629471250E-1,-6.391708374E-1,9.997709656E0,9.680369568E-1
1.729011250E-1,-6.623725891E-1,1.015009277E1,9.235794067E-1
1.828541250E-1,-7.496411133E-1,1.011566437E1,9.096583557E-1
1.928081250E-1,-8.623567200E-1,9.867330780E0,9.717791748E-1
2.027621250E-1,-1.107995911E0,9.690398712E0,1.226549377E0
2.127151250E-1,-1.419647827E0,9.576934662E0,1.594035187E0
2.226691250E-1,-1.389111328E0,9.505233765E0,1.588945770E0
2.326231250E-1,-9.804611206E-1,9.613159332E0,1.379531250E0
2.425771250E-1,-6.339317322E-1,9.895023193E0,1.094673615E0
2.525301250E-1,-3.600013733E-1,9.603429565E0,5.523513794E-2
2.624841250E-1,-6.026467896E-1,9.723629608E0,1.275796967E0
2.724381250E-1,-6.788383484E-1,1.016027161E1,1.302441559E0
2.823911250E-1,-9.002279663E-1,1.056877213E1,6.752458191E-1
2.923451250E-1,-1.281634827E0,1.075184143E1,7.589218140E-1
3.022991250E-1,-1.113235016E0,1.049273026E1,1.282682648E0
3.122531250E-1,-8.083190918E-1,1.020293289E1,1.503473511E0
3.222061250E-1,-7.337741089E-1,1.016206787E1,1.398841095E0
3.321601250E-1,-5.448669434E-1,1.000923569E1,1.145268402E0
3.421141250E-1,-2.433938599E-1,9.791887665E0,1.011446686E0
3.520671250E-1,-3.382965088E-1,9.589807892E0,1.014889526E0
3.620211250E-1,-1.113235016E0,9.405990143E0,9.122030640E-1
3.719751250E-1,-1.227597198E0,9.474248199E0,3.803590393E-1
3.819291250E-1,-1.825154572E0,9.283245392E0,5.854325867E-1
3.918821250E-1,-1.533411255E0,9.872420197E0,4.927752686E-1
4.018361250E-1,-6.274951172E-1,1.063717987E1,9.851014709E-1
4.117901250E-1,-2.287243652E-1,1.072983719E1,1.673519897E0
4.217431250E-1,-8.238867188E-1,1.008737320E1,1.503623199E0
4.316971250E-1,-1.204844513E0,9.759704590E0,1.071621552E0
4.416511250E-1,-1.075214081E0,9.853709106E0,9.199868774E-1
4.516051250E-1,-8.768765259E-1,9.955497437E0,8.656498718E-1
4.615581250E-1,-6.730004883E-1,1.027598099E1,7.623646545E-1
4.715121250E-1,-5.658233643E-1,1.054287598E1,8.524772644E-1
4.814661250E-1,-6.988966370E-1,1.059272232E1,9.521699524E-1
4.914191250E-1,-8.836125183E-1,1.053748718E1,8.128097534E-1
5.013731250E-1,-7.905061340E-1,1.056368271E1,8.235873413E-1
5.113271250E-1,-7.473957825E-1,1.060290115E1,7.608677673E-1
5.212801250E-1,-7.562274170E-1,1.060679306E1,7.981402588E-1
5.312341250E-1,-6.233038330E-1,1.066981201E1,8.388555908E-1
5.411881250E-1,-6.499484253E-1,1.062715073E1,8.240364075E-1
5.511421250E-1,-6.379733276E-1,1.058389069E1,6.743476868E-1
5.610951250E-1,-5.173242188E-1,1.060320053E1,5.649252319E-1
5.710491250E-1,-4.920268250E-1,1.045470932E1,5.604345703E-1
5.810031250E-1,-6.855743408E-1,9.787247314E0,5.098397827E-1
5.909561250E-1,-5.742059326E-1,1.074286011E1,8.596623230E-1
6.009101250E-1,-7.961943054E-1,1.044497955E1,1.245709534E0
6.108641250E-1,-6.496490479E-1,1.015652939E1,8.291258240E-1
6.208181250E-1,-7.149133301E-1,1.075528427E1,8.955876160E-1
6.307711250E-1,-1.411564636E-1,1.081590820E1,9.566606140E-1
6.407251250E-1,1.770817566E-1,1.070498886E1,8.904981995E-1
6.506791250E-1,1.877096558E-1,1.066606979E1,5.593867493E-1
6.606321250E-1,4.224215698E-1,1.041863434E1,4.634362793E-1
6.705861250E-1,6.051914978E-1,1.048554520E1,2.646496582E-1
6.805401250E-1,6.282435608E-1,1.064017365E1,2.885998535E-1
6.904941250E-1,5.662724304E-1,1.069331314E1,4.357438660E-1
7.004471250E-1,5.502557373E-1,1.059586578E1,5.716612244E-1
7.104011250E-1,5.551954651E-1,1.035052597E1,6.724017334E-1
7.203551250E-1,4.249662781E-1,1.004905289E1,8.026309204E-1
7.303081250E-1,2.859054565E-1,9.894873505E0,8.891510010E-1
7.402621250E-1,2.707868958E-1,9.752669220E0,1.080752563E0
7.502161250E-1,3.077600098E-1,9.670340424E0,9.779164124E-1
7.601691250E-1,3.242257690E-1,9.770033112E0,9.186396790E-1
7.701231250E-1,2.541714478E-1,1.016251694E1,6.584806824E-1
7.800771250E-1,2.582130432E-1,1.047446823E1,6.337820435E-1
7.900311250E-1,3.963757324E-1,1.049662216E1,6.858737183E-1
7.999841250E-1,4.348457336E-1,1.028092072E1,6.900650024E-1
8.099381250E-1,4.809498596E-1,9.990225220E0,6.264472961E-1
8.198923750E-1,6.116281128E-1,9.722132721E0,6.728507996E-1
8.298453750E-1,9.354048157E-1,9.581874390E0,4.408332825E-1
8.397993750E-1,1.276844788E0,9.413474579E0,2.076182556E-1
8.497533750E-1,1.561552734E0,9.281598816E0,5.254074097E-2
8.597073750E-1,1.772464142E0,9.357341309E0,-9.729766846E-3
8.696603750E-1,1.864073639E0,9.552984467E0,8.008346558E-2
8.796143750E-1,1.771266632E0,9.623338165E0,2.363584900E-1
8.895683750E-1,1.595382385E0,9.619146881E0,4.156855774E-1
8.995213750E-1,1.551673279E0,9.396709442E0,5.153782654E-1
9.094753750E-1,1.701811066E0,9.293873291E0,4.098477173E-1
9.194293750E-1,2.153571625E0,9.224567413E0,6.477030945E-1
9.293833750E-1,2.072889404E0,8.899742889E0,7.545808411E-1
9.393363750E-1,1.826651459E0,8.416847076E0,7.394622803E-1
9.492903750E-1,1.821412354E0,8.019573212E0,5.255570984E-1
9.592443750E-1,2.206561432E0,8.139174500E0,4.737648010E-1
9.691973750E-1,2.527344360E0,8.576714630E0,4.317022705E-1
9.791513750E-1,2.692301331E0,8.983867950E0,4.357438660E-1
9.891053750E-1,2.675985260E0,9.156309357E0,1.103056183E0
9.990583750E-1,2.721191254E0,9.415270844E0,-1.751358032E-2
1.009012375E0,2.279459839E0,9.422605591E0,2.335144043E-1
1.018966375E0,2.076182556E0,9.017398224E0,6.279441833E-1
1.028920375E0,2.098186798E0,8.712332611E0,7.265890503E-1
1.038873375E0,2.053280182E0,8.464148712E0,6.972500610E-1
1.048827375E0,2.113604736E0,8.380323029E0,7.234455872E-1
1.058781375E0,2.292033691E0,8.325387268E0,6.087840271E-1
1.068734375E0,2.580932922E0,8.584947510E0,3.367996216E-1
1.078688375E0,2.741399231E0,9.002728729E0,2.513273621E-1
1.088642375E0,2.877017212E0,9.380543060E0,2.847079468E-1
1.098596375E0,2.970273285E0,9.418114929E0,2.924917603E-1
1.108549375E0,2.974763947E0,9.205107880E0,2.923420715E-1
1.118503375E0,2.943628693E0,8.926986237E0,3.436853027E-1
1.128457375E0,2.929857330E0,8.469836884E0,4.352947998E-1
1.138410375E0,3.004552002E0,8.107141113E0,5.821394348E-1
1.148364375E0,3.037483521E0,7.886350250E0,5.849835205E-1
1.158318375E0,3.069965973E0,7.883805542E0,3.933819580E-1
1.168272375E0,3.253035278E0,8.189020844E0,1.895059204E-1
1.178225375E0,3.432062988E0,8.600066071E0,1.133143616E-1
1.188179375E0,3.472628632E0,9.078321533E0,-8.741821289E-2
1.198133375E0,3.513343964E0,9.467661896E0,-8.981323242E-2
1.208086375E0,3.581302643E0,9.646988983E0,9.280700684E-3
1.218040375E0,3.643872528E0,9.544601898E0,5.807922363E-2
1.227994375E0,3.726051636E0,9.200467529E0,2.664459229E-2
1.237947375E0,3.789220276E0,8.729696503E0,-5.972579956E-2
1.247901375E0,3.741619263E0,8.433761902E0,-1.047821045E-2
1.257855375E0,3.619024200E0,8.390651550E0,1.172062683E-1
1.267809375E0,3.439547424E0,8.538693695E0,2.086660767E-1
1.277762375E0,3.543730774E0,9.044641571E0,4.186793518E-1
1.287716375E0,3.633544006E0,9.283844147E0,4.472698975E-1
1.297670375E0,3.356021118E0,9.442963257E0,1.526824951E-1
1.307623375E0,3.166814575E0,9.750723267E0,-2.772235107E-1
1.317577375E0,3.461102600E0,9.965825958E0,5.987548828E-4
1.327531375E0,3.719615021E0,9.832004242E0,-1.978884888E-1
1.337485375E0,3.819008331E0,9.336983643E0,-3.809577942E-1
1.347438375E0,4.029021606E0,8.845854950E0,-2.456391907E-1
1.357392375E0,4.038901062E0,8.339158630E0,-2.903961182E-2
1.367346375E0,3.837869110E0,8.032147064E0,1.085243225E-1
1.377299375E0,3.719315643E0,8.117020569E0,1.890568542E-1
1.387253375E0,3.776646423E0,8.530909882E0,2.535726929E-1
1.397207375E0,3.749103699E0,9.184301147E0,1.531315613E-1
1.407160375E0,3.840114441E0,9.756411438E0,5.029541016E-2
1.417114375E0,4.025578766E0,9.871671753E0,1.481918335E-2
1.427068375E0,4.143683167E0,9.519753571E0,-1.001417542E-1
1.437022375E0,4.298311615E0,8.809031525E0,-2.498304749E-1
1.446975375E0,4.480632477E0,8.174800415E0,-1.787283325E-1
1.456929375E0,4.671485596E0,7.862849121E0,1.477427673E-1
1.466883375E0,4.673431549E0,7.867938538E0,3.623963928E-1
1.476836375E0,4.607718201E0,8.186476135E0,4.650828552E-1
1.486790375E0,4.749323730E0,8.830886078E0,4.457730103E-1
1.496744375E0,5.094206543E0,9.511071625E0,2.408491516E-1
1.506698375E0,5.512736206E0,1.006027954E1,-1.137634277E-2
1.516651375E0,5.903423767E0,1.015922379E1,-2.077679443E-1
1.526605375E0,6.186934204E0,9.582473145E0,-4.269122314E-1
1.536559375E0,6.269263000E0,8.966653748E0,-5.201683044E-1
1.546512375E0,6.184838562E0,8.458011475E0,-3.158432007E-1
1.556466375E0,5.867797852E0,7.989186401E0,-1.032852173E-2
1.566420375E0,5.514382782E0,7.817343750E0,1.779798889E-1
1.576373375E0,5.298681335E0,7.962092743E0,3.445834351E-1
1.586327375E0,5.141508179E0,8.196355591E0,4.695735168E-1
1.596281375E0,5.106181641E0,8.448281708E0,4.439767456E-1
1.606235375E0,5.190456390E0,8.746162262E0,2.112107849E-1
1.616188375E0,5.522016907E0,9.001680908E0,2.380050659E-2
1.626142375E0,6.115532684E0,8.850794678E0,-2.821632385E-1
1.636096375E0,6.723119202E0,8.356672211E0,-6.170169067E-1
1.646049375E0,7.204368439E0,7.694000244E0,-8.268804932E-1
1.656003375E0,7.266189880E0,7.164551239E0,-8.000862122E-1
1.665957375E0,6.916816406E0,7.097790070E0,-5.968089294E-1
1.675911375E0,6.473737793E0,7.314389648E0,-1.570234680E-1
1.685864375E0,5.938600616E0,7.661966858E0,2.423460388E-1
1.695818375E0,5.475763092E0,7.796686707E0,3.941304016E-1
1.705772375E0,5.310057678E0,7.767946472E0,3.418890381E-1
1.715725375E0,5.631888428E0,7.674690399E0,-5.987548828E-3
1.725679375E0,6.582411804E0,7.575596466E0,-5.131329346E-1
1.735633375E0,7.581584015E0,7.151228943E0,-9.389973450E-1
1.745586375E0,8.145611115E0,6.469845886E0,-1.255289612E0
1.755540375E0,8.092172241E0,6.100563812E0,-1.308578796E0
1.765494375E0,7.731871490E0,6.381828918E0,-7.797285461E-1
1.775448375E0,7.260651398E0,6.984475708E0,-2.125579834E-1
1.785401375E0,6.911128235E0,7.301067352E0,2.338137817E-1
1.795355375E0,6.656058655E0,7.043602753E0,5.182223511E-1
1.805309375E0,6.524482269E0,6.684499512E0,6.474037170E-1
1.815261500E0,6.813680878E0,6.486760712E0,8.008346558E-1
1.825215500E0,7.121291199E0,6.057902527E0,8.101153564E-1
1.835169500E0,7.168443146E0,5.441783752E0,5.694158936E-1
1.845123500E0,7.694149933E0,5.195695496E0,3.049159241E-1
1.855076500E0,7.932005310E0,5.290149078E0,2.194436646E-1
1.865030500E0,7.841593323E0,5.626948700E0,1.574725342E-1
1.874984500E0,7.777975616E0,6.047274628E0,2.034269714E-1
1.884937500E0,7.724536743E0,6.240373077E0,2.981799316E-1
1.894891500E0,7.628586273E0,6.228397980E0,3.083587646E-1
1.904845500E0,7.675139465E0,6.015989685E0,4.466711426E-1
1.914799500E0,7.618108063E0,5.637576599E0,5.792953491E-1
1.924752500E0,7.660020905E0,5.395979004E0,7.447013855E-1
1.934706500E0,8.289461975E0,5.816753998E0,8.165519714E-1
1.944660500E0,8.309370575E0,5.507497101E0,5.390290833E-1
1.954613500E0,8.491092682E0,4.852159882E0,-8.382568359E-3
1.964567500E0,8.977431335E0,4.817881165E0,-5.063969421E-1
1.974521500E0,9.446855164E0,5.411546631E0,-4.239184570E-1
1.984474500E0,9.230255585E0,5.687422943E0,-5.014572144E-2
1.994428500E0,8.570278015E0,5.644312592E0,2.439926147E-1
2.004382500E0,8.140222321E0,5.507946167E0,6.071374512E-1
2.014336500E0,7.971223755E0,5.139113159E0,1.006357269E0
2.024289500E0,7.824079742E0,4.685855713E0,1.145118713E0
2.034243500E0,8.236472168E0,4.737947388E0,1.268761597E0
