"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.197070838E-2,-4.213055372E-1,4.624506533E-1,2.332137972E-1
2.192470833E-2,-4.299514890E-1,5.672550797E-1,1.807431281E-1
3.187870834E-2,-4.201371372E-1,6.632193923E-1,1.437916756E-1
4.183170834E-2,-3.777894080E-1,7.476349473E-1,1.205033958E-1
5.178570835E-2,-2.938477993E-1,7.745653391E-1,1.088296995E-1
6.173870835E-2,-1.823689491E-1,7.355436683E-1,9.748595953E-2
7.169270836E-2,-9.102962911E-2,6.603808999E-1,1.087936535E-1
8.164670836E-2,-4.284638911E-2,5.676397681E-1,1.138709709E-1
9.159970836E-2,-5.516332388E-2,5.080559850E-1,1.051032320E-1
1.015537084E-1,-1.019377559E-1,4.799345732E-1,8.839748800E-2
1.115077084E-1,-1.621785462E-1,4.446574748E-1,7.952267677E-2
1.214607084E-1,-2.199454308E-1,4.244627059E-1,8.019379526E-2
1.314147083E-1,-2.689155042E-1,4.031102657E-1,7.234454155E-2
1.413687083E-1,-2.913669944E-1,3.693120778E-1,6.024260819E-2
1.513217083E-1,-2.822710872E-1,3.185738027E-1,3.009109758E-2
1.612757083E-1,-2.330113798E-1,2.409508973E-1,-3.137332574E-2
1.712297084E-1,-1.559397578E-1,1.864136159E-1,-1.240502670E-1
1.811827084E-1,-9.708923101E-2,1.513568312E-1,-2.086104155E-1
1.911367084E-1,-7.222499698E-2,1.393444240E-1,-2.544136047E-1
2.010907084E-1,-8.783112466E-2,1.339073181E-1,-2.643168569E-1
2.110437084E-1,-1.138772517E-1,1.363934129E-1,-2.761084139E-1
2.209977084E-1,-1.424247473E-1,1.211665124E-1,-3.156709969E-1
2.309507083E-1,-1.725372374E-1,9.875130653E-2,-3.783602417E-1
2.409047083E-1,-2.226629853E-1,6.662026793E-2,-4.608484805E-1
2.508587083E-1,-2.945957482E-1,2.116410434E-2,-5.397731066E-1
2.608117083E-1,-3.696345985E-1,-2.865777910E-2,-6.030996442E-1
2.707657084E-1,-4.364074171E-1,-6.646338850E-2,-6.406911016E-1
2.807197084E-1,-4.452666938E-1,-6.833079457E-2,-6.418589354E-1
2.906727084E-1,-3.919738829E-1,-3.479700536E-2,-6.107501388E-1
3.006267084E-1,-2.935453355E-1,7.102876157E-2,-5.743370056E-1
3.105807084E-1,-1.891499460E-1,2.292383015E-1,-5.299390554E-1
3.205337084E-1,-1.259499490E-1,3.497809470E-1,-5.123310089E-1
3.304877083E-1,-1.288791001E-1,4.984149933E-1,-5.220313668E-1
3.404417083E-1,-1.687034816E-1,5.891398191E-1,-5.401488543E-1
3.503947083E-1,-2.079441696E-1,6.519914269E-1,-5.524355769E-1
3.603487083E-1,-2.002446949E-1,6.878657937E-1,-5.572867990E-1
3.703027084E-1,-1.461667567E-1,7.199586034E-1,-5.816683173E-1
3.802557084E-1,-6.979181617E-2,7.550289631E-1,-6.737724543E-1
3.902097084E-1,7.533646654E-3,6.222664118E-1,-7.610783577E-1
4.001627084E-1,9.175371379E-2,5.002095103E-1,-8.196088076E-1
4.101167084E-1,1.623326838E-1,4.036601782E-1,-8.674117327E-1
4.200707084E-1,2.006422579E-1,3.513239920E-1,-9.188144803E-1
4.300237084E-1,1.896028668E-1,3.357837200E-1,-1.014058232E0
4.399777083E-1,1.142444760E-1,3.168435693E-1,-1.148911595E0
4.499317083E-1,-1.463675313E-2,2.910519242E-1,-1.286366582E0
4.598847083E-1,-1.626520455E-1,2.331273705E-1,-1.402941704E0
4.698387083E-1,-3.003185987E-1,1.587193161E-1,-1.488077164E0
4.797927084E-1,-4.095497429E-1,5.922149122E-2,-1.551097155E0
4.897457084E-1,-4.678880572E-1,-3.637324646E-2,-1.591925025E0
4.996997084E-1,-4.620836973E-1,-1.069142595E-1,-1.612147450E0
5.096537084E-1,-3.894424438E-1,-1.148362905E-1,-1.592699289E0
5.196067084E-1,-2.688609064E-1,-1.850712895E-1,-1.486691833E0
5.295607084E-1,-1.781820655E-1,-2.504541874E-1,-1.374009728E0
5.395177500E-1,-1.141053364E-1,-2.604208291E-1,-1.263902903E0
5.494707500E-1,-6.152584031E-2,-3.453074694E-1,-1.168511510E0
5.594247500E-1,-2.660301141E-2,-3.557145596E-1,-1.144727111E0
5.693777500E-1,-2.101597935E-2,-3.061055243E-1,-1.176740885E0
5.793317501E-1,-6.652966887E-2,-2.281510830E-1,-1.249025464E0
5.892857500E-1,-1.533398181E-1,-2.076153159E-1,-1.310503602E0
5.992387500E-1,-2.634314299E-1,-2.057380527E-1,-1.349281311E0
6.091927500E-1,-3.630663753E-1,-1.815708280E-1,-1.351977587E0
6.191467500E-1,-4.262368083E-1,-1.550811529E-1,-1.324759007E0
6.290997500E-1,-4.623041153E-1,-1.459529102E-1,-1.271141410E0
6.390537500E-1,-4.712182581E-1,-1.607137322E-1,-1.183279991E0
6.490077500E-1,-4.719253778E-1,-1.248287186E-1,-1.068184853E0
6.589607500E-1,-4.760924578E-1,-5.643235147E-2,-9.420614839E-1
6.689147500E-1,-5.038170218E-1,3.665764257E-2,-8.385792971E-1
6.788687500E-1,-5.893242359E-1,1.499650329E-1,-7.817466259E-1
6.888217500E-1,-7.417089939E-1,2.296224833E-1,-7.579811811E-1
6.987757500E-1,-9.226329327E-1,2.732471824E-1,-7.409399152E-1
7.087297500E-1,-1.059033036E0,2.329418808E-1,-7.114270329E-1
7.186827500E-1,-1.155609608E0,-2.201984376E-1,-6.344656944E-1
7.286367500E-1,-1.154406309E0,-6.091719270E-1,-5.773859024E-1
7.385907500E-1,-1.029198885E0,-8.696652651E-1,-4.763303995E-1
7.485437500E-1,-7.823815942E-1,-1.058511615E0,-3.124743998E-1
7.584977500E-1,-4.720011353E-1,-1.234529734E0,-1.138167009E-1
