"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.932995300E-2,-1.148273945E0,4.398229718E-2,1.185384035E0
3.932995300E-2,-1.114065528E0,3.164281845E-1,1.060309291E0
4.932995300E-2,-1.088409185E0,4.853324294E-1,9.671524167E-1
5.932995300E-2,-1.100473762E0,5.812382698E-1,8.790351152E-1
6.932995300E-2,-1.153771758E0,5.702427030E-1,8.446739316E-1
7.932995300E-2,-1.198823094E0,4.862487316E-1,8.668177724E-1
8.932995300E-2,-1.240361929E0,2.953533530E-1,9.550877810E-1
9.932995300E-2,-1.220966935E0,3.039054573E-2,1.053437114E0
1.093299530E-1,-1.125061035E0,-2.784018219E-1,1.169043422E0
1.193299530E-1,-9.779952765E-1,-4.729624093E-1,1.244179845E0
1.293299530E-1,-8.101600409E-1,-5.629123449E-1,1.264185667E0
1.393299530E-1,-6.823364496E-1,-5.713117123E-1,1.236391306E0
1.493299530E-1,-5.532912016E-1,-5.580254197E-1,1.160949349E0
1.593299530E-1,-4.911356568E-1,-5.740606189E-1,1.070694089E0
1.693299530E-1,-4.920519590E-1,-6.337726712E-1,1.009912968E0
1.793299530E-1,-5.381723046E-1,-7.654141784E-1,9.660834074E-1
1.893299530E-1,-6.120869517E-1,-9.517280459E-1,9.370672703E-1
1.993299530E-1,-7.067710757E-1,-1.170875907E0,9.118691087E-1
2.093299530E-1,-8.026769161E-1,-1.364520192E0,8.889616728E-1
2.193299530E-1,-9.618073106E-1,-1.589776754E0,8.367326856E-1
2.293299530E-1,-1.171792269E0,-1.720502019E0,7.316638231E-1
2.393299530E-1,-1.353982806E0,-1.799761772E0,6.496551633E-1
2.493299530E-1,-1.601841331E0,-1.798998117E0,5.528330207E-1
2.593299530E-1,-1.803579688E0,-1.762804389E0,4.790710807E-1
2.693299530E-1,-1.926210880E0,-1.762957096E0,4.495968223E-1
2.793299530E-1,-2.024865627E0,-1.548696160E0,4.709770977E-1
2.893299530E-1,-1.975538254E0,-1.168737888E0,5.897904038E-1
2.993299530E-1,-1.758528352E0,-8.031350970E-1,7.626652718E-1
3.093299530E-1,-1.483028054E0,-5.239696503E-1,8.955284357E-1
3.193299530E-1,-1.062752843E0,-2.532036304E-1,1.051909924E0
3.293299530E-1,-6.082690954E-1,-1.211040318E-1,1.178206325E0
3.393299530E-1,-2.680171132E-1,-5.146539584E-2,1.259145975E0
3.493299530E-1,1.038470939E-1,1.221730490E-3,1.328021049E0
3.593299530E-1,3.930917978E-1,1.123992056E-1,1.397965074E0
3.693299530E-1,5.813909769E-1,2.744311988E-1,1.411251426E0
3.793299530E-1,7.906123400E-1,4.703662395E-1,1.355051875E0
3.893299530E-1,9.854783416E-1,4.471533597E-1,1.272432327E0
3.993299530E-1,1.129184365E0,3.373503387E-1,1.172861218E0
4.093299530E-1,1.202335477E0,2.886338234E-1,1.101084590E0
4.193299530E-1,1.259756804E0,2.617557645E-1,1.040150762E0
4.293299530E-1,1.284191489E0,1.739438772E-1,9.683741331E-1
4.393299530E-1,1.254106402E0,7.024950534E-2,8.550586104E-1
4.493299530E-1,1.114981771E0,-8.017606288E-2,6.036875844E-1
4.593299530E-1,8.704829812E-1,-2.564106882E-1,2.338086665E-1
4.693299530E-1,5.578727126E-1,-2.892446816E-1,-2.428189367E-1
4.793299530E-1,3.752239645E-1,2.037235647E-1,-7.093672752E-1
4.893299530E-1,2.264782935E-1,1.090394482E-1,-1.071915746E0
4.993299530E-1,1.805106848E-1,1.634064503E-2,-1.118188858E0
5.093299530E-1,1.572978050E-1,-1.136209369E-1,-1.039845347E0
5.193299530E-1,1.206458881E-1,-1.572978050E-1,-9.543242455E-1
5.293299530E-1,8.170322329E-2,-3.680463135E-2,-9.595165849E-1
5.393299530E-1,7.925976813E-2,6.536258012E-2,-9.818131924E-1
5.493299530E-1,9.498954564E-2,1.773036420E-1,-9.795224071E-1
5.593299530E-1,1.372919679E-1,2.748893499E-1,-9.065240026E-1
5.693299530E-1,1.808161139E-1,2.264782935E-1,-7.732026577E-1
5.793299530E-1,2.351831198E-1,5.161811411E-2,-6.177374721E-1
5.893299530E-1,2.628247738E-1,-2.582432926E-1,-4.583016634E-1
5.993299530E-1,2.788599730E-1,-6.038402915E-1,-4.586070776E-1
6.093299530E-1,3.399465084E-1,-7.440338731E-1,-5.534439087E-1
6.193299530E-1,4.338670373E-1,-7.357872128E-1,-6.704245806E-1
6.293299530E-1,4.280638099E-1,-7.018841505E-1,-7.498371005E-1
6.393299530E-1,3.185662329E-1,-6.702718735E-1,-7.721336484E-1
6.493299530E-1,1.311833113E-1,-5.997169614E-1,-7.153232098E-1
6.593299530E-1,-3.573561832E-2,-4.802927971E-1,-6.169738770E-1
6.693299530E-1,-2.672535479E-1,1.740965992E-2,-5.404630303E-1
6.793299530E-1,-3.662137091E-1,5.529857874E-1,-4.893030524E-1
6.893299530E-1,-4.944954216E-1,1.299157619E0,-3.875939846E-1
6.993299530E-1,-5.824599862E-1,1.762957096E0,-3.228422701E-1
7.093299530E-1,-5.910121202E-1,1.977065325E0,-3.416263759E-1
7.193299530E-1,-5.290092826E-1,2.141388178E0,-3.773620129E-1
7.293299530E-1,-4.280638099E-1,2.171931267E0,-3.711006343E-1
7.393299530E-1,-3.393356502E-1,2.086868286E0,-3.219259977E-1
7.493299530E-1,-2.750420868E-1,1.981188655E0,-2.641992271E-1
7.593299530E-1,-1.728748679E-1,1.756084919E0,-2.171625942E-1
7.693299530E-1,-3.527746722E-2,1.410640597E0,-2.136501223E-1
7.793299530E-1,9.987647086E-2,1.094212413E0,-2.504547536E-1
7.893299530E-1,3.071125150E-1,6.948592067E-1,-3.382666409E-1
7.993299530E-1,4.815145433E-1,2.018909603E-1,-4.308127165E-1
8.093299530E-1,5.621487498E-1,-1.912008226E-1,-4.908302128E-1
8.193299530E-1,5.612324476E-1,-5.067127347E-1,-5.743660331E-1
8.293299530E-1,4.799873531E-1,-7.221954465E-1,-5.861251950E-1
8.393299530E-1,3.849978149E-1,-7.548767328E-1,-5.349652171E-1
8.493299530E-1,2.936734557E-1,-6.490443349E-1,-4.987714589E-1
8.593299530E-1,1.889100820E-1,-4.653266072E-1,-5.128213763E-1
8.693299530E-1,1.511891484E-1,-2.974913716E-1,-5.242751241E-1
8.793299530E-1,1.485929638E-1,-1.488984078E-1,-4.587597847E-1
8.893299530E-1,1.542434692E-1,3.161227703E-2,-3.199406862E-1
8.993299530E-1,1.198823079E-1,1.826487035E-1,-2.360994220E-1
9.093299530E-1,4.795292020E-2,3.628539443E-1,-2.159408629E-1
9.193299530E-1,2.748893574E-3,4.870123267E-1,-1.711949855E-1
9.293299530E-1,-2.306016348E-2,5.966626406E-1,-9.208793938E-2
9.393299530E-1,1.069014193E-3,6.675229669E-1,-1.771509275E-2
9.493299530E-1,5.925392732E-2,7.199047208E-1,3.711006418E-2
9.593299530E-1,1.296561509E-1,7.018841505E-1,1.032362282E-1
9.693299530E-1,2.597704530E-1,6.534730792E-1,1.450804919E-1
9.793299530E-1,3.581197560E-1,5.392413139E-1,2.188424766E-1
9.893299530E-1,4.370740950E-1,3.130684495E-1,2.719877362E-1
9.993299530E-1,4.676173329E-1,8.414668590E-2,2.506074607E-1
1.009329953E0,4.605923891E-1,-1.093448773E-1,2.046398520E-1
1.019329953E0,4.546364546E-1,-2.360994220E-1,1.682933718E-1
1.029329953E0,4.596760869E-1,-3.480404615E-1,1.270599663E-1
1.039329953E0,4.853324294E-1,-4.089742899E-1,9.789115191E-2
1.049329953E0,5.218316317E-1,-4.334088862E-1,9.193521738E-2
1.059329953E0,5.838344693E-1,-3.967569768E-1,1.041525230E-1
1.069329953E0,6.360634565E-1,-2.677116990E-1,1.223257631E-1
1.079329953E0,6.456845403E-1,-1.191187203E-1,1.317941695E-1
1.089329953E0,5.920811296E-1,9.376781434E-2,1.311833113E-1
1.099329953E0,4.520402849E-1,3.517056704E-1,1.204931661E-1
1.109329953E0,2.160935849E-1,5.267185569E-1,9.896016866E-2
1.119329953E0,-3.069597855E-2,5.325217843E-1,6.429356337E-2
1.129329953E0,-3.634648323E-1,2.875648141E-1,-2.122756653E-2
1.139329953E0,-5.940664411E-1,-2.189951837E-1,-1.168279797E-1
1.149329953E0,-6.131559610E-1,-7.218900323E-1,-1.828014255E-1
1.159329953E0,-4.242459238E-1,-1.319468975E0,-2.385428846E-1
1.169329953E0,-7.131851465E-2,-1.700037956E0,-2.247984111E-1
1.179329953E0,3.381139040E-1,-1.740965962E0,-1.067487001E-1
1.189329953E0,6.392704844E-1,-1.536020637E0,5.696318299E-2
1.199329953E0,9.642508030E-1,-1.033736706E0,3.077233732E-1
1.209329953E0,1.064432740E0,-5.731443167E-1,5.387831330E-1
1.219329953E0,9.471465349E-1,-2.893974185E-1,6.637051105E-1
1.229329953E0,6.101016402E-1,-5.451972410E-2,7.174612284E-1
1.239329953E0,2.356412709E-1,9.346238524E-2,6.469063163E-1
1.249329953E0,-3.054326214E-2,1.284344196E-1,5.609270334E-1
1.259329953E0,-2.744311988E-1,-1.007927656E-1,4.291328490E-1
1.269329953E0,-3.811798990E-1,-4.163046777E-1,3.454442918E-1
1.279329953E0,-3.480404615E-1,-7.388415337E-1,3.084869385E-1
1.289329953E0,-2.373211533E-1,-9.005680680E-1,3.028364480E-1
1.299329953E0,-4.520402849E-2,-9.272934198E-1,3.130684495E-1
1.309329953E0,1.904372424E-1,-7.553348541E-1,4.022547603E-1
1.319329953E0,3.265074790E-1,-6.261368990E-1,4.534147382E-1
1.329329953E0,4.114177525E-1,-4.641048610E-1,4.983133376E-1
1.339329953E0,4.341724813E-1,-2.472477108E-1,5.650503635E-1
1.349329953E0,4.291328490E-1,-4.276056588E-2,6.316346526E-1
1.359329953E0,3.717114925E-1,1.751656085E-1,6.688974500E-1
1.369329953E0,2.816088796E-1,3.539963961E-1,6.780604124E-1
1.379329953E0,2.147191316E-1,4.915938079E-1,6.837109327E-1
1.389329953E0,1.745547503E-1,5.609270334E-1,6.750060916E-1
1.399329953E0,1.417207420E-1,6.241515875E-1,6.760751009E-1
1.409329953E0,9.804387391E-2,5.484042764E-1,5.955936313E-1
1.419329953E0,7.406741381E-2,4.350887835E-1,5.346598029E-1
1.429329953E0,7.773260027E-2,3.194825351E-1,5.019785166E-1
1.439329953E0,8.277224004E-2,1.514945775E-1,4.645630121E-1
1.449329953E0,1.072068512E-1,9.010262787E-3,4.479169548E-1
1.459329953E0,1.353066564E-1,-3.848451003E-2,4.578435123E-1
1.469329953E0,1.510364264E-1,-5.543602258E-2,4.822781086E-1
1.479329953E0,1.472185254E-1,-2.367102914E-2,5.236642361E-1
1.489329953E0,1.313360333E-1,3.115412779E-2,5.552765131E-1
1.499329953E0,7.528914511E-2,8.231408894E-2,5.575672388E-1
1.509329953E0,8.399397135E-3,1.200350225E-1,5.743660331E-1
1.519329953E0,-4.276056588E-2,1.466076523E-1,5.754350424E-1
1.529329953E0,-7.666359097E-2,1.197295859E-1,5.510004759E-1
1.539329953E0,-6.444628537E-2,1.123992056E-1,5.352706909E-1
1.549329953E0,-3.405573592E-2,4.184427112E-2,5.305364728E-1
1.559329953E0,1.221730490E-3,-2.871066704E-2,5.283984542E-1
1.569329953E0,7.177666575E-2,-9.437867999E-2,5.432119370E-1
1.579329953E0,1.350012124E-1,-1.453859210E-1,6.033821702E-1
1.589329953E0,1.858557463E-1,-5.192354787E-3,6.397286057E-1
1.599329953E0,2.489275932E-1,1.006400511E-1,6.517932415E-1
1.609329953E0,2.866485119E-1,1.542434692E-1,6.785185933E-1
1.619329953E0,2.828305960E-1,2.322815061E-1,7.076873779E-1
1.629329953E0,2.452623993E-1,1.725694388E-1,6.882924438E-1
1.639329953E0,1.857030392E-1,1.687515229E-1,6.441574097E-1
1.649329953E0,1.165225431E-1,7.987063378E-2,6.101016402E-1
1.659329953E0,6.200282276E-2,-2.626720630E-2,5.577199459E-1
1.669329953E0,1.114829071E-2,-1.699732542E-1,4.822781086E-1
1.679329953E0,-1.282817032E-2,-3.478877544E-1,4.204280078E-1
1.689329953E0,-1.023199316E-2,-4.793764949E-1,3.877467215E-1
1.699329953E0,2.382374369E-2,-6.241515875E-1,3.747658134E-1
1.709329953E0,1.029307917E-1,-7.044803500E-1,3.885102868E-1
1.719329953E0,2.208277881E-1,-6.776022911E-1,4.155410826E-1
1.729329953E0,3.118467033E-1,-5.824599862E-1,4.324925840E-1
1.739329953E0,3.701843321E-1,-4.109596014E-1,4.187481403E-1
1.749329953E0,3.083342314E-1,-2.396118939E-1,3.291036487E-1
1.759329953E0,1.542434692E-1,-1.377501190E-1,1.882992089E-1
1.769329953E0,-1.563815027E-1,-1.311833113E-1,-7.590000331E-2
1.779329953E0,-5.459607840E-1,-1.698205322E-1,-3.744603992E-1
1.789329953E0,-8.749117255E-1,-2.935207486E-1,-6.152940392E-1
1.799329953E0,-1.192714334E0,-4.514294267E-1,-8.998045325E-1
1.809329953E0,-1.294270754E0,-5.503895879E-1,-1.100015640E0
1.819329953E0,-1.174999356E0,-5.261076689E-1,-1.141401768E0
1.829329953E0,-9.491318464E-1,-4.418082833E-1,-1.061836481E0
1.839329953E0,-5.655084848E-1,-2.428189367E-1,-8.613200188E-1
1.849329953E0,-1.514945775E-1,1.527163113E-4,-6.134614348E-1
1.859329953E0,1.482875347E-1,1.467603743E-1,-4.300491214E-1
1.869329953E0,4.141666293E-1,1.777617931E-1,-2.490803003E-1
1.879329953E0,5.355761051E-1,4.428773001E-2,-1.435533315E-1
1.889329953E0,5.393940210E-1,-2.003637999E-1,-1.368338168E-1
1.899329953E0,4.934264123E-1,-4.111123085E-1,-1.974621862E-1
1.909329953E0,4.147774875E-1,-6.511823535E-1,-3.289509416E-1
1.919329953E0,3.423899710E-1,-8.304712772E-1,-4.897612035E-1
1.929329953E0,3.184134960E-1,-8.866708875E-1,-6.154467463E-1
1.939329953E0,3.417791128E-1,-8.139779568E-1,-7.437284589E-1
1.949329953E0,4.002694488E-1,-6.316346526E-1,-8.440630436E-1
1.959329953E0,4.392121136E-1,-4.285219610E-1,-9.031642675E-1
1.969329953E0,4.610505402E-1,-1.414152980E-1,-9.502009153E-1
1.979329953E0,4.463897645E-1,1.311833113E-1,-9.813550115E-1
1.989329953E0,3.940080702E-1,3.465133011E-1,-1.006247759E0
1.999329953E0,3.356704414E-1,4.644103050E-1,-1.027475357E0
2.009329953E0,2.457205504E-1,5.433646441E-1,-1.047328472E0
2.019329953E0,1.667662114E-1,5.213735104E-1,-1.059698462E0
2.029329953E0,1.206458881E-1,4.447098970E-1,-1.080315232E0
2.039329953E0,1.012509167E-1,2.973386645E-1,-1.106887817E0
2.049329953E0,1.269072592E-1,1.330159009E-1,-1.123533845E0
2.059329953E0,1.660026312E-1,7.635815535E-3,-1.131627917E0
2.069329953E0,2.206750661E-1,-1.114829108E-1,-1.133765936E0
