"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.734355732775698E9,"2024-12-16 14:28:52.776 UTC+01:00"
"PAUSE",1.805132645834237E1,1.734355750826991E9,"2024-12-16 14:29:10.827 UTC+01:00"
