"event","experiment time","system time","system time text"
"START",0.000000000E0,1734352649.784,"2024-12-16 13:37:29.784 UTC+01:00"
"PAUSE",1.078598080E1,1734352660.570,"2024-12-16 13:37:40.570 UTC+01:00"
