"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.602628400E-2,-3.187838078E0,4.039084435E0,8.057829857E0
2.435536700E-2,-3.049652576E0,4.087539196E0,8.159524918E0
3.435536700E-2,-2.666800737E0,4.198805332E0,8.044670105E0
4.435536700E-2,-2.356930256E0,4.286143780E0,8.200801849E0
5.435536700E-2,-2.266601324E0,4.258028030E0,8.297710419E0
6.435536700E-2,-2.298904419E0,4.162314892E0,8.139784813E0
7.435536700E-2,-2.394019127E0,4.099503517E0,8.014759064E0
8.435536700E-2,-2.234298229E0,3.932005882E0,7.682755470E0
9.435536700E-2,-2.191227436E0,3.726821184E0,7.860422611E0
1.043553670E-1,-2.254039049E0,3.488137245E0,8.170292854E0
1.143553670E-1,-2.421536446E0,3.267997503E0,8.407182693E0
1.243553670E-1,-2.468794823E0,3.081955671E0,8.545368195E0
1.343553670E-1,-2.258824587E0,3.039483070E0,8.543573380E0
1.443553670E-1,-2.353939295E0,3.129812002E0,8.456234932E0
1.543553670E-1,-2.368296146E0,3.148954630E0,8.379665375E0
1.643553670E-1,-2.210369825E0,3.235096216E0,8.324031830E0
1.743553670E-1,-2.130808592E0,3.365504980E0,8.572885513E0
1.843553670E-1,-2.088934183E0,3.394817114E0,8.902496338E0
1.943553670E-1,-1.745564103E0,3.296113253E0,9.183652878E0
2.043553670E-1,-1.745564103E0,3.296113253E0,9.183652878E0
2.143553670E-1,-8.602197170E-1,2.606980324E0,9.605986595E0
2.243553670E-1,-1.698904037E-1,2.193022013E0,9.480961800E0
2.343553670E-1,1.704886109E-1,2.132004976E0,9.193822861E0
2.443553670E-1,2.554338276E-1,2.190030813E0,9.452845573E0
2.543553670E-1,4.869394004E-1,2.212164640E0,1.036211872E1
2.643553670E-1,7.686942816E-1,2.146361828E0,1.050867844E1
2.743553670E-1,9.690931439E-1,2.146960020E0,1.061635590E1
2.843553670E-1,1.140778184E0,2.166700840E0,1.058943653E1
2.943553670E-1,1.419542074E0,2.143370867E0,1.033998489E1
3.043553670E-1,1.889731646E0,2.115255117E0,9.805787086E0
3.143553670E-1,-6.741777658E-1,3.510869026E0,4.957330227E0
3.243553670E-1,-4.223332107E-1,3.166900873E0,6.932007313E0
3.343553670E-1,1.853839397E0,2.992224693E0,8.352746010E0
3.443553670E-1,3.132802963E0,2.203191519E0,8.421539307E0
3.543553670E-1,3.314059258E0,1.660020709E0,9.083752632E0
3.643553670E-1,3.504886866E0,1.408176184E0,9.410971642E0
3.743553670E-1,3.373879910E0,1.434497118E0,8.578866959E0
