"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.153200800E-2,2.568978310E0,4.015076160E0,8.638579369E0
2.153200800E-2,2.537853718E0,4.118026733E0,8.435071945E0
3.153200800E-2,2.568978310E0,4.235342979E0,8.243535995E0
4.153200800E-2,2.501940727E0,4.125209332E0,8.190863609E0
5.153200800E-2,2.363077164E0,4.015076160E0,8.296208382E0
6.153200800E-2,2.312798738E0,3.950432777E0,8.459013939E0
7.153200800E-2,2.243366957E0,3.818751812E0,8.377611160E0
8.153200800E-2,2.236184359E0,3.742137194E0,8.478167534E0
9.153200800E-2,2.118868589E0,3.696647406E0,8.617031097E0
1.015321330E-1,2.104503393E0,3.663128614E0,8.638579369E0
1.115322440E-1,2.106897593E0,3.581725836E0,8.746317863E0
1.215322440E-1,2.116474390E0,3.552995205E0,8.755894661E0
1.315322440E-1,2.047042370E0,3.529053211E0,8.846874237E0
1.415322440E-1,2.061407566E0,3.521870613E0,8.928277016E0
1.515322440E-1,2.085349798E0,3.440467834E0,9.100660324E0
1.615322440E-1,2.147598982E0,3.335123062E0,9.249100685E0
1.715322440E-1,2.221819162E0,3.275267839E0,9.416694641E0
1.815322440E-1,2.154781580E0,3.239354849E0,9.423876762E0
1.915322440E-1,2.003946781E0,3.246537447E0,9.356839180E0
2.015322440E-1,1.941697598E0,3.303998232E0,9.308955193E0
2.115322440E-1,1.845929503E0,3.366247654E0,9.189245224E0
2.215322440E-1,1.881842494E0,3.416525841E0,9.115025520E0
2.315322440E-1,2.011129379E0,3.509899616E0,9.129390717E0
2.415322440E-1,2.080561161E0,3.598485231E0,9.064746857E0
2.515322440E-1,2.106897593E0,3.605667830E0,8.913911819E0
2.615322440E-1,2.080561161E0,3.665522814E0,8.784625053E0
2.715322440E-1,2.011129379E0,3.675099611E0,8.636184692E0
2.815322440E-1,1.951274395E0,3.665522814E0,8.535628319E0
2.915322440E-1,1.877054095E0,3.739742994E0,8.559570312E0
3.015322440E-1,1.920149803E0,3.766079187E0,8.542811394E0
3.115322440E-1,1.987187386E0,3.792415380E0,8.482955933E0
3.215322440E-1,2.015917778E0,3.845088005E0,8.542811394E0
3.315322440E-1,2.133233786E0,3.854664803E0,8.609848976E0
3.415322440E-1,2.161964178E0,3.835511208E0,8.605060577E0
3.515322440E-1,2.123656988E0,3.852270603E0,8.648156166E0
3.615322770E-1,2.075772762E0,3.849876404E0,8.743924141E0
3.715322770E-1,2.116474390E0,3.770867586E0,8.844480515E0
3.815322770E-1,2.149993181E0,3.720589399E0,8.858845711E0
3.915322770E-1,2.164358377E0,3.687070608E0,8.940248489E0
4.015322770E-1,2.066195965E0,3.660734415E0,8.971372604E0
4.115322430E-1,1.932120800E0,3.610456228E0,8.904335022E0
4.215322430E-1,1.929726601E0,3.608062029E0,8.877999306E0
4.315322430E-1,1.968033791E0,3.593696833E0,8.849268913E0
4.415322430E-1,2.039859772E0,3.608062029E0,8.911518097E0
4.515322430E-1,2.140416384E0,3.560178041E0,8.992920876E0
4.615322430E-1,2.140416384E0,3.500322819E0,8.973767281E0
4.715322430E-1,2.102109194E0,3.495534420E0,8.966584206E0
4.815322430E-1,2.149993181E0,3.490746021E0,9.040804863E0
4.915322430E-1,2.214636564E0,3.411737442E0,9.031228065E0
5.015322430E-1,2.205059767E0,3.435679436E0,9.002497673E0
5.115322430E-1,2.087743998E0,3.514688015E0,8.897152901E0
5.215322430E-1,1.958456993E0,3.560178041E0,8.789413452E0
5.315322430E-1,1.841141105E0,3.598485231E0,8.748712540E0
5.415322430E-1,1.845929503E0,3.629609823E0,8.770259857E0
5.515322430E-1,1.850717902E0,3.663128614E0,8.796596527E0
5.615322430E-1,1.869871497E0,3.720589399E0,8.870816231E0
5.715322430E-1,1.951274395E0,3.801992416E0,9.088688850E0
5.815322760E-1,2.044648170E0,3.780444384E0,9.134179115E0
5.915322760E-1,2.169146776E0,3.799597979E0,9.328108788E0
6.015322760E-1,2.197877169E0,3.859453201E0,9.455001831E0
6.115323090E-1,2.205059767E0,3.993528366E0,9.481337547E0
6.215323090E-1,2.288856745E0,4.125209332E0,9.682451248E0
6.315323090E-1,2.580949545E0,4.357447147E0,9.945813179E0
6.415323090E-1,2.851494312E0,4.537012100E0,1.005594635E1
6.515323090E-1,3.186682463E0,4.769249916E0,1.029297256E1
6.615322750E-1,3.438073635E0,4.939537525E0,1.029057789E1
6.715322750E-1,3.605667830E0,5.064035892E0,1.002003384E1
6.815322750E-1,3.660734415E0,5.485415459E0,9.677662849E0
6.915322750E-1,3.605667830E0,5.822998047E0,9.387964249E0
7.015322410E-1,3.706224203E0,5.921160221E0,9.227552414E0
7.115322410E-1,3.962403774E0,6.107907772E0,8.949825287E0
7.215322410E-1,4.424484730E0,5.770325184E0,8.612242699E0
7.315322410E-1,4.934749126E0,5.016151905E0,7.843704224E0
