"event","experiment time","system time","system time text"
"START",0.000000000E0,1734014029.880,"2024-12-12 15:33:49.880 UTC+01:00"
"PAUSE",1.550062086E1,1734014045.380,"2024-12-12 15:34:05.380 UTC+01:00"
