"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.467108300E-2,-5.134445429E-1,-4.812944412E0,7.606588364E0
3.467108300E-2,-4.777053595E-1,-4.774713039E0,7.622179985E0
4.467108300E-2,-4.251897335E-1,-4.714894772E0,7.697635174E0
5.467108300E-2,-3.822360039E-1,-4.666997910E0,7.780261993E0
6.467108300E-2,-3.909974098E-1,-4.657393456E0,7.818790913E0
7.467108300E-2,-4.407349825E-1,-4.672730446E0,7.847489834E0
8.467108300E-2,-4.770962000E-1,-4.709500790E0,7.879760742E0
9.467108300E-2,-5.015192032E-1,-4.764680862E0,7.892436981E0
1.046710830E-1,-5.279271603E-1,-4.805170536E0,7.862946033E0
1.146710830E-1,-5.617711544E-1,-4.826768875E0,7.838388443E0
1.246710830E-1,-6.025687456E-1,-4.834979534E0,7.831784248E0
1.346710830E-1,-6.700575352E-1,-4.858473778E0,7.797535419E0
1.446710830E-1,-7.472414970E-1,-4.881801128E0,7.746055603E0
1.546710830E-1,-7.793003321E-1,-4.874659538E0,7.688275337E0
1.646710830E-1,-7.417135239E-1,-4.812790394E0,7.624739170E0
1.746710830E-1,-6.650160551E-1,-4.715881348E0,7.574018002E0
1.846710830E-1,-5.228803158E-1,-4.586511612E0,7.553789139E0
1.946711450E-1,-3.544359207E-1,-4.462035179E0,7.569408417E0
2.046711450E-1,-1.816209555E-1,-4.386396408E0,7.633084297E0
2.146711450E-1,-5.559623241E-2,-4.368137836E0,7.670917034E0
2.246711450E-1,-1.472997665E-2,-4.448764801E0,7.624454498E0
2.346711450E-1,-1.873135567E-2,-4.543889046E0,7.529637814E0
2.446711450E-1,-5.437552929E-2,-4.631052017E0,7.383617878E0
2.546711450E-1,-9.213876724E-2,-4.660853386E0,7.233664989E0
2.646711450E-1,-1.121593714E-1,-4.628428459E0,7.085961342E0
2.746711450E-1,-9.134328365E-2,-4.559895992E0,6.930790424E0
2.846711450E-1,-4.748725891E-2,-4.481158257E0,6.761888504E0
2.946711450E-1,6.199121475E-3,-4.415797710E0,6.602347374E0
3.046711450E-1,5.236387253E-2,-4.375717640E0,6.462437630E0
3.146711450E-1,6.413257122E-2,-4.360781670E0,6.379101753E0
3.246711450E-1,4.448175430E-3,-4.383260250E0,6.404407501E0
3.346711450E-1,-7.331252098E-2,-4.424575806E0,6.477067947E0
3.446711450E-1,-1.625227928E-1,-4.470857143E0,6.595026493E0
3.546711780E-1,-2.165290117E-1,-4.512498856E0,6.668918133E0
3.646711780E-1,-2.474068999E-1,-4.532349586E0,6.674732208E0
3.746711780E-1,-2.553629875E-1,-4.520352840E0,6.619931221E0
3.846711780E-1,-2.266106606E-1,-4.512398720E0,6.535558701E0
3.946711780E-1,-2.002193928E-1,-4.486952782E0,6.458346367E0
4.046711780E-1,-2.079838514E-1,-4.459200382E0,6.413481712E0
4.146711780E-1,-1.960628033E-1,-4.436738968E0,6.378410816E0
4.246711780E-1,-1.743139029E-1,-4.474802971E0,6.371920586E0
4.346708780E-1,-1.745624542E-1,-4.537652969E0,6.382331848E0
4.446709110E-1,-1.916202903E-1,-4.586544991E0,6.413019180E0
4.546709110E-1,-1.679254174E-1,-4.630274773E0,6.478825569E0
4.646709110E-1,-1.197331548E-1,-4.656491756E0,6.607820511E0
4.746709110E-1,-4.299008846E-2,-4.682179451E0,6.743910313E0
4.846709110E-1,-2.965569496E-3,-4.683533192E0,6.875354767E0
4.946708770E-1,4.628318548E-2,-4.644871235E0,6.998161316E0
5.046708770E-1,6.216144562E-2,-4.609902382E0,7.066337585E0
5.146708770E-1,7.001930475E-2,-4.577312946E0,7.083463669E0
5.246708770E-1,1.561254263E-2,-4.539602757E0,7.048976898E0
5.346708770E-1,-6.885218620E-2,-4.491415024E0,7.010854721E0
5.446708770E-1,-1.929312646E-1,-4.443674564E0,6.979367256E0
5.546708770E-1,-3.377256691E-1,-4.419037819E0,6.986848354E0
5.646708770E-1,-4.641044140E-1,-4.424242020E0,7.052742958E0
5.746708770E-1,-5.520786047E-1,-4.456911087E0,7.138806343E0
5.846708770E-1,-5.844073296E-1,-4.522450447E0,7.234144211E0
5.946708770E-1,-5.953653455E-1,-4.570922375E0,7.318991661E0
6.046708770E-1,-5.860270262E-1,-4.580830574E0,7.405027390E0
6.146708770E-1,-5.499233603E-1,-4.564302444E0,7.475816250E0
6.246708770E-1,-4.849284589E-1,-4.538146019E0,7.547932625E0
6.346708770E-1,-4.016641974E-1,-4.507322311E0,7.642653942E0
6.446708770E-1,-3.100375533E-1,-4.486098289E0,7.787055969E0
6.546708430E-1,-2.338778973E-1,-4.484034538E0,7.946383476E0
6.646708430E-1,-1.837286651E-1,-4.532328129E0,8.120696068E0
6.746708430E-1,-1.624240279E-1,-4.621630192E0,8.263561249E0
6.846708430E-1,-1.927351356E-1,-4.747340202E0,8.345561981E0
6.946708760E-1,-2.264841199E-1,-4.864506245E0,8.387361526E0
7.046708760E-1,-2.872622609E-1,-4.943063736E0,8.376673698E0
7.146708760E-1,-3.424255252E-1,-4.984979630E0,8.367403030E0
7.246708760E-1,-3.668013811E-1,-4.994265079E0,8.365227699E0
7.346711760E-1,-3.635042310E-1,-4.992019653E0,8.372510910E0
