"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
9.418250003E-3,-9.814551473E-3,2.076428139E-1,-8.851807415E-2
1.937125000E-2,-9.756079316E-3,2.524079275E-1,-3.031389552E-1
2.932425000E-2,-5.278223097E-2,3.427851239E-1,-5.416942441E-1
3.927725001E-2,-8.465014100E-2,4.538331047E-1,-7.815891302E-1
4.923025001E-2,-8.549447894E-2,5.529974967E-1,-8.766104776E-1
5.918325001E-2,-5.439138472E-2,5.045199859E-1,-7.933432031E-1
6.913625001E-2,3.380339688E-1,4.590616849E-1,-5.100561297E-1
7.909024996E-2,-2.738496673E-1,2.701036486E-1,-2.479886019E-1
8.904324996E-2,-4.778198451E-1,4.337774473E-1,-4.448117280E-1
9.899624996E-2,-5.738527608E-1,6.319249678E-1,2.134233713E-2
1.089492500E-1,-9.611343187E-1,4.908705381E-1,-1.129331231E-2
1.189022500E-1,-6.026315868E-1,4.512951207E-1,-1.284674209E-1
1.288552500E-1,-9.441733003E-2,5.432832250E-1,7.922217071E-2
1.388082500E-1,-6.320255399E-3,5.955739975E-1,-1.834482050E-1
1.487612500E-1,-1.182564282E0,7.230880299E-1,-7.918743825E-1
1.587152500E-1,-1.413291904E0,1.507718589E0,-1.200005357E0
1.686682500E-1,-1.128212659E0,2.156521545E0,-1.492594181E0
1.786212500E-1,-1.229350778E0,1.922810382E0,-1.439095666E0
1.885742500E-1,-9.817761594E-1,1.675547127E0,-1.228878908E0
1.985272500E-1,-1.021866716E0,1.178834636E0,-1.232728715E0
2.084802500E-1,-1.426778507E0,5.558371970E-1,2.110435545E-2
2.184342500E-1,-2.267513685E0,7.576529682E-4,-7.367725611E-2
2.283872500E-1,-6.914440683E-1,4.664718613E-1,-3.843930334E-1
2.383402500E-1,1.395241257E0,9.767089623E-1,-2.326291358E-1
2.482932500E-1,8.671011508E-1,1.248287717E0,-5.951459813E-1
2.582462500E-1,-8.874713883E-1,2.028670713E0,-9.250581676E-1
2.681992500E-1,-4.572981647E-1,3.022012957E0,-9.088128483E-1
2.781522500E-1,-2.851915115E-1,3.767998976E0,-1.125700110E0
2.881052500E-1,-9.441548815E-1,3.814580235E0,-1.237402979E0
2.980582500E-1,-7.547635666E-1,3.547712728E0,-1.497942629E0
3.080122500E-1,-3.527607661E-1,3.110222591E0,-2.581492501E0
3.179652500E-1,-8.382948428E-2,2.825005644E0,-3.436268891E0
3.279182500E-1,1.862361574E-1,2.666568904E0,-3.278858337E0
3.378712500E-1,5.078903210E-1,1.711233708E0,-2.297539430E0
3.478242500E-1,1.358565766E0,1.107006269E0,-1.967050123E0
3.577772500E-1,1.536155938E0,8.234467158E-1,-2.933026521E0
3.677302500E-1,-1.178994265E0,-7.145426166E-1,-1.364747735E0
3.776832500E-1,-5.875549798E-1,-1.274090457E0,1.932636335E0
3.876372500E-1,5.429667445E-1,-9.017447340E-1,2.628160883E0
3.975902500E-1,8.210585667E-1,-1.516992858E-1,2.923841715E0
4.075432500E-1,2.227906254E0,7.354507980E-1,2.766506590E0
4.174962500E-1,1.255721136E0,7.298535508E-1,2.276777136E0
4.274492500E-1,1.402624243E-1,8.636314861E-1,2.393822021E0
4.374022500E-1,-6.636272554E-1,1.159997465E0,2.276290648E0
4.473552500E-1,-5.626576817E-1,1.310744897E0,2.183789451E0
4.573082500E-1,-1.247536350E-1,1.853988361E0,1.839035861E0
4.672612500E-1,1.583849191E-1,2.369863640E0,7.424174631E-1
4.772152500E-1,5.004584734E-1,2.166776100E0,-1.100510305E0
4.871682500E-1,-2.879079817E-1,1.271090981E0,-1.790420356E0
4.971212500E-1,-2.051273417E0,3.537642214E-2,-1.168685331E0
5.070742500E-1,-4.307684409E0,-1.210177247E0,-4.906714404E-1
5.170272500E-1,-5.027199206E0,-1.475792938E0,-6.219016707E-1
5.269802500E-1,-3.322045579E0,-3.860341275E-1,-1.419352543E0
5.369332500E-1,-5.432774509E-1,9.302624819E-1,-1.954303193E0
5.468862500E-1,7.682038303E-1,1.815829432E0,-2.567226464E0
5.568392500E-1,1.218904289E0,1.591941153E0,-1.981952337E0
5.667932500E-1,1.136476675E0,6.726742136E-1,-1.368528544E0
5.767462500E-1,-1.092786133E-2,4.970563075E-1,-1.249033091E0
5.866992500E-1,-4.774845073E-1,7.334089503E-2,-1.343891301E0
5.966522500E-1,-4.193272233E-1,-1.514396694E-1,-2.264944711E0
6.066052500E-1,-8.227222458E-1,-3.758506899E-1,-3.525258835E0
6.165582500E-1,-3.296744385E0,3.935939196E-1,-5.188484125E0
6.265112500E-1,-5.625863457E0,2.015155166E0,-5.884857688E0
6.364642500E-1,-5.723930034E0,-1.068961945E0,-3.524948348E0
6.464182500E-1,-4.344902229E0,-2.070678864E0,-2.947934582E0
6.563712500E-1,-3.243846964E0,-6.846893647E-1,-4.098779474E0
6.663242500E-1,-2.900868589E0,-6.203973283E-1,-4.440476723E0
6.762772500E-1,-3.132689640E0,-1.375922641E0,-4.709831636E0
6.862302500E-1,-3.128862053E0,-1.629606138E0,-4.311653207E0
6.961832083E-1,-2.235472990E0,-1.672513445E0,-2.554091864E0
7.061362083E-1,-1.745355865E0,-1.990464714E0,-1.715953726E0
7.160892083E-1,-3.498734695E0,-2.288651516E0,-2.877986680E0
7.260422083E-1,-4.291737590E0,-2.150845214E0,-3.286117070E0
7.359962083E-1,-4.115226522E0,-2.245039327E0,-2.746486601E0
7.459492083E-1,-3.825799872E0,-2.608335899E0,-2.071348371E0
