"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.418250003E-3,-2.742138803E-1,-2.680677176E-1,-1.437169909E-1
1.937125000E-2,-3.696439862E-1,-3.829745948E-1,-1.748674512E-1
2.932425000E-2,-4.028243124E-1,-5.335382819E-1,-2.261044234E-1
3.927725001E-2,-4.063452780E-1,-7.048135996E-1,-2.946520746E-1
4.923025001E-2,-3.979959786E-1,-8.034368157E-1,-3.644374311E-1
5.918325001E-2,-3.544082940E-1,-8.894308209E-1,-3.615060747E-1
6.913625001E-2,-3.470795453E-1,-7.584272623E-1,-3.947697580E-1
7.909024996E-2,-2.980893552E-1,-5.034029484E-1,-4.119660556E-1
8.904324996E-2,-2.401082963E-1,-3.689742088E-1,-4.275628030E-1
9.899624996E-2,-2.196317762E-1,-1.841231138E-1,-5.005602837E-1
1.089492500E-1,-2.655372918E-1,-8.506105840E-2,-5.915417671E-1
1.189022500E-1,-3.890951574E-1,-1.880779862E-1,-6.976029873E-1
1.288552500E-1,-5.483095646E-1,-4.724057615E-1,-8.633370399E-1
1.388082500E-1,-7.428050041E-1,-7.463209629E-1,-1.165658236E0
1.487612500E-1,-9.929192662E-1,-9.839717150E-1,-1.409614921E0
1.587152500E-1,-1.262552261E0,-1.198439360E0,-1.517534494E0
1.686682500E-1,-1.536838293E0,-1.496217847E0,-1.571338177E0
1.786212500E-1,-1.752382636E0,-1.928293347E0,-1.522356272E0
1.885742500E-1,-1.872122407E0,-2.310390711E0,-1.395804048E0
1.985272500E-1,-2.064927578E0,-2.760875463E0,-1.282321215E0
2.084802500E-1,-2.349956274E0,-2.866580486E0,-1.338709354E0
2.184342500E-1,-2.704592943E0,-3.167806864E0,-1.214265704E0
2.283872500E-1,-3.163400888E0,-3.625551462E0,-9.553422332E-1
2.383402500E-1,-3.720962524E0,-3.751028061E0,-8.019348383E-1
2.482932500E-1,-4.226944447E0,-3.531917572E0,-7.932137251E-1
2.582462500E-1,-4.519315243E0,-3.378196478E0,-7.040920854E-1
2.681992500E-1,-4.587610245E0,-3.116865396E0,-5.643377304E-1
2.781522500E-1,-4.388070107E0,-2.535107613E0,-4.669983983E-1
2.881052500E-1,-3.784183741E0,-1.829710841E0,-3.862706423E-1
2.980582500E-1,-2.883507967E0,-8.238452077E-1,-3.518724442E-1
3.080122500E-1,-1.929788351E0,4.230329394E-1,-3.161596060E-1
3.179652500E-1,-1.163819313E0,1.449236751E0,-2.966625988E-1
3.279182500E-1,-6.790701151E-1,1.688653588E0,-3.922257423E-1
3.378712500E-1,-3.520855606E-1,9.947656393E-1,-4.837556481E-1
3.478242500E-1,-5.334049836E-2,2.301965356E-1,-4.071961045E-1
3.577772500E-1,1.899243593E-1,1.890895814E-1,-4.298177958E-1
3.677302500E-1,5.597945452E-1,-7.698432207E-1,-3.813105524E-1
3.776832500E-1,8.760371804E-1,-1.296823978E0,-1.114492416E-1
3.876372500E-1,1.288784027E0,-1.600943923E0,3.036037087E-1
3.975902500E-1,1.646892905E0,-2.292901039E0,8.099020123E-1
4.075432500E-1,1.795388818E0,-2.607515574E0,1.176927567E0
4.174962500E-1,1.722447753E0,-2.661298752E0,1.331414461E0
4.274492500E-1,1.482948542E0,-2.268906593E0,1.261094332E0
4.374022500E-1,1.134369850E0,-2.207736969E0,1.099115014E0
4.473552500E-1,8.097985387E-1,-2.421599627E0,9.129276872E-1
4.573082500E-1,7.469180822E-1,-2.480515957E0,8.292367458E-1
4.672612500E-1,9.443506002E-1,-2.241675377E0,8.976155519E-1
4.772152500E-1,1.255947471E0,-1.858911872E0,9.949333072E-1
4.871682500E-1,1.466157079E0,-1.636258483E0,8.890727758E-1
4.971212500E-1,1.527712107E0,-1.721455693E0,4.404936433E-1
5.070742500E-1,1.540273905E0,-2.160344124E0,-1.015484184E-1
5.170272500E-1,1.572868109E0,-2.796589375E0,-3.689148724E-1
5.269802500E-1,1.665723801E0,-3.438760042E0,-2.458470166E-1
5.369332500E-1,1.766128659E0,-3.732227087E0,5.022778362E-2
5.468862500E-1,1.748513222E0,-3.975948811E0,2.078477740E-1
5.568392500E-1,1.589509964E0,-4.079437256E0,2.300063372E-1
5.667932500E-1,1.346148252E0,-4.209356785E0,9.481155872E-2
5.767462500E-1,1.131411672E0,-4.686735630E0,-3.523539379E-2
5.866992500E-1,1.097982287E0,-5.424367905E0,-6.337029487E-2
5.966522500E-1,1.340330243E0,-6.433766842E0,-7.845044136E-2
6.066052500E-1,1.557313681E0,-6.668268681E0,1.221263781E-2
6.165582500E-1,1.738693237E0,-6.294319153E0,3.005568385E-1
6.265112500E-1,1.773815155E0,-6.331039429E0,1.259167641E-1
6.364642500E-1,1.740791678E0,-6.567438126E0,-2.678649314E-2
6.464182500E-1,1.719136357E0,-6.609563351E0,4.892232642E-2
6.563712500E-1,1.725169182E0,-6.562640667E0,2.212126106E-1
6.663242500E-1,1.673004627E0,-6.472402096E0,3.984763324E-1
6.762772500E-1,1.520694017E0,-6.217945576E0,6.207144260E-1
6.862302500E-1,1.005620718E0,-5.429019451E0,9.481138587E-1
6.961832083E-1,5.928897858E-1,-5.123336315E0,1.334113955E0
7.061362083E-1,4.190179110E-1,-4.931973457E0,1.479436040E0
7.160892083E-1,4.105293453E-1,-4.676071167E0,1.379090786E0
7.260422083E-1,4.826092720E-1,-4.517499447E0,1.279847145E0
7.359962083E-1,5.514349341E-1,-4.394284248E0,1.282268405E0
7.459492083E-1,6.358479261E-1,-4.152787685E0,1.393829465E0
7.559022083E-1,6.705430746E-1,-3.691621780E0,1.643816352E0
7.658552083E-1,5.545312166E-1,-3.053572893E0,1.963403463E0
7.758082083E-1,2.711876333E-1,-2.464563847E0,2.274025440E0
7.857612083E-1,-1.280601621E-1,-2.010632992E0,2.508090019E0
7.957142083E-1,-4.947231114E-1,-1.664855719E0,2.674500465E0
8.056672083E-1,-7.401986718E-1,-1.411574721E0,2.820737123E0
8.156212083E-1,-8.530559540E-1,-1.282427907E0,2.940143108E0
8.255742083E-1,-8.843983412E-1,-1.257993460E0,3.012305737E0
8.355272083E-1,-8.434721828E-1,-1.414439559E0,3.061410427E0
8.454802083E-1,-6.971384287E-1,-1.689215779E0,3.130338430E0
8.554332083E-1,-5.041053295E-1,-1.977904797E0,3.188931942E0
8.653862083E-1,-3.352689743E-1,-2.230781555E0,3.251027822E0
8.753392083E-1,-2.287436277E-1,-2.364221811E0,3.359483004E0
8.852922083E-1,-2.088855207E-1,-2.348022938E0,3.498910904E0
8.952452083E-1,-2.645319700E-1,-2.194857121E0,3.653399944E0
9.051992083E-1,-4.115120471E-1,-2.014059067E0,3.828338385E0
9.151522083E-1,-5.828726292E-1,-1.836574793E0,4.021001816E0
9.251052083E-1,-7.517387271E-1,-1.642824054E0,4.232792377E0
9.350582083E-1,-9.124863148E-1,-1.486241460E0,4.460250378E0
9.450112083E-1,-1.041819930E0,-1.384937048E0,4.698623180E0
9.549642083E-1,-1.078257918E0,-1.327497244E0,4.916497231E0
9.649172083E-1,-1.001585722E0,-1.269400835E0,5.125155926E0
9.748702083E-1,-8.492619395E-1,-1.195124269E0,5.279458523E0
9.848232083E-1,-6.959060431E-1,-1.076080322E0,5.342664242E0
9.947772083E-1,-6.012328267E-1,-8.894485831E-1,5.300196171E0
1.004730208E0,-5.824921727E-1,-6.711184382E-1,5.145925522E0
1.014683208E0,-6.501982808E-1,-4.216215312E-1,4.837906361E0
1.024636208E0,-7.742375731E-1,-1.436271369E-1,4.407661438E0
1.034589208E0,-8.739579916E-1,1.171154976E-1,3.944604397E0
1.044542208E0,-8.925269842E-1,2.664711475E-1,3.522160769E0
1.054495208E0,-7.994484305E-1,3.803750873E-1,3.031643629E0
1.064448208E0,-5.871518850E-1,4.404450655E-1,2.544184923E0
1.074402208E0,-2.859179974E-1,4.487064481E-1,2.150792599E0
1.084355208E0,-1.950266957E-2,3.186067045E-1,1.881549239E0
1.094308208E0,1.606564522E-1,1.486006230E-1,1.663601160E0
1.104261208E0,2.820328772E-1,-7.093209308E-3,1.489676833E0
1.114214208E0,3.345901072E-1,-9.555116296E-2,1.347874522E0
1.124167208E0,3.351632059E-1,-1.322940588E-1,1.188300610E0
1.134120208E0,2.953111529E-1,-1.243016496E-1,1.028396487E0
1.144073208E0,2.246200889E-1,-5.693970248E-2,8.780089617E-1
1.154026208E0,1.364012808E-1,6.143887341E-2,7.551288605E-1
1.163980208E0,2.899450250E-2,2.071070820E-1,6.357705593E-1
1.173933208E0,-1.200903207E-1,3.618780077E-1,5.372170806E-1
1.183886208E0,-2.851050794E-1,5.073229671E-1,4.981763065E-1
1.193839208E0,-4.438619614E-1,6.192414761E-1,5.506005883E-1
1.203792208E0,-5.607050657E-1,6.754196882E-1,6.965910792E-1
1.213745208E0,-6.074373722E-1,7.264714241E-1,8.518584371E-1
1.223698208E0,-6.337060928E-1,7.343204021E-1,1.041205525E0
1.233651208E0,-6.745845079E-1,6.670388579E-1,1.255809426E0
1.243605208E0,-7.613304853E-1,5.486046076E-1,1.663996100E0
1.253558208E0,-8.499798775E-1,3.943828046E-1,1.959899187E0
1.263511208E0,-8.562995791E-1,2.426632792E-1,2.045043945E0
1.273464208E0,-8.651782870E-1,1.984052658E-1,2.011590242E0
1.283417208E0,-8.952142000E-1,1.965756565E-1,1.938356519E0
1.293370208E0,-9.135444760E-1,2.773962021E-1,1.835103393E0
1.303323208E0,-8.861474991E-1,3.622507155E-1,1.735838056E0
1.313276208E0,-8.122090697E-1,4.712419212E-1,1.632762313E0
1.323229208E0,-6.946274042E-1,6.125547886E-1,1.497872591E0
1.333183208E0,-5.427606702E-1,7.143874168E-1,1.356436372E0
1.343136208E0,-3.934385180E-1,7.294872403E-1,1.253850698E0
1.353089208E0,-2.509708405E-1,6.711032987E-1,1.189436793E0
1.363042208E0,-1.082919165E-1,5.397110581E-1,1.095988154E0
1.372995208E0,9.701568633E-3,3.511781394E-1,9.606112838E-1
1.382948208E0,1.107433438E-1,9.558629990E-2,8.060906529E-1
1.392901208E0,1.989871860E-1,-1.809227765E-1,6.250990629E-1
1.402854208E0,2.751840353E-1,-4.583124518E-1,3.792681396E-1
1.412808208E0,3.505389690E-1,-7.339515090E-1,1.010346785E-1
1.422761208E0,4.227529466E-1,-9.804812670E-1,-1.800321788E-1
1.432714208E0,4.991207123E-1,-1.171010971E0,-4.295890033E-1
1.442667208E0,5.804640651E-1,-1.311818957E0,-6.441105008E-1
1.452620208E0,6.471232772E-1,-1.367254019E0,-8.353321552E-1
1.462573208E0,6.928592920E-1,-1.348552823E0,-1.017136097E0
1.472526208E0,7.039811611E-1,-1.305310488E0,-1.189304113E0
1.482479208E0,6.859922409E-1,-1.242351413E0,-1.339229822E0
1.492433208E0,6.703360081E-1,-1.179818511E0,-1.497030139E0
1.502386208E0,6.649357677E-1,-1.113833666E0,-1.686052442E0
1.512339208E0,6.681214571E-1,-1.038551092E0,-1.911736131E0
1.522292208E0,6.906609535E-1,-9.391960502E-1,-2.147229433E0
1.532245208E0,7.514798641E-1,-8.085112572E-1,-2.371000528E0
1.542198208E0,8.567734957E-1,-6.531771421E-1,-2.601912022E0
1.552151208E0,9.953097701E-1,-5.007444024E-1,-2.845234156E0
1.562104208E0,1.127277732E0,-3.527942002E-1,-3.093973398E0
1.572057208E0,1.263017416E0,-1.907962412E-1,-3.333955288E0
1.582011208E0,1.375193119E0,-3.082146123E-2,-3.569554090E0
1.591964208E0,1.476147652E0,1.148880720E-1,-3.788540602E0
1.601917208E0,1.568380713E0,2.355574965E-1,-3.952203274E0
1.611870208E0,1.637649775E0,3.242958784E-1,-4.055756092E0
1.621823208E0,1.628587842E0,3.956761956E-1,-4.138416290E0
1.631776208E0,1.550125837E0,4.385014176E-1,-4.186760426E0
1.641729208E0,1.431854248E0,4.210896492E-1,-4.246817589E0
1.651682208E0,1.294551849E0,3.969752491E-1,-4.343172073E0
1.661636208E0,1.147384524E0,3.690527678E-1,-4.460296631E0
1.671589208E0,1.026485801E0,3.494034410E-1,-4.598419189E0
1.681542208E0,9.582953453E-1,3.346251249E-1,-4.741436958E0
1.691495333E0,9.545797110E-1,3.290724456E-1,-4.863254070E0
1.701448333E0,1.000566602E0,3.092096150E-1,-4.952591896E0
1.711401333E0,1.082116127E0,2.587602735E-1,-5.006133556E0
1.721354333E0,1.194965839E0,1.870225817E-1,-5.021522522E0
1.731307333E0,1.328236341E0,9.648789465E-2,-4.983488083E0
1.741261333E0,1.455392838E0,-1.435933169E-2,-4.930493355E0
1.751214333E0,1.564434648E0,-1.301088333E-1,-4.859945774E0
1.761167333E0,1.654889226E0,-2.364841998E-1,-4.782041550E0
1.771120333E0,1.725987673E0,-3.455566168E-1,-4.686856747E0
1.781073333E0,1.771744847E0,-4.407641888E-1,-4.546350956E0
1.791026333E0,1.804045796E0,-4.822325408E-1,-4.374136448E0
1.800979333E0,1.794477820E0,-5.029132366E-1,-4.159670830E0
1.810932333E0,1.707909346E0,-4.895841181E-1,-3.929924488E0
1.820886333E0,1.571856141E0,-4.291222095E-1,-3.693251133E0
1.830839333E0,1.402992249E0,-3.438110352E-1,-3.456567526E0
1.840792333E0,1.233413219E0,-2.336723208E-1,-3.231061459E0
