"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.675249981E-3,-9.618243575E-1,-1.166138291E0,-7.478862405E-1
1.962824998E-2,-1.052649498E0,-1.085175514E0,-6.822369695E-1
2.958224999E-2,-1.122431278E0,-1.006703377E0,-5.921185017E-1
3.953625000E-2,-1.190504193E0,-9.165040255E-1,-5.120514631E-1
4.949025001E-2,-1.239611506E0,-7.754771709E-1,-4.942360222E-1
5.944425002E-2,-1.245692849E0,-6.032707691E-1,-5.593212247E-1
6.939825002E-2,-1.214398861E0,-3.935628533E-1,-6.955150366E-1
7.935125002E-2,-1.212077856E0,-1.909872442E-1,-8.552851677E-1
8.930525003E-2,-1.264223337E0,-5.509971455E-2,-1.008908510E0
9.925924998E-2,-1.428136706E0,-5.535020679E-2,-1.149971366E0
1.092132500E-1,-1.620079279E0,-7.113742828E-2,-1.225059509E0
1.191672500E-1,-1.766530037E0,-5.018534511E-2,-1.265476465E0
1.291212500E-1,-1.872177958E0,-6.347824633E-2,-1.238122702E0
1.390742500E-1,-1.969934702E0,-7.351180911E-2,-1.193506718E0
1.490282500E-1,-2.026424170E0,-2.285615802E-1,-1.129515529E0
1.589822500E-1,-2.005684853E0,-3.830397129E-1,-1.015909433E0
1.689362500E-1,-1.878025055E0,-4.108950496E-1,-8.773095608E-1
1.788902500E-1,-1.653339624E0,-3.893493712E-1,-7.356953621E-1
1.888432500E-1,-1.379004240E0,-3.817093074E-1,-5.803374648E-1
1.987972500E-1,-1.129880667E0,-3.820164800E-1,-4.482191801E-1
2.087512500E-1,-9.109669328E-1,-3.994607031E-1,-3.489993811E-1
2.187052500E-1,-7.226725817E-1,-4.783552587E-1,-2.939952016E-1
2.286592500E-1,-6.163411140E-1,-5.872820020E-1,-2.453517467E-1
2.386132500E-1,-6.350425482E-1,-4.562650025E-1,-1.121165082E-1
2.485662500E-1,-6.764637232E-1,-3.595221937E-1,1.008053496E-1
2.585202500E-1,-7.924722433E-1,-1.302231848E-1,3.444102108E-1
2.684742500E-1,-1.014768958E0,2.117360085E-1,4.715585709E-1
2.784282500E-1,-1.283631921E0,4.901660085E-1,4.628601074E-1
2.883822500E-1,-1.548676610E0,6.512779593E-1,3.086100817E-1
2.983362500E-1,-1.701926470E0,6.289985776E-1,7.665671408E-2
3.082892500E-1,-1.758863807E0,4.948397279E-1,-7.322119176E-2
3.182432500E-1,-1.760005355E0,2.055712491E-1,-1.060468704E-1
3.281972500E-1,-1.675200701E0,-2.929392159E-1,-3.648243845E-2
3.381512500E-1,-1.430632353E0,-1.026433110E0,7.594591007E-3
3.481052500E-1,-1.064326286E0,-1.926514506E0,2.245583013E-2
3.580592500E-1,-6.543303132E-1,-2.842447042E0,9.820279479E-2
3.680122500E-1,-2.805828452E-1,-3.332190037E0,2.332895100E-1
3.779662500E-1,1.410176698E-2,-2.868974447E0,3.887791336E-1
3.879202500E-1,2.719894946E-1,-1.705225825E0,5.489192605E-1
3.978742500E-1,4.067540467E-1,-5.285182595E-1,6.200590134E-1
4.078282500E-1,3.770701885E-1,3.522846997E-1,4.995507598E-1
4.177812500E-1,2.933567166E-1,1.054068089E0,2.244957685E-1
4.277352500E-1,2.027724981E-1,1.694100857E0,-1.239913702E-1
4.376892500E-1,1.258941591E-1,1.947166800E0,-5.420543551E-1
4.476432500E-1,1.507805884E-1,1.712597132E0,-8.494702578E-1
4.575972500E-1,2.695295811E-1,1.100410223E0,-1.044570208E0
4.675512500E-1,4.070456326E-1,7.690775990E-1,-1.078165531E0
4.775042500E-1,4.389627576E-1,5.485513210E-1,-9.997248054E-1
4.874582500E-1,1.874735057E-1,5.851221085E-1,-7.842904925E-1
4.974122500E-1,-5.004381537E-1,1.833775938E-1,-6.901960969E-1
5.073662500E-1,-1.297173858E0,-2.885286808E-1,-7.291775942E-1
5.173202500E-1,-1.686596870E0,-7.071514130E-1,-6.799751520E-1
5.272742500E-1,-1.766604662E0,-1.075994730E0,-7.276348472E-1
5.372272500E-1,-1.779110432E0,-1.552724004E0,-1.014685154E0
5.471812500E-1,-1.821258664E0,-2.285976410E0,-1.454584002E0
5.571352500E-1,-1.882786751E0,-3.118221760E0,-1.839102149E0
5.670892500E-1,-1.957415938E0,-3.754735947E0,-1.975588322E0
5.770432500E-1,-2.043000221E0,-4.385941505E0,-1.857939243E0
5.869972500E-1,-2.061717749E0,-5.021101475E0,-1.530535817E0
5.969502500E-1,-1.980146289E0,-5.308275223E0,-1.086771846E0
6.069042500E-1,-1.950142264E0,-4.949302197E0,-8.119837046E-1
6.168582500E-1,-2.264126539E0,-4.061313152E0,-8.612141013E-1
6.268122500E-1,-3.115595818E0,-3.415460110E0,-9.379112720E-1
6.367662500E-1,-3.969217300E0,-3.001101971E0,-6.198930144E-1
6.467202500E-1,-4.481528759E0,-2.834082365E0,-1.626471877E-1
6.566732500E-1,-4.402781010E0,-3.031611443E0,4.509112984E-2
6.666272500E-1,-3.775617599E0,-3.663814783E0,1.235497147E-1
6.765812500E-1,-2.911296129E0,-4.331840992E0,2.008315176E-1
6.865352500E-1,-2.169205189E0,-4.868565083E0,1.806165278E-1
6.964892500E-1,-2.012263298E0,-5.527729511E0,2.390075624E-1
7.064432500E-1,-2.488677502E0,-6.085181713E0,4.129825532E-1
7.163962500E-1,-3.037955046E0,-5.869360924E0,8.049404025E-1
7.263502500E-1,-3.470878124E0,-5.011557102E0,1.120428562E0
7.363042500E-1,-3.864267111E0,-4.259033203E0,1.422599435E0
7.462582500E-1,-4.071759224E0,-4.005082607E0,1.783552647E0
7.562122500E-1,-4.017717361E0,-4.066873074E0,2.205682278E0
7.661652500E-1,-3.598923206E0,-4.257833958E0,2.499666452E0
7.761192500E-1,-3.064012527E0,-4.370099545E0,2.816462517E0
7.860732500E-1,-2.590202570E0,-4.413917065E0,3.178077221E0
7.960272500E-1,-2.318329573E0,-4.301393032E0,3.365405560E0
8.059812500E-1,-2.367496252E0,-4.081419945E0,3.335582018E0
8.159352500E-1,-2.657062769E0,-3.926666737E0,3.254220724E0
8.258882500E-1,-2.935893059E0,-3.735990047E0,3.102365971E0
8.358422500E-1,-3.077327967E0,-3.641752958E0,2.896375656E0
8.457962500E-1,-2.970138311E0,-3.647946119E0,2.714960098E0
8.557502500E-1,-2.609790325E0,-3.677309990E0,2.509619951E0
8.657042500E-1,-2.092125416E0,-3.570819616E0,2.238765001E0
8.756582500E-1,-1.544860244E0,-3.338869572E0,1.943474770E0
8.856112500E-1,-9.879639149E-1,-3.017724991E0,1.620287418E0
8.955652500E-1,-5.068033934E-1,-2.660296202E0,1.467207789E0
9.055192500E-1,-2.328253537E-1,-2.450171947E0,1.502661228E0
9.154732500E-1,-4.673601687E-2,-2.216075182E0,1.506971717E0
9.254272500E-1,6.193640456E-2,-1.848062634E0,1.457877994E0
9.353812500E-1,1.586399972E-2,-1.367758274E0,1.445716500E0
9.453342500E-1,-1.883767545E-1,-1.019847155E0,1.457621336E0
9.552882500E-1,-3.778581619E-1,-6.959763169E-1,1.477737784E0
9.652422500E-1,-5.041193962E-1,-3.558783531E-1,1.529234171E0
9.751962500E-1,-5.968582034E-1,-6.974285096E-2,1.539282680E0
9.851502500E-1,-6.181821227E-1,7.448303699E-2,1.478038192E0
9.951065000E-1,-6.177078485E-1,-1.701726466E-1,1.388993502E0
1.005059500E0,-5.564924479E-1,-2.562103271E-1,1.392555952E0
1.015013500E0,-4.225181937E-1,-3.725319803E-1,1.351544261E0
1.024967500E0,-2.909287512E-1,-5.832666159E-1,1.270611286E0
1.034921500E0,-2.213857174E-1,-7.734490633E-1,1.136492252E0
1.044875500E0,-2.152156979E-1,-8.533348441E-1,9.973552823E-1
1.054829500E0,-2.538228631E-1,-8.655074239E-1,7.624316216E-1
1.064782500E0,-2.481274307E-1,-7.650617957E-1,4.268759787E-1
1.074736500E0,-1.938209236E-1,-5.827777386E-1,5.978756025E-2
1.084690500E0,-1.009692848E-1,-3.573179543E-1,-2.527796626E-1
1.094644500E0,-1.984588802E-3,-1.688212752E-1,-4.816684425E-1
1.104598500E0,1.239658818E-1,3.152612597E-3,-6.349970102E-1
1.114551500E0,3.180956244E-1,1.378603131E-1,-7.129123807E-1
1.124505500E0,4.832358360E-1,1.752002239E-1,-8.153279424E-1
1.134459500E0,5.631929040E-1,1.500439495E-1,-9.240607619E-1
1.144413500E0,5.719842911E-1,8.101481944E-2,-9.933394194E-1
1.154367500E0,5.559549332E-1,-3.130314499E-2,-1.045633793E0
1.164321500E0,5.823223591E-1,-1.603207737E-1,-1.123310208E0
1.174274500E0,6.484702229E-1,-2.742352188E-1,-1.318714738E0
1.184228500E0,7.546097040E-1,-3.256118596E-1,-1.631017447E0
1.194182500E0,8.668419719E-1,-3.141399622E-1,-1.961334705E0
1.204136500E0,9.236730337E-1,-2.233517468E-1,-2.265326977E0
1.214090500E0,9.014142156E-1,-1.646817923E-1,-2.486529827E0
1.224044500E0,8.901700974E-1,-1.440175176E-1,-2.590027094E0
1.233997500E0,9.067906737E-1,-1.048280969E-1,-2.601966381E0
1.243951500E0,9.284690619E-1,-2.271937393E-2,-2.547300577E0
1.253905500E0,9.294619560E-1,9.328628331E-2,-2.500655174E0
1.263859500E0,9.289906025E-1,1.368215084E-1,-2.508185387E0
1.273813500E0,9.548373818E-1,1.510339379E-1,-2.611753464E0
1.283767500E0,9.973194003E-1,1.382371932E-1,-2.838907957E0
1.293720500E0,1.064886689E0,9.522413462E-2,-3.149204016E0
1.303674500E0,1.188846469E0,4.988887906E-2,-3.500293970E0
1.313628500E0,1.362160325E0,2.180595137E-2,-3.840520382E0
1.323582500E0,1.553216577E0,5.191555247E-3,-4.158808231E0
1.333536500E0,1.730422497E0,-3.692181036E-2,-4.442950249E0
1.343490500E0,1.863100410E0,-1.126711667E-1,-4.689388752E0
1.353443500E0,1.951637745E0,-2.640777230E-1,-4.877509594E0
1.363397500E0,2.028447151E0,-4.401403666E-1,-4.983541965E0
1.373351500E0,2.083114386E0,-5.606667399E-1,-5.167296886E0
1.383305500E0,2.094175339E0,-6.872310638E-1,-5.342597485E0
1.393259500E0,2.084557295E0,-9.325187206E-1,-5.352183819E0
1.403212500E0,2.067565918E0,-1.137690306E0,-5.267484665E0
