"event","experiment time","system time","system time text"
"START",0.000000000E0,1734014134.546,"2024-12-12 15:35:34.546 UTC+01:00"
"PAUSE",1.650997966E1,1734014151.056,"2024-12-12 15:35:51.056 UTC+01:00"
