"event","experiment time","system time","system time text"
"START",0.000000000E0,1734350846.549,"2024-12-16 13:07:26.549 UTC+01:00"
"PAUSE",1.041762799E1,1734350856.966,"2024-12-16 13:07:36.966 UTC+01:00"
