"event","experiment time","system time","system time text"
"START",0.000000000E0,1734011915.604,"2024-12-12 14:58:35.604 UTC+01:00"
"PAUSE",1.620756930E1,1734011931.811,"2024-12-12 14:58:51.811 UTC+01:00"
