"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.001567200E-2,-6.707300544E-1,-1.357648015E0,-1.536326110E-1
4.001567200E-2,-7.412849665E-1,-1.362534881E0,-1.574505121E-1
5.001567200E-2,-7.984008789E-1,-1.323592305E0,-1.808161139E-1
6.001567200E-2,-8.457429409E-1,-1.301753879E0,-1.944078654E-1
7.001567200E-2,-9.138544202E-1,-1.284802318E0,-1.945605874E-1
8.001567200E-2,-9.674578309E-1,-1.295645237E0,-1.617265791E-1
9.001567200E-2,-9.784533978E-1,-1.294423461E0,-1.189660057E-1
1.000156720E-1,-9.178250432E-1,-1.260215044E0,-6.398813426E-2
1.100156720E-1,-7.927503586E-1,-1.234405994E0,-2.229658142E-2
1.200156720E-1,-6.397286057E-1,-1.175762892E0,2.657263726E-2
1.300156720E-1,-5.193881989E-1,-1.106276989E0,5.589416996E-2
1.400156720E-1,-3.904955983E-1,-9.954048991E-1,6.444628537E-2
1.500156720E-1,-2.799290121E-1,-8.991936445E-1,7.422012836E-2
1.600156720E-1,-2.070833147E-1,-8.176431060E-1,9.361509979E-2
1.700156720E-1,-1.389718503E-1,-7.263187766E-1,8.994990587E-2
1.800156720E-1,-5.879577994E-2,-6.496551633E-1,6.673702598E-2
1.900156720E-1,5.681046844E-2,-6.082690954E-1,4.245513305E-2
2.000156720E-1,1.540907621E-1,-5.960517526E-1,3.756821156E-2
2.100156720E-1,2.477058619E-1,-5.960517526E-1,3.909537569E-2
2.200156720E-1,2.672535479E-1,-5.813909769E-1,4.153883830E-2
2.300156720E-1,2.185370475E-1,-5.740606189E-1,5.726861581E-2
2.400156720E-1,6.505715102E-2,-4.925101101E-1,1.287398487E-1
2.500156720E-1,-1.711949855E-1,-3.802636266E-1,2.489275932E-1
2.600156720E-1,-3.721696436E-1,-2.524400651E-1,3.313944042E-1
2.700156720E-1,-5.839871764E-1,-1.137736514E-1,4.002694488E-1
2.800156720E-1,-7.057020664E-1,-5.650503561E-2,4.242459238E-1
2.900156720E-1,-7.141014934E-1,-1.356120855E-1,4.109596014E-1
3.000156720E-1,-6.337726712E-1,-2.793181241E-1,3.846924007E-1
3.100156720E-1,-4.523457289E-1,-5.445863605E-1,3.452915847E-1
3.200156720E-1,-2.417499274E-1,-8.184067011E-1,3.097086847E-1
3.300156720E-1,-9.086620808E-2,-8.973610401E-1,2.991712391E-1
3.400156720E-1,6.230825558E-2,-7.122688890E-1,3.136793077E-1
3.500156720E-1,1.957823038E-1,-3.324634135E-1,3.446807265E-1
3.600156720E-1,2.929098904E-1,-2.443460934E-2,3.430008292E-1
3.700156720E-1,3.975205719E-1,1.324050426E-1,2.756529450E-1
3.800156720E-1,5.025894046E-1,-5.894849449E-2,1.237002090E-1
3.900156720E-1,5.945246220E-1,-3.295617998E-1,-9.040805697E-2
4.000156720E-1,6.253733039E-1,-4.395175576E-1,-2.768746614E-1
4.100156720E-1,5.674937963E-1,-4.424191415E-1,-4.697553813E-1
4.200156720E-1,3.999640048E-1,-3.843869567E-1,-5.691736937E-1
4.300156720E-1,2.066251636E-1,-3.711006343E-1,-5.890268087E-1
4.400156720E-1,-7.177666575E-2,-3.530801237E-1,-6.041457057E-1
4.500156720E-1,-3.332269788E-1,-4.250094891E-1,-6.020076871E-1
4.600156720E-1,-5.254968405E-1,-5.041165352E-1,-5.497786999E-1
4.700156720E-1,-6.107125282E-1,-5.404630303E-1,-4.692972302E-1
4.800156720E-1,-6.146831512E-1,-5.778785348E-1,-3.544545472E-1
4.900156720E-1,-5.115996599E-1,-6.420193911E-1,-2.270891517E-1
5.000156720E-1,-3.830125034E-1,-7.183775306E-1,-1.168279797E-1
5.100156720E-1,-2.057088763E-1,-8.408560157E-1,3.390302137E-2
5.200156720E-1,-4.550946131E-2,-9.450085163E-1,1.944078654E-1
5.300156720E-1,6.001751125E-2,-1.005636930E0,3.252857327E-1
5.400156720E-1,1.484402567E-1,-1.069625020E0,4.757113159E-1
5.500156720E-1,1.893682331E-1,-1.160643935E0,6.273586154E-1
5.600156720E-1,1.915062517E-1,-1.255175352E0,7.606799603E-1
5.700156720E-1,1.707368344E-1,-1.298852205E0,8.474228382E-1
5.800156720E-1,1.291979998E-1,-1.267087221E0,9.230173826E-1
5.900156720E-1,4.642575979E-2,-1.136820197E0,9.286679029E-1
6.000156720E-1,-3.375030309E-2,-1.005636930E0,8.732318878E-1
6.100156720E-1,-1.151480973E-1,-8.914051056E-1,7.739662528E-1
6.200156720E-1,-1.672243625E-1,-7.883216143E-1,6.539312601E-1
6.300156720E-1,-1.997529417E-1,-6.681338549E-1,5.083925724E-1
6.400156720E-1,-2.163990140E-1,-5.371032953E-1,3.846924007E-1
6.500156720E-1,-2.333505303E-1,-3.437644243E-1,2.658790946E-1
6.600156720E-1,-2.417499274E-1,-1.773036420E-1,1.776090711E-1
6.700156720E-1,-2.354885489E-1,-3.512475267E-2,1.149953827E-1
6.800156720E-1,-1.939497143E-1,1.606575549E-1,8.399397135E-3
6.900156720E-1,-9.407325089E-2,2.918408811E-1,-1.027780771E-1
7.000156720E-1,3.375030309E-2,3.660610020E-1,-1.650863290E-1
7.100156720E-1,2.089159191E-1,4.877758920E-1,-2.272418737E-1
7.200156720E-1,3.671300113E-1,6.239988208E-1,-2.773328125E-1
7.300156720E-1,4.850270152E-1,8.052731156E-1,-3.251330256E-1
7.400156720E-1,5.470298529E-1,9.828822017E-1,-3.645338416E-1
7.500156720E-1,5.896376967E-1,1.249372125E0,-3.992004395E-1
7.600156720E-1,5.348125100E-1,1.459815264E0,-4.181372523E-1
7.700156720E-1,1.458440721E-1,1.184620380E0,-4.083634019E-1
7.800156720E-1,-5.204572082E-1,6.062837839E-1,-3.228422701E-1
7.900156720E-1,-6.473644376E-1,6.661485434E-1,-2.023491114E-1
8.000156720E-1,-5.734497309E-1,8.465065360E-1,-1.244637966E-1
8.100156720E-1,-5.335907936E-1,9.611964822E-1,-4.780020565E-2
8.200156720E-1,-5.543602109E-1,9.795224071E-1,1.191187184E-2
8.300156720E-1,-5.471825600E-1,1.012509108E0,6.566801667E-2
8.400156720E-1,-5.206099153E-1,1.036943793E0,1.156062484E-1
8.500156720E-1,-4.880813360E-1,1.084591269E0,1.901318133E-1
8.600156720E-1,-4.992296100E-1,1.165072680E0,2.716823220E-1
8.700156720E-1,-5.238169432E-1,1.235933065E0,3.568980098E-1
8.800156720E-1,-5.471825600E-1,1.254411817E0,4.752531648E-1
8.900156720E-1,-5.230533481E-1,1.199892044E0,5.644394755E-1
