"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.346998380E-1,3.433561325E-1,-2.948045731E-1,1.323180676E0
1.517061560E-1,3.798439503E-1,-3.580403328E-1,1.295500755E0
1.687243440E-1,5.353634357E-1,-3.765797615E-1,1.243700504E0
1.857297870E-1,4.422347546E-1,-2.003531456E-1,1.828568459E0
2.027343360E-1,2.979006767E-1,-7.338523865E-4,2.309871674E0
2.197427680E-1,2.507483959E-1,2.322144508E-1,2.099655151E0
2.367446810E-1,4.611046314E-1,4.084529877E-1,1.058448792E0
2.537339590E-1,1.109946847E0,2.829360962E-1,-7.876586914E-2
2.707547220E-1,1.432051539E0,3.164434433E-2,-7.305145264E-2
2.877597990E-1,1.384563088E0,-2.895121574E-1,1.090004921E0
3.047584050E-1,1.256273985E0,-4.906673431E-1,2.557969093E0
3.217701660E-1,1.227047682E0,-8.478960991E-1,2.911051750E0
3.387750490E-1,1.258048534E0,-1.229521751E0,1.942914009E0
3.557832680E-1,1.547955036E0,-1.887693167E0,2.212731361E0
3.727851100E-1,1.714915991E0,-2.800093651E0,4.708392143E0
3.897737880E-1,1.476695299E0,-3.168938875E0,6.180002213E0
4.067945200E-1,1.126263618E0,-2.922851562E0,4.448191643E0
4.238001970E-1,1.024453163E0,-2.009347916E0,2.248520851E0
4.408053150E-1,1.350931048E0,-1.565579653E0,6.448173523E-1
4.578137380E-1,1.384781361E0,-1.188722134E0,-3.981018066E-2
4.748154770E-1,1.441723108E0,-6.509790421E-1,-2.121295929E-1
4.918172180E-1,1.641883969E0,-4.083986282E-1,2.273759842E-1
5.088273910E-1,1.745816231E0,-2.524304390E-1,4.787750244E-1
5.258344310E-1,1.788839579E0,-4.114561081E-1,2.713508606E-1
5.428121230E-1,1.911225319E0,-6.926341057E-1,1.233186722E-1
5.598407790E-1,2.165293694E0,-1.081765890E0,-1.543416977E-1
5.768458460E-1,2.301400185E0,-1.578009605E0,-9.846525192E-1
5.938512570E-1,2.137249470E0,-1.934320450E0,-2.027310848E0
6.108540350E-1,1.978105307E0,-2.331684828E0,-2.593509197E0
6.278479830E-1,1.977537990E0,-2.609426498E0,-2.888117313E0
6.448627430E-1,1.815467834E0,-2.699507236E0,-3.027936459E0
6.618713610E-1,1.589510918E0,-2.860155582E0,-2.949912071E0
6.788631110E-1,1.751200318E0,-2.899382114E0,-2.702166557E0
6.958845440E-1,1.744288087E0,-2.483093023E0,-2.130493641E0
7.128863260E-1,1.309562206E0,-1.956381559E0,-2.167851448E0
7.298927950E-1,1.173724413E0,-1.630119562E0,-2.510231018E0
7.468963770E-1,1.253874898E0,-1.406952620E0,-2.657585144E0
7.639016260E-1,9.453629851E-1,-1.081431150E0,-1.423792839E0
7.809088890E-1,3.488377929E-1,-5.530967712E-1,8.828334808E-1
7.979103550E-1,3.957208991E-1,1.290555000E-1,1.672840118E-2
8.149034790E-1,5.968568921E-1,-1.273427010E-1,7.015762329E-1
8.319217090E-1,8.618473411E-1,-8.978414536E-2,1.111157417E0
8.489271100E-1,8.383808732E-1,-2.116775513E-2,1.363448143E0
