"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.775875047E-3,-1.375639343E-1,9.642198944E0,1.750459900E0
1.172887505E-2,-1.589694214E-1,9.644294586E0,1.629212036E0
2.168187499E-2,-7.783813477E-3,9.611662445E0,1.531165924E0
3.163587500E-2,1.995350647E-1,9.555529175E0,1.613943787E0
4.158887500E-2,4.261637878E-1,9.577383728E0,1.731299744E0
5.154187500E-2,5.177732849E-1,9.649982758E0,1.782044220E0
6.149587501E-2,4.129911804E-1,9.662257233E0,1.789528656E0
7.144887501E-2,1.390608215E-1,9.732760620E0,1.746867371E0
8.140287502E-2,-7.963439941E-2,9.861492920E0,1.684297485E0
9.135587502E-2,-2.383044434E-1,9.902507629E0,1.706152039E0
1.013088750E-1,-4.526586914E-1,9.811646576E0,1.745669861E0
1.112628750E-1,-6.563850403E-1,9.670939178E0,1.697170715E0
1.212158750E-1,-7.682025146E-1,9.688901825E0,1.641336823E0
1.311688750E-1,-6.902146912E-1,9.862540741E0,1.615141296E0
1.411228750E-1,-5.914201355E-1,9.960886230E0,1.612446899E0
1.510758750E-1,-3.701802063E-1,1.001612137E1,1.677711182E0
1.610288750E-1,-1.854643250E-1,1.007824219E1,1.784139862E0
1.709828750E-1,-3.727249146E-2,1.014844620E1,1.851200409E0
1.809358750E-1,-2.724334717E-2,1.012434631E1,1.891915741E0
1.908898750E-1,-1.378633118E-1,1.010503647E1,1.882485352E0
2.008428750E-1,-3.110531616E-1,1.012449600E1,1.772913208E0
2.107958750E-1,-5.072950745E-1,1.003348526E1,1.644031219E0
2.207498750E-1,-6.521937561E-1,9.848470001E0,1.540147247E0
2.307028750E-1,-7.074288940E-1,9.776619415E0,1.408271484E0
2.406558750E-1,-7.128176880E-1,9.778864746E0,1.235381012E0
2.506098750E-1,-7.195536804E-1,9.760453033E0,1.120569763E0
2.605628750E-1,-6.505471802E-1,9.877808990E0,1.126108246E0
2.705168750E-1,-5.536985779E-1,1.004710693E1,1.274599457E0
2.804698750E-1,-4.930746460E-1,1.018556900E1,1.451082458E0
2.904228750E-1,-5.316943359E-1,1.022134460E1,1.525328064E0
3.003768750E-1,-6.653663635E-1,1.007958939E1,1.570683746E0
3.103271250E-1,-8.508306885E-1,9.937684479E0,1.572629700E0
3.202801250E-1,-8.845106506E-1,9.880054321E0,1.447190552E0
3.302341250E-1,-1.036893768E0,9.852212219E0,1.262774048E0
3.401871250E-1,-1.298998718E0,9.746981049E0,1.096918945E0
3.501411250E-1,-1.355880432E0,9.724228363E0,9.342073059E-1
3.600941250E-1,-1.351539459E0,9.884694672E0,8.680448914E-1
3.700471250E-1,-1.400936737E0,1.017074982E1,9.761201477E-1
3.800011250E-1,-1.214125214E0,1.038510406E1,1.106798401E0
3.899541250E-1,-8.101153564E-1,1.039558228E1,1.277593231E0
3.999071250E-1,-4.475692749E-1,1.025337799E1,1.418300629E0
4.098611250E-1,-3.736230469E-1,1.011416748E1,1.533411255E0
4.198141250E-1,-5.971083069E-1,9.941426697E0,1.577868805E0
4.297681250E-1,-8.786727905E-1,9.893226929E0,1.509760437E0
4.397211250E-1,-1.100212097E0,9.985135803E0,1.425335999E0
4.496741250E-1,-1.314865723E0,1.008378067E1,1.410217438E0
4.596281250E-1,-1.384021912E0,1.016341507E1,1.381926270E0
4.695811250E-1,-1.252744904E0,1.020712418E1,1.305135956E0
4.795341250E-1,-1.178199921E0,1.023855881E1,1.331930237E0
4.894881250E-1,-1.087638245E0,1.032373169E1,1.406026154E0
4.994411250E-1,-8.536747742E-1,1.040022263E1,1.442250824E0
5.093951250E-1,-6.792874146E-1,1.028376480E1,1.530716858E0
5.193481250E-1,-6.539900208E-1,1.018092865E1,1.564396820E0
5.293011250E-1,-7.035369873E-1,1.017509079E1,1.425785065E0
5.392551250E-1,-8.497828674E-1,1.009395950E1,1.243613892E0
5.492081250E-1,-1.042432251E0,9.976753235E0,1.074016571E0
5.591611250E-1,-1.097517700E0,9.983189850E0,9.611512756E-1
5.691151250E-1,-1.098116455E0,1.013946487E1,9.246272278E-1
5.790681250E-1,-1.057999878E0,1.023810974E1,9.413923645E-1
5.890211250E-1,-9.538165283E-1,1.032223480E1,9.454339600E-1
5.989751250E-1,-9.253756714E-1,1.028885422E1,1.055155792E0
6.089281250E-1,-9.282197571E-1,1.027238846E1,1.173409882E0
6.188821250E-1,-1.001716919E0,1.044857208E1,1.288819885E0
6.288351250E-1,-1.117575989E0,1.070918015E1,1.411414948E0
6.387881250E-1,-1.147364044E0,1.089120163E1,1.488055573E0
6.487421250E-1,-1.110839996E0,1.098730179E1,1.489851837E0
6.586951250E-1,-1.025068359E0,1.100421661E1,1.522783356E0
6.686481250E-1,-1.018182678E0,1.096110626E1,1.485959930E0
6.786021250E-1,-1.025068359E0,1.082923050E1,1.378034363E0
6.885551250E-1,-1.016386414E0,1.068448151E1,1.275198212E0
6.985091250E-1,-1.025816803E0,1.056996964E1,1.182391205E0
7.084621250E-1,-1.015637970E0,1.049841843E1,1.099164276E0
7.184151250E-1,-9.985734558E-1,1.048659302E1,1.068927155E0
7.283691250E-1,-8.946894836E-1,1.054991135E1,1.111139374E0
7.383221250E-1,-7.150630188E-1,1.070708450E1,1.149010620E0
7.482751250E-1,-6.207591248E-1,1.075902649E1,1.241069183E0
7.582291250E-1,-6.357279968E-1,1.083881058E1,1.329235840E0
7.681821250E-1,-6.921606445E-1,1.087847809E1,1.320553894E0
7.781361250E-1,-7.649093628E-1,1.080093933E1,1.222358093E0
7.880891250E-1,-7.497908020E-1,1.066532135E1,1.099313965E0
7.980421250E-1,-7.872129822E-1,1.052611084E1,9.862989807E-1
8.079961250E-1,-8.002359009E-1,1.035905823E1,9.014254761E-1
8.179491250E-1,-7.229965210E-1,1.016326538E1,8.797206116E-1
