"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.048487501E-2,1.646755263E-3,1.943786889E-1,-1.953303367E-1
2.043787501E-2,-1.085625309E-2,2.063373476E-1,-1.693107188E-1
3.039187501E-2,2.421326470E-3,1.764433384E-1,-1.437709630E-1
4.034487501E-2,2.049913071E-2,1.328290105E-1,-1.259759963E-1
5.029787502E-2,3.294910491E-2,8.626028150E-2,-1.094193012E-1
6.025187502E-2,5.441338196E-2,5.825688317E-2,-1.044924483E-1
7.020487502E-2,8.789775521E-2,6.304623187E-2,-1.125587448E-1
8.015787503E-2,1.255242229E-1,9.108372778E-2,-1.300913990E-1
9.011187503E-2,1.615859568E-1,1.313863993E-1,-1.654653102E-1
1.000648750E-1,1.862273812E-1,1.849108785E-1,-2.419646084E-1
1.100178750E-1,1.837304980E-1,2.549036145E-1,-3.551449478E-1
1.199718750E-1,1.553116292E-1,3.380560279E-1,-4.444801509E-1
1.299248750E-1,1.307783723E-1,4.041089714E-1,-5.042574406E-1
1.398788750E-1,1.233209893E-1,4.433770180E-1,-5.385791659E-1
1.498318750E-1,1.408803314E-1,4.415423274E-1,-5.723556876E-1
1.597848750E-1,1.723269373E-1,4.143005908E-1,-5.945302844E-1
1.697388750E-1,2.101643831E-1,3.790885210E-1,-5.996561646E-1
1.796918750E-1,2.610203624E-1,3.320941031E-1,-5.790307522E-1
1.896448750E-1,3.001514673E-1,2.931864262E-1,-5.380211473E-1
1.995988750E-1,3.145573139E-1,2.720648944E-1,-4.901159406E-1
2.095518750E-1,2.982079387E-1,2.717277110E-1,-4.362555146E-1
2.195058750E-1,2.532236874E-1,2.603661120E-1,-3.792178035E-1
2.294588750E-1,1.727834791E-1,2.351159751E-1,-3.148944974E-1
2.394118750E-1,8.839295805E-2,2.302727401E-1,-2.398556918E-1
2.493658750E-1,1.989885420E-2,1.991720796E-1,-1.439350247E-1
2.593188750E-1,-1.802083105E-2,1.613109857E-1,-4.633922130E-2
2.692718750E-1,-2.330699563E-2,1.110521033E-1,4.055932909E-2
2.792258750E-1,7.707645651E-3,7.027751207E-2,9.826204181E-2
2.891788750E-1,6.160440296E-2,5.674561858E-2,1.083897948E-1
2.991328750E-1,1.049667895E-1,6.918737292E-2,7.905427366E-2
3.090831250E-1,1.226611286E-1,1.153557748E-1,4.057131335E-2
3.190361250E-1,1.186109930E-1,1.733477116E-1,5.084958859E-3
3.289901250E-1,1.141546443E-1,2.400547564E-1,-4.645318165E-2
3.389431250E-1,9.732612967E-2,3.111976385E-1,-1.044014394E-1
3.488961250E-1,7.159934938E-2,3.856852651E-1,-1.354826540E-1
3.588501250E-1,4.587773606E-2,4.411610663E-1,-1.243876517E-1
3.688031250E-1,5.360937491E-2,4.318656325E-1,-7.869813591E-2
3.787571250E-1,8.340428770E-2,3.644343913E-1,-1.509226020E-2
3.887101250E-1,1.207128987E-1,3.060019016E-1,3.942807391E-2
3.986631250E-1,1.435820013E-1,2.443478554E-1,5.515164137E-2
4.086171250E-1,1.397795081E-1,1.852942556E-1,5.688244849E-2
4.185701250E-1,1.149676293E-1,1.535853297E-1,4.298713803E-2
4.285241250E-1,7.527200878E-2,1.665104181E-1,1.785650477E-2
4.384771250E-1,4.697725177E-2,2.040934861E-1,-1.452087611E-2
4.484301250E-1,4.009951279E-2,2.396288663E-1,-4.377279431E-2
4.583841250E-1,4.431183636E-2,2.776140869E-1,-5.252314359E-2
4.683371250E-1,5.469175428E-2,3.085663319E-1,-3.949171677E-2
4.782901250E-1,7.374241203E-2,3.106142879E-1,1.619501971E-3
4.882441250E-1,8.008639514E-2,2.919687033E-1,5.181279033E-2
4.981971250E-1,7.829488814E-2,2.491687834E-1,8.982595801E-2
