"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.940523700E-2,-1.803944111E-1,-1.797332764E-1,1.178283691E-1
3.940523700E-2,-1.297525167E-1,-1.403765678E-1,1.108012199E-1
4.940523700E-2,-1.533218622E-1,-1.057910919E-1,7.984924316E-2
5.940523700E-2,-2.128026485E-1,-8.078670502E-2,4.414081573E-2
6.940557000E-2,-2.259144783E-1,-3.295230865E-2,-2.557563782E-2
7.940557000E-2,-3.355239630E-1,-3.854942322E-2,-2.607011795E-2
8.940557000E-2,-2.707297802E-1,-7.233142853E-3,-6.087350845E-2
9.940557000E-2,-3.157714605E-1,-7.165431976E-3,-7.887840271E-3
1.094055700E-1,-3.908545971E-1,-1.576709747E-2,5.328273773E-2
1.194055700E-1,-4.583227634E-1,-5.812311172E-2,8.788394928E-2
1.294055700E-1,-5.390700102E-1,-1.111865044E-1,8.568096161E-2
1.394055700E-1,-6.122925282E-1,-1.388783455E-1,2.115631104E-2
1.494055700E-1,-6.381780505E-1,-1.554822922E-1,-7.562828064E-2
1.594055700E-1,-5.725001097E-1,-1.484632492E-1,-1.753149033E-1
1.694055700E-1,-5.187078714E-1,-1.000819206E-1,-2.562069893E-1
1.794055700E-1,-4.392679930E-1,-3.391170502E-2,-3.030600548E-1
1.894055700E-1,-3.712965250E-1,2.918386459E-2,-3.562445641E-1
1.994055700E-1,-3.279211521E-1,9.669828415E-2,-3.688392639E-1
2.094055700E-1,-2.890224457E-1,1.645145416E-1,-3.413243294E-1
2.194055700E-1,-2.709819078E-1,2.221369743E-1,-3.166689873E-1
2.294055700E-1,-2.747117281E-1,2.490983009E-1,-3.019137383E-1
2.394055700E-1,-3.299475908E-1,2.555918694E-1,-3.125381470E-1
2.494055700E-1,-4.152292013E-1,2.780818939E-1,-3.293170929E-1
2.594055700E-1,-4.813455343E-1,2.856788635E-1,-3.365678787E-1
2.694055700E-1,-5.246989131E-1,2.950692177E-1,-3.212032318E-1
2.794055700E-1,-5.048448443E-1,3.436851501E-1,-2.510519028E-1
2.894055700E-1,-4.628473520E-1,4.167866707E-1,-1.338143349E-1
2.994055700E-1,-4.267593622E-1,4.839291573E-1,5.592346191E-3
3.094055700E-1,-3.774962425E-1,5.268449783E-1,1.589946747E-1
3.194056050E-1,-3.173369169E-1,5.822691917E-1,3.305988312E-1
3.294056050E-1,-2.821005583E-1,6.441402435E-1,4.913473129E-1
3.394056050E-1,-2.597264051E-1,7.021675110E-1,6.368913651E-1
3.494056050E-1,-2.696689367E-1,7.471737862E-1,7.494735718E-1
3.594056050E-1,-3.137731552E-1,7.895469666E-1,8.424882889E-1
