"event","experiment time","system time","system time text"
"START",0.000000000E0,1734012249.832,"2024-12-12 15:04:09.832 UTC+01:00"
"PAUSE",1.461386787E1,1734012264.446,"2024-12-12 15:04:24.446 UTC+01:00"
