"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.524603200E-2,1.167697430E0,3.228515863E0,1.139462185E1
2.377736400E-2,1.450648785E0,3.186043262E0,1.122114182E1
3.377736400E-2,1.475773335E0,3.085544825E0,1.099741268E1
4.377736400E-2,1.266401410E0,2.859423161E0,1.086700439E1
5.377736400E-2,1.387238979E0,2.997608662E0,1.029511929E1
6.377736400E-2,1.660618901E0,2.931207657E0,1.021256733E1
7.377736400E-2,1.502692580E0,2.726023197E0,1.048774147E1
8.377736400E-2,1.509272933E0,2.557927370E0,1.009232807E1
9.377736400E-2,1.395015597E0,2.638087034E0,9.933204651E0
1.037773640E-1,1.404586911E0,2.886342287E0,9.661021233E0
1.137773640E-1,6.969096065E-1,2.145763636E0,8.961718559E0
1.237773640E-1,2.548356056E-1,2.047059774E0,8.331808090E0
1.337773640E-1,-1.262213886E-1,2.116451740E0,7.825726509E0
1.437773640E-1,-2.608176768E-1,1.674975872E0,7.118647575E0
1.537773640E-1,-4.797609448E-1,1.783251047E0,6.767500877E0
1.637773640E-1,-1.042074203E0,1.474576950E0,6.527620316E0
1.737773640E-1,-1.539781332E0,1.067198873E0,6.947560310E0
1.837773640E-1,-2.066800594E0,9.373882413E-1,7.399804115E0
1.937773640E-1,-2.621935368E0,9.972088337E-1,7.488936901E0
2.037773640E-1,-3.054438114E0,8.847461939E-1,7.011568546E0
2.137773640E-1,-3.095714331E0,6.831508875E-1,6.553342819E0
2.237773640E-1,-2.992822886E0,5.868397355E-1,6.086742401E0
2.337773640E-1,-2.695514679E0,7.591229677E-1,5.650650501E0
2.437773640E-1,-2.461018085E0,1.289133191E0,5.046463013E0
2.537773640E-1,-1.988435626E0,1.926222205E0,4.673780918E0
2.637773640E-1,-2.026122570E0,1.882553220E0,4.467998028E0
2.737773640E-1,-2.217548370E0,1.982453585E0,4.441677094E0
2.837773640E-1,-2.485544443E0,2.057827473E0,4.509872437E0
2.937773640E-1,-2.782254457E0,2.142772675E0,4.534996986E0
3.037773640E-1,-3.078964472E0,2.223530531E0,4.560121536E0
3.137773640E-1,-3.687937975E0,2.255235434E0,4.953741074E0
3.237773640E-1,-3.856033802E0,2.264806747E0,5.209175110E0
