"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.377736400E-2,1.078894258E0,1.944897175E-1,1.954949379E0
4.076532800E-2,1.084887743E0,-2.522468567E-4,1.613936424E0
5.776828700E-2,1.363553882E0,3.841400146E-2,9.800920486E-1
7.475456300E-2,1.370399952E0,-1.829190254E-1,9.422292709E-1
9.176070600E-2,1.385491252E0,-2.156980038E-1,6.408491135E-1
1.087648050E-1,9.818040133E-1,-4.431197643E-1,-1.009941101E-1
1.257808140E-1,1.884098351E-1,-6.954267025E-1,-1.222926140E0
1.427712010E-1,-9.253054112E-2,-1.050680995E0,-2.047724724E0
1.597735280E-1,-6.298373342E-1,-1.247584820E0,-2.679886341E0
1.767953270E-1,-1.541774511E0,-1.791821837E0,-2.194014549E0
1.937923560E-1,-2.471992016E0,-1.875536919E0,-1.994304657E0
2.107830560E-1,-2.852118492E0,-2.197182417E0,-2.558253288E0
2.278000840E-1,-2.686080933E0,-2.354261398E0,-3.388105392E0
2.448020660E-1,-2.251562595E0,-1.569237351E0,-4.348501682E0
2.618095210E-1,-1.960735679E0,-1.380675912E0,-4.674463749E0
2.788027760E-1,-2.230397701E0,-1.260917902E0,-4.742767334E0
2.958130580E-1,-2.736569166E0,-1.115749121E0,-4.695329189E0
3.128212770E-1,-3.306936264E0,-1.042499781E0,-4.405632019E0
3.298200350E-1,-3.557343006E0,-9.488720894E-1,-3.947547436E0
3.468234420E-1,-3.174610853E0,-6.613113880E-1,-3.564722061E0
3.638207040E-1,-2.823500156E0,-3.575627804E-1,-3.336247444E0
3.808266430E-1,-2.551913500E0,-3.661577702E-1,-3.159889221E0
3.978366410E-1,-2.596003056E0,-1.482484341E-1,-3.102817535E0
4.148368950E-1,-2.587944984E0,-2.914428711E-3,-3.034782410E0
4.318392640E-1,-2.409529209E0,1.795067787E-1,-2.699642181E0
4.488432710E-1,-2.179550171E0,3.893570900E-1,-2.082590103E0
4.658454860E-1,-2.043679476E0,6.503584385E-1,-1.602109909E0
4.828423110E-1,-1.701988697E0,8.720917702E-1,-1.446477413E0
4.998425640E-1,-1.281001806E0,1.069540501E0,-1.539301872E0
5.168311700E-1,-1.043209910E0,1.157459497E0,-1.418012619E0
5.338419520E-1,-1.172936201E0,1.410459757E0,-1.660760880E0
5.508519490E-1,-1.143033981E0,1.560114384E0,-1.516493797E0
5.678512360E-1,-1.031005502E0,1.559697628E0,-8.964710236E-1
5.848522730E-1,-8.608803153E-1,1.615517139E0,-6.982507706E-1
6.018612740E-1,-5.526226759E-1,1.698963642E0,-1.546936035E-1
6.188617810E-1,-3.714781702E-1,1.739750385E0,3.127117157E-1
6.358614550E-1,-3.529551327E-1,1.793773413E0,8.137588501E-1
6.528580560E-1,-3.755500019E-1,1.651914597E0,1.143450737E0
6.698883790E-1,-2.799946070E-1,1.474729061E0,1.258859634E0
6.868844510E-1,-2.618960738E-1,1.427050352E0,9.257469177E-1
7.038947040E-1,-2.804179788E-1,1.466805696E0,8.895511627E-1
7.208954650E-1,-3.983850479E-1,1.582375288E0,9.614124298E-1
7.378977630E-1,-4.577261209E-1,1.704423189E0,1.288032532E0
7.548844360E-1,-1.725816727E-2,1.661155462E0,1.795325279E0
7.718991240E-1,5.420424938E-1,1.320078135E0,2.416818619E0
7.889134050E-1,1.125140429E0,6.497061253E-1,3.045836449E0
8.059107880E-1,1.439504981E0,3.781723976E-2,3.442717552E0
8.229148260E-1,1.148038387E0,-6.836569309E-1,3.710202217E0
8.399025260E-1,3.170821667E-1,-1.245331407E0,4.098940849E0
8.569211410E-1,-3.910893202E-1,-1.241381645E0,2.859751701E0
8.739035310E-1,-3.453197479E-1,-1.628161073E0,5.908422470E-1
8.909319100E-1,1.426517963E-1,-1.925851464E0,-1.173921108E0
9.079254400E-1,-2.707242966E-3,-1.741342068E0,-2.436258316E0
9.249343390E-1,-1.928737164E-1,-1.473604441E0,-2.673323154E0
9.419366680E-1,-5.640842915E-1,-1.224323273E0,-2.424780846E0
9.589278270E-1,-8.318753242E-1,-1.213331223E0,-2.489581585E0
9.759390960E-1,-1.283777475E0,-1.121700287E0,-2.562912941E0
9.929341410E-1,-2.022586346E0,-1.135040522E0,-2.809193611E0
1.009935929E0,-2.182642937E0,-1.140525818E0,-2.946345806E0
1.026939733E0,-2.366338253E0,-1.069028378E0,-2.777565956E0
1.043942134E0,-2.713591337E0,-6.361126900E-1,-2.551802635E0
1.060933200E0,-2.838187218E0,-6.788547039E-1,-2.194404602E0
1.077945386E0,-2.662185669E0,-7.254185677E-1,-1.441510201E0
1.094953644E0,-2.463020325E0,-9.205982685E-1,-6.998643875E-1
1.111955373E0,-2.284833193E0,-8.944880962E-1,-2.793416977E-1
1.128959461E0,-2.010156870E0,-8.681330681E-1,-3.179893494E-1
1.145948869E0,-1.725167274E0,-8.788228035E-1,-5.294532776E-1
1.162986313E0,-1.663997173E0,-8.711440563E-1,-7.621288300E-1
1.179981297E0,-1.651411533E0,-8.389296532E-1,-1.025996208E0
1.196969424E0,-1.734048724E0,-7.654142380E-1,-1.081727982E0
1.213989372E0,-1.743445635E0,-6.677942276E-1,-9.991950989E-1
1.230991872E0,-1.475526452E0,-4.828038216E-1,-9.818429947E-1
1.247977772E0,-1.236634254E0,-2.796018124E-1,-1.035913944E0
1.265001595E0,-1.178876638E0,1.214575768E-2,-1.130037785E0
1.281994483E0,-1.105733156E0,2.919735909E-1,-1.084994316E0
1.298991715E0,-9.048135877E-1,5.817470551E-1,-7.724246979E-1
1.316012496E0,-7.384572625E-1,9.105987549E-1,-1.383266449E-1
1.333007856E0,-5.919300318E-1,1.203481913E0,8.320751190E-1
1.349998679E0,-5.640534759E-1,1.534917116E0,1.985881805E0
1.367022034E0,-5.378248692E-1,1.726600647E0,3.163011551E0
1.384017741E0,-6.270899773E-1,1.838371754E0,3.786644936E0
1.401025449E0,-9.544172287E-1,1.929064751E0,3.884812355E0
1.418027819E0,-1.658253074E0,2.071877718E0,3.783022881E0
1.435028854E0,-2.660957336E0,2.249407291E0,3.552389145E0
1.452035283E0,-3.763809443E0,2.289772987E0,3.691149712E0
1.469016361E0,-4.388761997E0,1.935650349E0,4.221859932E0
1.486030560E0,-4.417251587E0,9.418902397E-1,4.928465843E0
1.503030600E0,-3.993973732E0,-6.633648872E-1,5.131286621E0
1.520033090E0,-3.128080606E0,-1.921202183E0,4.146981239E0
1.537024300E0,-2.252861261E0,-2.961059093E0,1.588233948E0
1.554039711E0,-1.898998737E0,-3.489364147E0,-6.957206726E-1
1.571043636E0,-2.050553560E0,-3.114288330E0,-2.037180424E0
1.588046106E0,-2.355985165E0,-2.992132187E0,-2.580736637E0
1.605050204E0,-1.888776422E0,-3.137155294E0,-2.516569138E0
1.622052869E0,-1.431979179E0,-3.039664507E0,-2.144910812E0
1.639056866E0,-8.475437164E-1,-3.023633957E0,-1.871750355E0
1.656076252E0,-3.166558743E-1,-2.851805687E0,-1.716188431E0
1.673077360E0,-3.007862270E-1,-2.956525803E0,-1.341784477E0
1.690075761E0,-1.987288594E-1,-2.842232943E0,-1.113685608E0
1.707087347E0,-7.873016596E-2,-2.332500458E0,-8.373594284E-1
1.724068995E0,-6.425653398E-2,-2.098124981E0,-3.660259247E-1
1.741090823E0,5.958630145E-2,-1.948686600E0,-1.792964935E-1
1.758092267E0,-5.746541172E-2,-1.587888718E0,-3.008022308E-1
1.775096548E0,-1.169776097E-1,-1.496160507E0,-5.493707657E-1
1.792098794E0,8.093230426E-2,-1.401078224E0,-9.730114937E-1
1.809077340E0,-1.931229420E-2,-1.279124260E0,-1.263669968E0
1.826102342E0,5.830600858E-4,-1.273057222E0,-1.443913460E0
1.843113114E0,1.887812018E-1,-1.090719223E0,-1.728926659E0
1.860112197E0,2.699728310E-1,-6.706218719E-1,-2.010711670E0
1.877112420E0,4.247866869E-1,-1.815099716E-1,-2.123827934E0
1.894122612E0,6.074769497E-1,2.337737083E-1,-1.954672337E0
1.911133290E0,8.510283828E-1,4.591541290E-1,-1.486672878E0
1.928125539E0,1.061770082E0,6.786785126E-1,-8.631305695E-1
1.945129158E0,1.189993978E0,9.576168060E-1,8.163547516E-2
1.962114295E0,1.232587695E0,1.264638901E0,1.187498093E0
1.979121792E0,1.406694651E0,1.348409653E0,2.245281219E0
1.996124353E0,1.300041437E0,1.238309860E0,2.979780197E0
2.013115258E0,1.704885721E0,8.529572487E-1,2.936334610E0
2.030130779E0,1.715244651E0,1.143931866E0,2.412273407E0
