"event","experiment time","system time","system time text"
"START",0.000000000E0,1734350419.636,"2024-12-16 13:00:19.636 UTC+01:00"
"PAUSE",1.692015589E1,1734350436.556,"2024-12-16 13:00:36.556 UTC+01:00"
