"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.734356152388709E9,"2024-12-16 14:35:52.389 UTC+01:00"
"PAUSE",8.084044666669797E0,1.734356160472741E9,"2024-12-16 14:36:00.473 UTC+01:00"
