"event","experiment time","system time","system time text"
"START",0.000000000E0,1734012016.451,"2024-12-12 15:00:16.451 UTC+01:00"
"PAUSE",2.467930344E1,1734012041.131,"2024-12-12 15:00:41.131 UTC+01:00"
