"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
9.339850000E-3,1.881842494E0,4.668693542E0,7.846098423E0
1.933985000E-2,1.956062794E0,4.702212334E0,7.654561996E0
2.933985000E-2,1.975216389E0,4.764461517E0,7.482179642E0
3.933985000E-2,1.963245392E0,4.805162907E0,7.305008888E0
4.933985000E-2,1.915361404E0,4.766855717E0,7.058405876E0
5.933985000E-2,1.877054095E0,4.692635536E0,6.711246490E0
6.933985000E-2,1.843535304E0,4.582501888E0,6.368875980E0
7.933985000E-2,1.843535304E0,4.453215122E0,6.062417984E0
8.933985000E-2,1.903390408E0,4.304774761E0,5.830180645E0
9.933985000E-2,1.982398987E0,4.163516521E0,5.672163010E0
1.093398500E-1,2.051830769E0,4.024652958E0,5.593154430E0
1.193398500E-1,2.104503393E0,3.895366192E0,5.526116848E0
1.293398500E-1,2.157175779E0,3.756502390E0,5.430348873E0
1.393398500E-1,2.205059767E0,3.610456228E0,5.289090633E0
1.493398500E-1,2.217030764E0,3.521870613E0,5.076006889E0
1.593398500E-1,2.205059767E0,3.481169224E0,4.838681698E0
1.693398500E-1,2.183511972E0,3.411737442E0,4.539406300E0
1.793398500E-1,2.188300371E0,3.294421434E0,4.244919777E0
1.893398500E-1,2.252943754E0,3.055001259E0,3.988739967E0
1.993398500E-1,2.324769735E0,2.803610086E0,3.809175014E0
2.093398500E-1,2.396595955E0,2.552218914E0,3.739742994E0
2.193398500E-1,2.489969730E0,2.336740971E0,3.746925592E0
2.293398500E-1,2.674323320E0,2.161964178E0,3.854664803E0
2.393398500E-1,2.952050686E0,1.980004787E0,3.983951569E0
2.493398500E-1,3.287238836E0,1.742978811E0,4.084507942E0
2.593398500E-1,3.598485231E0,1.508347034E0,4.156333923E0
2.693398500E-1,3.833117008E0,1.252167463E0,4.194641590E0
2.793398500E-1,3.974374771E0,1.012747288E0,4.209006786E0
2.893398500E-1,4.058171749E0,7.900865674E-1,4.177882195E0
2.993398500E-1,4.163516521E0,5.841852427E-1,4.118026733E0
3.093398500E-1,4.369418144E0,3.471592367E-1,3.967192173E0
3.193398500E-1,4.623203278E0,1.077390760E-1,3.797203779E0
3.293402160E-1,5.028122902E0,-2.154781520E-1,3.627215624E0
3.393402160E-1,5.451896667E0,-5.386953950E-1,3.514688015E0
3.493402160E-1,5.973832607E0,-9.145850539E-1,3.598485231E0
3.593402160E-1,6.510133743E0,-1.266532660E0,3.871424198E0
3.693402160E-1,6.984185696E0,-1.599326730E0,4.223371983E0
3.793402160E-1,7.427113056E0,-1.908178806E0,4.613626480E0
3.893402160E-1,7.929895401E0,-2.171540976E0,4.956296921E0
3.993402160E-1,8.394370079E0,-2.384624958E0,5.152621269E0
4.093402160E-1,8.851662636E0,-2.616862535E0,5.159803867E0
4.193402160E-1,9.249100685E0,-2.856282711E0,5.102343082E0
4.293402160E-1,9.581894875E0,-3.126827478E0,4.977844715E0
4.393402160E-1,9.854833603E0,-3.385401249E0,4.860229492E0
4.493402160E-1,1.009664822E1,-3.667917013E0,4.821922302E0
4.593402160E-1,1.032170296E1,-3.926490784E0,4.836287498E0
4.693402160E-1,1.053478718E1,-4.182670593E0,4.932354927E0
4.793402160E-1,1.073350525E1,-4.438849926E0,5.020940304E0
4.893402160E-1,1.090349388E1,-4.745307922E0,5.059247494E0
4.993402160E-1,1.105432892E1,-5.035305500E0,5.054459095E0
5.093402160E-1,1.121713448E1,-5.274725437E0,5.013757706E0
5.193402160E-1,1.135839176E1,-5.499780655E0,4.937143326E0
5.293402160E-1,1.143740082E1,-5.732017994E0,4.793191910E0
5.393402160E-1,1.147810268E1,-5.923554420E0,4.618414879E0
5.493402160E-1,1.146852589E1,-6.117484570E0,4.410119534E0
5.593402160E-1,1.143979454E1,-6.320991993E0,4.192247391E0
5.693402160E-1,1.138233376E1,-6.550835133E0,3.957615376E0
5.793402160E-1,1.135839176E1,-6.771101475E0,3.761290789E0
5.893402160E-1,1.139430523E1,-6.993762493E0,3.624821424E0
5.993402160E-1,1.149007320E1,-7.211634636E0,3.538630009E0
6.093402160E-1,1.162654305E1,-7.388805866E0,3.500322819E0
6.193402160E-1,1.177498341E1,-7.467814445E0,3.502717018E0
6.293398490E-1,1.199764442E1,-7.549217224E0,3.514688015E0
6.393398490E-1,1.222269917E1,-7.637802601E0,3.526659012E0
6.493398490E-1,1.237832165E1,-7.661744595E0,3.529053211E0
6.593398490E-1,1.250042629E1,-7.747935772E0,3.509899616E0
6.693398490E-1,1.253873348E1,-7.810185432E0,3.457227230E0
6.793398490E-1,1.250042629E1,-7.855675220E0,3.423708439E0
6.893398490E-1,1.239747524E1,-7.908347607E0,3.404554844E0
6.993398490E-1,1.228734207E1,-7.961019993E0,3.390189648E0
7.093398490E-1,1.214129639E1,-8.008903503E0,3.397372246E0
7.193398490E-1,1.195933723E1,-8.061576843E0,3.404554844E0
7.293398490E-1,1.174625301E1,-8.119037628E0,3.426102638E0
7.393398490E-1,1.152598667E1,-8.169315338E0,3.466804028E0
7.493398490E-1,1.132247925E1,-8.207622528E0,3.514688015E0
7.593398490E-1,1.116206741E1,-8.229170799E0,3.545812607E0
7.693398490E-1,1.104475212E1,-8.265083313E0,3.550601006E0
7.793398490E-1,1.094658947E1,-8.303390503E0,3.529053211E0
7.893398490E-1,1.084603310E1,-8.382399559E0,3.476380825E0
7.993398490E-1,1.071914005E1,-8.449437141E0,3.423708439E0
8.093398490E-1,1.053239250E1,-8.516474724E0,3.351882458E0
8.193398490E-1,1.029536629E1,-8.516474724E0,3.275267839E0
8.293398490E-1,1.001524544E1,-8.384793282E0,3.165134668E0
8.393398490E-1,9.763854027E0,-8.169315338E0,3.055001259E0
8.493398490E-1,9.541193008E0,-7.886799812E0,2.964021683E0
8.593398490E-1,9.352050781E0,-7.587524414E0,2.904166698E0
8.693398490E-1,9.251494408E0,-7.261912823E0,2.873042107E0
8.793398490E-1,9.222764015E0,-6.912359715E0,2.856282711E0
8.893398490E-1,9.251494408E0,-6.452672958E0,2.851494312E0
8.993398490E-1,9.299378395E0,-6.067206383E0,2.841917515E0
9.093398490E-1,9.356839180E0,-5.717652798E0,2.794033289E0
9.193398490E-1,9.438241959E0,-5.370493889E0,2.700659513E0
9.293398490E-1,9.557952881E0,-5.023334503E0,2.477998734E0
9.393398490E-1,9.651326180E0,-4.738125324E0,2.240972757E0
9.493398490E-1,9.689633369E0,-4.508281708E0,1.953668594E0
9.593398490E-1,9.701604843E0,-4.362235546E0,1.678335428E0
9.693398490E-1,9.703998566E0,-4.285621166E0,1.446097851E0
